Ano,ID BRA,Renda Mensal Total,Total de Empregos,Total de Estabelecimentos,Renda Mensal Média,Média de idade,Diversidade de Atividades,Diversidade Efetiva de Atividades,Diversidade de Ocupações,Diversidade Efetiva de Ocupações,Crescimento Nominal dos Salários (1 ano),Crescimento Nominal dos Salários (5 anos),Crescimento Nominal dos Empregos (1 ano),Crescimento Nominal dos Empregos (5 anos),Índice de Gini
2010,2ce030102,1839151.520,2854,174,644.410,36.835,61,3.535,90,3.297,0.318,0.303,0.050,0.121,0.314
2010,2ce030103,1041743.930,1317,74,791.000,36.854,42,3.730,97,26.540,0.088,0.271,-0.058,0.086,0.297
2010,2ce030104,2289125.440,2895,230,790.720,35.124,79,9.685,147,32.364,0.018,0.251,-0.084,0.106,0.333
2010,2ce030105,4051502.510,4803,466,843.540,34.016,117,20.316,196,42.317,0.246,0.203,0.069,0.045,0.331
2010,2ce030106,2698772.890,3134,146,861.130,35.133,61,8.534,156,30.238,0.100,0.284,-0.004,0.106,0.336
2010,2ce030107,1901537.700,2713,101,700.900,35.525,43,2.161,90,14.438,0.198,0.249,0.183,0.104,0.365
2010,2ce030200,1895438.300,2379,212,796.740,35.632,71,8.259,115,19.787,0.235,0.327,0.104,0.206,0.350
2010,2ce030201,1303800.560,1829,74,712.850,38.375,35,1.836,80,14.357,-0.034,0.165,-0.150,-0.003,0.309
2010,2ce030202,239723.550,450,7,532.720,40.300,4,1.088,32,10.230,-0.060,0.223,-0.037,0.095,0.332
2010,2ce030203,405969.130,608,14,667.710,37.984,9,1.356,50,15.688,-0.121,0.131,-0.161,-0.004,0.239
2010,2ce030204,679144.500,1190,57,570.710,37.680,34,2.064,60,19.420,0.114,0.260,0.157,0.169,0.447
2010,2ce030205,855626.370,1474,97,580.480,36.087,44,3.334,89,17.424,0.151,0.128,0.086,0.016,0.200
2010,2ce030300,2693719.670,2983,144,903.020,34.577,68,6.523,138,26.858,0.239,0.187,0.135,0.058,0.337
2010,2ce030301,946987.340,1061,19,892.540,36.051,12,1.521,41,10.114,0.157,0.299,0.062,0.049,0.342
2010,2ce030302,1356699.070,1800,37,753.720,35.499,19,1.805,96,19.621,0.201,0.188,0.148,0.072,0.309
2010,2ce030303,4066901.640,5843,399,696.030,36.668,98,12.842,194,37.132,0.256,0.166,0.107,0.017,0.402
2010,2ce030304,716392.410,1853,33,386.610,40.954,22,2.564,66,12.334,0.158,0.157,0.094,0.046,0.661
2010,2ce030305,1234556.820,1555,57,793.930,35.180,30,2.037,83,14.230,0.071,0.222,0.035,0.098,0.354
2010,2ce030306,2175257.930,2906,93,748.540,35.225,46,2.104,84,11.281,0.174,0.301,0.128,0.088,0.370
2010,2ce030307,2117989.330,2689,51,787.650,35.657,31,3.383,114,20.883,0.255,0.254,0.100,0.081,0.387
2010,2ce030308,1173972.760,1620,151,724.680,33.009,31,4.340,76,19.800,0.193,0.255,0.079,0.137,0.238
2010,2ce030309,1934526.950,2574,94,751.560,34.557,43,5.268,142,42.102,0.186,0.233,0.156,0.077,0.307
2010,2ce030310,284644.120,1073,14,265.280,35.815,10,1.108,58,15.628,-0.090,0.285,0.009,0.288,0.448
2010,2ce030311,780438.490,1022,26,763.640,37.957,17,1.781,64,20.196,-0.036,0.160,-0.050,0.024,0.337
2010,2ce030400,487228.330,721,10,675.770,39.899,10,1.212,42,12.162,0.000,0.250,-0.071,0.069,0.394
2010,2ce030401,539589.960,706,31,764.290,38.211,24,1.984,62,16.939,0.121,0.289,0.089,0.061,0.402
2010,2ce030500,418784.520,600,10,697.970,41.330,7,1.160,36,11.859,0.110,0.292,0.012,0.075,0.425
2010,2ce030501,824712.440,1206,44,683.840,36.720,21,1.884,84,25.182,0.135,0.435,-0.076,0.273,0.239
2010,2ce030502,2337791.390,3150,175,742.160,35.886,68,5.985,151,23.200,0.093,0.229,0.089,0.089,0.267
2010,2ce030600,472388.970,789,22,598.720,39.345,19,2.069,46,7.109,0.575,0.277,0.068,0.082,0.316
2010,2ce030601,1033241.490,1495,87,691.130,37.927,47,5.076,121,32.422,-0.091,0.130,-0.107,0.036,0.252
2010,2ce030602,708683.150,844,14,839.670,38.541,12,1.197,30,7.783,0.008,0.165,-0.136,-0.015,0.328
2010,2ce030603,437091.430,482,24,906.830,40.114,17,1.937,51,21.764,0.422,0.219,0.292,0.035,0.326
2010,2ce030604,1112452.900,1498,48,742.630,34.239,28,3.689,80,17.678,0.172,0.316,-0.009,0.151,0.244
2010,2ce030605,1129888.180,1481,78,762.920,37.586,42,3.285,90,24.221,-0.055,0.242,-0.048,0.091,0.311
2010,2ce030606,446389.410,725,6,615.710,39.113,4,1.560,21,5.332,0.114,0.261,-0.012,0.062,0.368
2010,2ce030607,614806.950,1022,28,601.570,38.819,16,1.341,63,13.978,0.323,0.265,0.152,0.060,0.379
2010,2ce030608,317743.390,508,9,625.480,39.400,9,1.466,43,13.161,0.400,0.187,0.142,-0.006,0.392
2010,2ce030609,1144970.810,1682,45,680.720,39.084,28,1.888,86,20.996,-0.105,0.152,-0.137,0.049,0.459
2010,2ce030610,186668.420,334,11,558.890,36.548,8,1.445,37,16.857,-0.207,0.113,-0.467,-0.085,0.443
2010,2ce030611,38701436.420,41963,1844,922.280,32.075,258,20.952,357,33.068,0.083,0.164,-0.025,0.058,0.362
2010,2ce040000,4364486.860,3761,168,1160.460,37.921,86,10.409,169,40.584,0.152,0.177,0.094,0.084,0.483
2010,2ce040001,2370270.440,3293,121,719.790,35.846,60,9.731,159,37.976,0.235,0.291,0.088,0.130,0.281
2010,2ce040002,10091670.470,7821,225,1290.330,33.782,84,13.451,232,58.105,1.100,0.462,0.523,0.252,0.389
2010,2ce040100,1346999.120,1638,82,822.340,36.630,36,8.542,113,39.547,0.251,0.304,0.103,0.157,0.305
2010,2ce040101,1573537.830,1707,75,921.820,37.183,37,3.744,95,29.357,0.140,0.185,0.141,0.070,0.412
2010,2ce040102,600060.270,1135,17,528.690,36.688,13,1.372,45,12.624,0.140,0.218,0.008,0.137,0.352
2010,2ce040103,2179645.690,2623,251,830.970,36.545,75,11.743,132,35.699,0.199,0.235,0.085,0.091,0.350
2010,2ce040104,712470.200,859,28,829.420,39.858,18,1.641,53,18.844,-0.170,0.201,-0.202,0.074,0.290
2010,2ce040105,649934.640,853,40,761.940,35.107,23,4.786,85,25.762,0.254,0.282,0.222,0.159,0.242
2010,2ce040106,964921.310,1041,32,926.920,37.249,20,1.747,62,16.628,0.295,0.341,0.124,0.157,0.397
2010,2ce040107,379334.310,438,28,866.060,39.290,20,3.184,44,14.656,-0.296,0.201,-0.430,0.025,0.372
2010,2ce040108,778108.650,950,45,819.060,35.933,29,3.018,74,17.501,0.540,0.220,0.338,0.079,0.401
2010,2ce040109,674379.030,883,21,763.740,37.425,15,1.875,66,18.706,0.269,0.250,0.112,0.077,0.358
2010,2ce040110,1775580.910,1870,128,949.510,39.156,58,6.652,112,29.020,0.212,0.190,0.161,0.057,0.361
2010,2ce040200,4541931.520,4546,316,999.110,36.778,94,10.983,191,48.531,-0.080,0.163,-0.143,0.038,0.363
2010,2ce040201,744944.750,1041,30,715.610,37.793,23,2.075,78,18.499,0.123,0.303,0.030,0.122,0.355
