"Tabela 202 - População residente, por sexo e situação do domicílio"
"Variável - População residente (Pessoas)"
"Nível";"Cód.";"Município";"Situação do domicílio";"Ano x Sexo"
"Nível";"Cód.";"Município";"Situação do domicílio";"1970"
"Nível";"Cód.";"Município";"Situação do domicílio";"Total";"Homens";"Mulheres"
"MU";"2111631";"São Raimundo do Doca Bezerra (MA)";"Rural";"...";"...";"..."
"MU";"2111672";"São Roberto (MA)";"Total";"...";"...";"..."
"MU";"2111672";"São Roberto (MA)";"Urbana";"...";"...";"..."
"MU";"2111672";"São Roberto (MA)";"Rural";"...";"...";"..."
"MU";"2111706";"São Vicente Ferrer (MA)";"Total";"15933";"7871";"8062"
"MU";"2111706";"São Vicente Ferrer (MA)";"Urbana";"1054";"527";"527"
"MU";"2111706";"São Vicente Ferrer (MA)";"Rural";"14879";"7344";"7535"
"MU";"2111722";"Satubinha (MA)";"Total";"...";"...";"..."
"MU";"2111722";"Satubinha (MA)";"Urbana";"...";"...";"..."
"MU";"2111722";"Satubinha (MA)";"Rural";"...";"...";"..."
"MU";"2111748";"Senador Alexandre Costa (MA)";"Total";"...";"...";"..."
"MU";"2111748";"Senador Alexandre Costa (MA)";"Urbana";"...";"...";"..."
"MU";"2111748";"Senador Alexandre Costa (MA)";"Rural";"...";"...";"..."
"MU";"2111763";"Senador La Rocque (MA)";"Total";"...";"...";"..."
"MU";"2111763";"Senador La Rocque (MA)";"Urbana";"...";"...";"..."
"MU";"2111763";"Senador La Rocque (MA)";"Rural";"...";"...";"..."
"MU";"2111789";"Serrano do Maranhão (MA)";"Total";"...";"...";"..."
"MU";"2111789";"Serrano do Maranhão (MA)";"Urbana";"...";"...";"..."
"MU";"2111789";"Serrano do Maranhão (MA)";"Rural";"...";"...";"..."
"MU";"2111805";"Sítio Novo (MA)";"Total";"6500";"3280";"3220"
"MU";"2111805";"Sítio Novo (MA)";"Urbana";"1023";"514";"509"
"MU";"2111805";"Sítio Novo (MA)";"Rural";"5477";"2766";"2711"
"MU";"2111904";"Sucupira do Norte (MA)";"Total";"9298";"4564";"4734"
"MU";"2111904";"Sucupira do Norte (MA)";"Urbana";"980";"485";"495"
"MU";"2111904";"Sucupira do Norte (MA)";"Rural";"8318";"4079";"4239"
"MU";"2111953";"Sucupira do Riachão (MA)";"Total";"...";"...";"..."
"MU";"2111953";"Sucupira do Riachão (MA)";"Urbana";"...";"...";"..."
"MU";"2111953";"Sucupira do Riachão (MA)";"Rural";"...";"...";"..."
"MU";"2112001";"Tasso Fragoso (MA)";"Total";"5008";"2470";"2538"
"MU";"2112001";"Tasso Fragoso (MA)";"Urbana";"347";"177";"170"
"MU";"2112001";"Tasso Fragoso (MA)";"Rural";"4661";"2293";"2368"
"MU";"2112100";"Timbiras (MA)";"Total";"18648";"9458";"9190"
"MU";"2112100";"Timbiras (MA)";"Urbana";"1886";"939";"947"
"MU";"2112100";"Timbiras (MA)";"Rural";"16762";"8519";"8243"
"MU";"2112209";"Timon (MA)";"Total";"36893";"18075";"18818"
"MU";"2112209";"Timon (MA)";"Urbana";"16205";"7725";"8480"
"MU";"2112209";"Timon (MA)";"Rural";"20688";"10350";"10338"
"MU";"2112233";"Trizidela do Vale (MA)";"Total";"...";"...";"..."
"MU";"2112233";"Trizidela do Vale (MA)";"Urbana";"...";"...";"..."
"MU";"2112233";"Trizidela do Vale (MA)";"Rural";"...";"...";"..."
"MU";"2112274";"Tufilândia (MA)";"Total";"...";"...";"..."
"MU";"2112274";"Tufilândia (MA)";"Urbana";"...";"...";"..."
"MU";"2112274";"Tufilândia (MA)";"Rural";"...";"...";"..."
"MU";"2112308";"Tuntum (MA)";"Total";"30269";"15353";"14916"
"MU";"2112308";"Tuntum (MA)";"Urbana";"5415";"2720";"2695"
"MU";"2112308";"Tuntum (MA)";"Rural";"24854";"12633";"12221"
"MU";"2112407";"Turiaçu (MA)";"Total";"23867";"12106";"11761"
"MU";"2112407";"Turiaçu (MA)";"Urbana";"2613";"1242";"1371"
"MU";"2112407";"Turiaçu (MA)";"Rural";"21254";"10864";"10390"
"MU";"2112456";"Turilândia (MA)";"Total";"...";"...";"..."
"MU";"2112456";"Turilândia (MA)";"Urbana";"...";"...";"..."
"MU";"2112456";"Turilândia (MA)";"Rural";"...";"...";"..."
"MU";"2112506";"Tutóia (MA)";"Total";"32832";"16568";"16264"
"MU";"2112506";"Tutóia (MA)";"Urbana";"7059";"3402";"3657"
"MU";"2112506";"Tutóia (MA)";"Rural";"25773";"13166";"12607"
"MU";"2112605";"Urbano Santos (MA)";"Total";"16383";"8314";"8069"
"MU";"2112605";"Urbano Santos (MA)";"Urbana";"1604";"804";"800"
"MU";"2112605";"Urbano Santos (MA)";"Rural";"14779";"7510";"7269"
"MU";"2112704";"Vargem Grande (MA)";"Total";"27431";"13781";"13650"
"MU";"2112704";"Vargem Grande (MA)";"Urbana";"4679";"2256";"2423"
"MU";"2112704";"Vargem Grande (MA)";"Rural";"22752";"11525";"11227"
"MU";"2112803";"Viana (MA)";"Total";"36633";"18298";"18335"
"MU";"2112803";"Viana (MA)";"Urbana";"5850";"2716";"3134"
"MU";"2112803";"Viana (MA)";"Rural";"30783";"15582";"15201"
"MU";"2112852";"Vila Nova dos Martírios (MA)";"Total";"...";"...";"..."
"MU";"2112852";"Vila Nova dos Martírios (MA)";"Urbana";"...";"...";"..."
"MU";"2112852";"Vila Nova dos Martírios (MA)";"Rural";"...";"...";"..."
"MU";"2112902";"Vitória do Mearim (MA)";"Total";"34168";"17518";"16650"
"MU";"2112902";"Vitória do Mearim (MA)";"Urbana";"2905";"1442";"1463"
"MU";"2112902";"Vitória do Mearim (MA)";"Rural";"31263";"16076";"15187"
"MU";"2113009";"Vitorino Freire (MA)";"Total";"36792";"18627";"18165"
"MU";"2113009";"Vitorino Freire (MA)";"Urbana";"7273";"3533";"3740"
"MU";"2113009";"Vitorino Freire (MA)";"Rural";"29519";"15094";"14425"
"MU";"2114007";"Zé Doca (MA)";"Total";"...";"...";"..."
"MU";"2114007";"Zé Doca (MA)";"Urbana";"...";"...";"..."
"MU";"2114007";"Zé Doca (MA)";"Rural";"...";"...";"..."
"MU";"2200053";"Acauã (PI)";"Total";"...";"...";"..."
"MU";"2200053";"Acauã (PI)";"Urbana";"...";"...";"..."
"MU";"2200053";"Acauã (PI)";"Rural";"...";"...";"..."
"MU";"2200103";"Agricolândia (PI)";"Total";"3105";"1522";"1583"
"MU";"2200103";"Agricolândia (PI)";"Urbana";"1302";"638";"664"
"MU";"2200103";"Agricolândia (PI)";"Rural";"1803";"884";"919"
"MU";"2200202";"Água Branca (PI)";"Total";"10085";"4948";"5137"
"MU";"2200202";"Água Branca (PI)";"Urbana";"5573";"2671";"2902"
"MU";"2200202";"Água Branca (PI)";"Rural";"4512";"2277";"2235"
"MU";"2200251";"Alagoinha do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2200251";"Alagoinha do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2200251";"Alagoinha do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2200277";"Alegrete do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2200277";"Alegrete do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2200277";"Alegrete do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2200301";"Alto Longá (PI)";"Total";"16176";"8115";"8061"
"MU";"2200301";"Alto Longá (PI)";"Urbana";"1359";"663";"696"
"MU";"2200301";"Alto Longá (PI)";"Rural";"14817";"7452";"7365"
"MU";"2200400";"Altos (PI)";"Total";"30334";"15396";"14938"
"MU";"2200400";"Altos (PI)";"Urbana";"9670";"4768";"4902"
"MU";"2200400";"Altos (PI)";"Rural";"20664";"10628";"10036"
"MU";"2200459";"Alvorada do Gurguéia (PI)";"Total";"...";"...";"..."
"MU";"2200459";"Alvorada do Gurguéia (PI)";"Urbana";"...";"...";"..."
"MU";"2200459";"Alvorada do Gurguéia (PI)";"Rural";"...";"...";"..."
"MU";"2200509";"Amarante (PI)";"Total";"12796";"6318";"6478"
"MU";"2200509";"Amarante (PI)";"Urbana";"4413";"2075";"2338"
"MU";"2200509";"Amarante (PI)";"Rural";"8383";"4243";"4140"
"MU";"2200608";"Angical do Piauí (PI)";"Total";"4498";"2257";"2241"
"MU";"2200608";"Angical do Piauí (PI)";"Urbana";"1778";"875";"903"
"MU";"2200608";"Angical do Piauí (PI)";"Rural";"2720";"1382";"1338"
"MU";"2200707";"Anísio de Abreu (PI)";"Total";"5911";"2974";"2937"
"MU";"2200707";"Anísio de Abreu (PI)";"Urbana";"390";"190";"200"
"MU";"2200707";"Anísio de Abreu (PI)";"Rural";"5521";"2784";"2737"
"MU";"2200806";"Antônio Almeida (PI)";"Total";"3725";"1855";"1870"
"MU";"2200806";"Antônio Almeida (PI)";"Urbana";"163";"82";"81"
"MU";"2200806";"Antônio Almeida (PI)";"Rural";"3562";"1773";"1789"
"MU";"2200905";"Aroazes (PI)";"Total";"9913";"5006";"4907"
"MU";"2200905";"Aroazes (PI)";"Urbana";"573";"281";"292"
"MU";"2200905";"Aroazes (PI)";"Rural";"9340";"4725";"4615"
"MU";"2200954";"Aroeiras do Itaim (PI)";"Total";"...";"...";"..."
"MU";"2200954";"Aroeiras do Itaim (PI)";"Urbana";"...";"...";"..."
"MU";"2200954";"Aroeiras do Itaim (PI)";"Rural";"...";"...";"..."
"MU";"2201002";"Arraial (PI)";"Total";"3340";"1620";"1720"
"MU";"2201002";"Arraial (PI)";"Urbana";"347";"165";"182"
"MU";"2201002";"Arraial (PI)";"Rural";"2993";"1455";"1538"
"MU";"2201051";"Assunção do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201051";"Assunção do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201051";"Assunção do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2201101";"Avelino Lopes (PI)";"Total";"7676";"3721";"3955"
"MU";"2201101";"Avelino Lopes (PI)";"Urbana";"810";"416";"394"
"MU";"2201101";"Avelino Lopes (PI)";"Rural";"6866";"3305";"3561"
"MU";"2201150";"Baixa Grande do Ribeiro (PI)";"Total";"...";"...";"..."
"MU";"2201150";"Baixa Grande do Ribeiro (PI)";"Urbana";"...";"...";"..."
"MU";"2201150";"Baixa Grande do Ribeiro (PI)";"Rural";"...";"...";"..."
"MU";"2201176";"Barra D'Alcântara (PI)";"Total";"...";"...";"..."
"MU";"2201176";"Barra D'Alcântara (PI)";"Urbana";"...";"...";"..."
"MU";"2201176";"Barra D'Alcântara (PI)";"Rural";"...";"...";"..."
"MU";"2201200";"Barras (PI)";"Total";"38175";"19172";"19003"
"MU";"2201200";"Barras (PI)";"Urbana";"5770";"2742";"3028"
"MU";"2201200";"Barras (PI)";"Rural";"32405";"16430";"15975"
"MU";"2201309";"Barreiras do Piauí (PI)";"Total";"2273";"1140";"1133"
"MU";"2201309";"Barreiras do Piauí (PI)";"Urbana";"396";"179";"217"
"MU";"2201309";"Barreiras do Piauí (PI)";"Rural";"1877";"961";"916"
"MU";"2201408";"Barro Duro (PI)";"Total";"6035";"2959";"3076"
"MU";"2201408";"Barro Duro (PI)";"Urbana";"1865";"914";"951"
"MU";"2201408";"Barro Duro (PI)";"Rural";"4170";"2045";"2125"
"MU";"2201507";"Batalha (PI)";"Total";"19020";"9596";"9424"
"MU";"2201507";"Batalha (PI)";"Urbana";"2132";"999";"1133"
"MU";"2201507";"Batalha (PI)";"Rural";"16888";"8597";"8291"
"MU";"2201556";"Bela Vista do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201556";"Bela Vista do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201556";"Bela Vista do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2201572";"Belém do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201572";"Belém do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201572";"Belém do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2201606";"Beneditinos (PI)";"Total";"11606";"5884";"5722"
"MU";"2201606";"Beneditinos (PI)";"Urbana";"1426";"723";"703"
"MU";"2201606";"Beneditinos (PI)";"Rural";"10180";"5161";"5019"
"MU";"2201705";"Bertolínia (PI)";"Total";"6447";"3156";"3291"
"MU";"2201705";"Bertolínia (PI)";"Urbana";"1152";"552";"600"
"MU";"2201705";"Bertolínia (PI)";"Rural";"5295";"2604";"2691"
"MU";"2201739";"Betânia do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201739";"Betânia do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201739";"Betânia do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2201770";"Boa Hora (PI)";"Total";"...";"...";"..."
"MU";"2201770";"Boa Hora (PI)";"Urbana";"...";"...";"..."
"MU";"2201770";"Boa Hora (PI)";"Rural";"...";"...";"..."
"MU";"2201804";"Bocaina (PI)";"Total";"3962";"1959";"2003"
"MU";"2201804";"Bocaina (PI)";"Urbana";"913";"431";"482"
"MU";"2201804";"Bocaina (PI)";"Rural";"3049";"1528";"1521"
"MU";"2201903";"Bom Jesus (PI)";"Total";"9977";"4806";"5171"
"MU";"2201903";"Bom Jesus (PI)";"Urbana";"2299";"1047";"1252"
"MU";"2201903";"Bom Jesus (PI)";"Rural";"7678";"3759";"3919"
"MU";"2201919";"Bom Princípio do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201919";"Bom Princípio do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201919";"Bom Princípio do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2201929";"Bonfim do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201929";"Bonfim do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201929";"Bonfim do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2201945";"Boqueirão do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201945";"Boqueirão do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201945";"Boqueirão do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2201960";"Brasileira (PI)";"Total";"...";"...";"..."
"MU";"2201960";"Brasileira (PI)";"Urbana";"...";"...";"..."
"MU";"2201960";"Brasileira (PI)";"Rural";"...";"...";"..."
"MU";"2201988";"Brejo do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2201988";"Brejo do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2201988";"Brejo do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202000";"Buriti dos Lopes (PI)";"Total";"25145";"12855";"12290"
"MU";"2202000";"Buriti dos Lopes (PI)";"Urbana";"2682";"1315";"1367"
"MU";"2202000";"Buriti dos Lopes (PI)";"Rural";"22463";"11540";"10923"
"MU";"2202026";"Buriti dos Montes (PI)";"Total";"...";"...";"..."
"MU";"2202026";"Buriti dos Montes (PI)";"Urbana";"...";"...";"..."
"MU";"2202026";"Buriti dos Montes (PI)";"Rural";"...";"...";"..."
"MU";"2202059";"Cabeceiras do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202059";"Cabeceiras do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202059";"Cabeceiras do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202075";"Cajazeiras do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202075";"Cajazeiras do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202075";"Cajazeiras do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202083";"Cajueiro da Praia (PI)";"Total";"...";"...";"..."
"MU";"2202083";"Cajueiro da Praia (PI)";"Urbana";"...";"...";"..."
"MU";"2202083";"Cajueiro da Praia (PI)";"Rural";"...";"...";"..."
"MU";"2202091";"Caldeirão Grande do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202091";"Caldeirão Grande do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202091";"Caldeirão Grande do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202109";"Campinas do Piauí (PI)";"Total";"6416";"3095";"3321"
"MU";"2202109";"Campinas do Piauí (PI)";"Urbana";"419";"200";"219"
"MU";"2202109";"Campinas do Piauí (PI)";"Rural";"5997";"2895";"3102"
"MU";"2202117";"Campo Alegre do Fidalgo (PI)";"Total";"...";"...";"..."
"MU";"2202117";"Campo Alegre do Fidalgo (PI)";"Urbana";"...";"...";"..."
"MU";"2202117";"Campo Alegre do Fidalgo (PI)";"Rural";"...";"...";"..."
"MU";"2202133";"Campo Grande do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202133";"Campo Grande do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202133";"Campo Grande do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202174";"Campo Largo do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202174";"Campo Largo do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202174";"Campo Largo do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202208";"Campo Maior (PI)";"Total";"61549";"30725";"30824"
"MU";"2202208";"Campo Maior (PI)";"Urbana";"18490";"8725";"9765"
"MU";"2202208";"Campo Maior (PI)";"Rural";"43059";"22000";"21059"
"MU";"2202251";"Canavieira (PI)";"Total";"...";"...";"..."
"MU";"2202251";"Canavieira (PI)";"Urbana";"...";"...";"..."
"MU";"2202251";"Canavieira (PI)";"Rural";"...";"...";"..."
"MU";"2202307";"Canto do Buriti (PI)";"Total";"19863";"9668";"10195"
"MU";"2202307";"Canto do Buriti (PI)";"Urbana";"3194";"1463";"1731"
"MU";"2202307";"Canto do Buriti (PI)";"Rural";"16669";"8205";"8464"
"MU";"2202406";"Capitão de Campos (PI)";"Total";"7342";"3715";"3627"
"MU";"2202406";"Capitão de Campos (PI)";"Urbana";"1725";"862";"863"
"MU";"2202406";"Capitão de Campos (PI)";"Rural";"5617";"2853";"2764"
"MU";"2202455";"Capitão Gervásio Oliveira (PI)";"Total";"...";"...";"..."
"MU";"2202455";"Capitão Gervásio Oliveira (PI)";"Urbana";"...";"...";"..."
"MU";"2202455";"Capitão Gervásio Oliveira (PI)";"Rural";"...";"...";"..."
"MU";"2202505";"Caracol (PI)";"Total";"7829";"3908";"3921"
"MU";"2202505";"Caracol (PI)";"Urbana";"1870";"915";"955"
"MU";"2202505";"Caracol (PI)";"Rural";"5959";"2993";"2966"
"MU";"2202539";"Caraúbas do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202539";"Caraúbas do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202539";"Caraúbas do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202554";"Caridade do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202554";"Caridade do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202554";"Caridade do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202604";"Castelo do Piauí (PI)";"Total";"25077";"12688";"12389"
"MU";"2202604";"Castelo do Piauí (PI)";"Urbana";"4638";"2280";"2358"
"MU";"2202604";"Castelo do Piauí (PI)";"Rural";"20439";"10408";"10031"
"MU";"2202653";"Caxingó (PI)";"Total";"...";"...";"..."
"MU";"2202653";"Caxingó (PI)";"Urbana";"...";"...";"..."
"MU";"2202653";"Caxingó (PI)";"Rural";"...";"...";"..."
"MU";"2202703";"Cocal (PI)";"Total";"18897";"9595";"9302"
"MU";"2202703";"Cocal (PI)";"Urbana";"2671";"1288";"1383"
"MU";"2202703";"Cocal (PI)";"Rural";"16226";"8307";"7919"
"MU";"2202711";"Cocal de Telha (PI)";"Total";"...";"...";"..."
"MU";"2202711";"Cocal de Telha (PI)";"Urbana";"...";"...";"..."
"MU";"2202711";"Cocal de Telha (PI)";"Rural";"...";"...";"..."
"MU";"2202729";"Cocal dos Alves (PI)";"Total";"...";"...";"..."
"MU";"2202729";"Cocal dos Alves (PI)";"Urbana";"...";"...";"..."
"MU";"2202729";"Cocal dos Alves (PI)";"Rural";"...";"...";"..."
"MU";"2202737";"Coivaras (PI)";"Total";"...";"...";"..."
"MU";"2202737";"Coivaras (PI)";"Urbana";"...";"...";"..."
"MU";"2202737";"Coivaras (PI)";"Rural";"...";"...";"..."
"MU";"2202752";"Colônia do Gurguéia (PI)";"Total";"...";"...";"..."
"MU";"2202752";"Colônia do Gurguéia (PI)";"Urbana";"...";"...";"..."
"MU";"2202752";"Colônia do Gurguéia (PI)";"Rural";"...";"...";"..."
"MU";"2202778";"Colônia do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2202778";"Colônia do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2202778";"Colônia do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2202802";"Conceição do Canindé (PI)";"Total";"5058";"2456";"2602"
"MU";"2202802";"Conceição do Canindé (PI)";"Urbana";"705";"344";"361"
"MU";"2202802";"Conceição do Canindé (PI)";"Rural";"4353";"2112";"2241"
"MU";"2202851";"Coronel José Dias (PI)";"Total";"...";"...";"..."
"MU";"2202851";"Coronel José Dias (PI)";"Urbana";"...";"...";"..."
"MU";"2202851";"Coronel José Dias (PI)";"Rural";"...";"...";"..."
"MU";"2202901";"Corrente (PI)";"Total";"14397";"7074";"7323"
"MU";"2202901";"Corrente (PI)";"Urbana";"3397";"1590";"1807"
"MU";"2202901";"Corrente (PI)";"Rural";"11000";"5484";"5516"
"MU";"2203008";"Cristalândia do Piauí (PI)";"Total";"3300";"1622";"1678"
"MU";"2203008";"Cristalândia do Piauí (PI)";"Urbana";"517";"281";"236"
"MU";"2203008";"Cristalândia do Piauí (PI)";"Rural";"2783";"1341";"1442"
"MU";"2203107";"Cristino Castro (PI)";"Total";"6023";"2983";"3040"
"MU";"2203107";"Cristino Castro (PI)";"Urbana";"1220";"601";"619"
"MU";"2203107";"Cristino Castro (PI)";"Rural";"4803";"2382";"2421"
"MU";"2203206";"Curimatá (PI)";"Total";"8184";"4005";"4179"
"MU";"2203206";"Curimatá (PI)";"Urbana";"999";"503";"496"
"MU";"2203206";"Curimatá (PI)";"Rural";"7185";"3502";"3683"
"MU";"2203230";"Currais (PI)";"Total";"...";"...";"..."
"MU";"2203230";"Currais (PI)";"Urbana";"...";"...";"..."
"MU";"2203230";"Currais (PI)";"Rural";"...";"...";"..."
"MU";"2203255";"Curralinhos (PI)";"Total";"...";"...";"..."
"MU";"2203255";"Curralinhos (PI)";"Urbana";"...";"...";"..."
"MU";"2203255";"Curralinhos (PI)";"Rural";"...";"...";"..."
"MU";"2203271";"Curral Novo do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2203271";"Curral Novo do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2203271";"Curral Novo do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2203305";"Demerval Lobão (PI)";"Total";"8421";"4288";"4133"
"MU";"2203305";"Demerval Lobão (PI)";"Urbana";"2898";"1419";"1479"
"MU";"2203305";"Demerval Lobão (PI)";"Rural";"5523";"2869";"2654"
"MU";"2203354";"Dirceu Arcoverde (PI)";"Total";"...";"...";"..."
"MU";"2203354";"Dirceu Arcoverde (PI)";"Urbana";"...";"...";"..."
"MU";"2203354";"Dirceu Arcoverde (PI)";"Rural";"...";"...";"..."
"MU";"2203404";"Dom Expedito Lopes (PI)";"Total";"3518";"1719";"1799"
"MU";"2203404";"Dom Expedito Lopes (PI)";"Urbana";"1105";"555";"550"
"MU";"2203404";"Dom Expedito Lopes (PI)";"Rural";"2413";"1164";"1249"
"MU";"2203420";"Domingos Mourão (PI)";"Total";"3567";"1768";"1799"
"MU";"2203420";"Domingos Mourão (PI)";"Urbana";"388";"192";"196"
"MU";"2203420";"Domingos Mourão (PI)";"Rural";"3179";"1576";"1603"
"MU";"2203453";"Dom Inocêncio (PI)";"Total";"...";"...";"..."
"MU";"2203453";"Dom Inocêncio (PI)";"Urbana";"...";"...";"..."
"MU";"2203453";"Dom Inocêncio (PI)";"Rural";"...";"...";"..."
"MU";"2203503";"Elesbão Veloso (PI)";"Total";"14340";"7156";"7184"
"MU";"2203503";"Elesbão Veloso (PI)";"Urbana";"3402";"1636";"1766"
"MU";"2203503";"Elesbão Veloso (PI)";"Rural";"10938";"5520";"5418"
"MU";"2203602";"Eliseu Martins (PI)";"Total";"5309";"2609";"2700"
"MU";"2203602";"Eliseu Martins (PI)";"Urbana";"676";"325";"351"
"MU";"2203602";"Eliseu Martins (PI)";"Rural";"4633";"2284";"2349"
"MU";"2203701";"Esperantina (PI)";"Total";"24582";"12301";"12281"
"MU";"2203701";"Esperantina (PI)";"Urbana";"7572";"3624";"3948"
"MU";"2203701";"Esperantina (PI)";"Rural";"17010";"8677";"8333"
"MU";"2203750";"Fartura do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2203750";"Fartura do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2203750";"Fartura do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2203800";"Flores do Piauí (PI)";"Total";"3526";"1730";"1796"
"MU";"2203800";"Flores do Piauí (PI)";"Urbana";"1085";"507";"578"
"MU";"2203800";"Flores do Piauí (PI)";"Rural";"2441";"1223";"1218"
"MU";"2203859";"Floresta do Piauí (PI)";"Total";"...";"...";"..."
"MU";"2203859";"Floresta do Piauí (PI)";"Urbana";"...";"...";"..."
"MU";"2203859";"Floresta do Piauí (PI)";"Rural";"...";"...";"..."
"MU";"2203909";"Floriano (PI)";"Total";"35850";"16618";"19232"
"MU";"2203909";"Floriano (PI)";"Urbana";"26737";"12036";"14701"
"MU";"2203909";"Floriano (PI)";"Rural";"9113";"4582";"4531"
"MU";"2204006";"Francinópolis (PI)";"Total";"4023";"1965";"2058"
"MU";"2204006";"Francinópolis (PI)";"Urbana";"1177";"557";"620"
"MU";"2204006";"Francinópolis (PI)";"Rural";"2846";"1408";"1438"
"MU";"2204105";"Francisco Ayres (PI)";"Total";"3937";"1916";"2021"
"MU";"2204105";"Francisco Ayres (PI)";"Urbana";"403";"185";"218"
"MU";"2204105";"Francisco Ayres (PI)";"Rural";"3534";"1731";"1803"
"MU";"2204154";"Francisco Macedo (PI)";"Total";"...";"...";"..."
"MU";"2204154";"Francisco Macedo (PI)";"Urbana";"...";"...";"..."
"MU";"2204154";"Francisco Macedo (PI)";"Rural";"...";"...";"..."
"MU";"2204204";"Francisco Santos (PI)";"Total";"3877";"1995";"1882"
"MU";"2204204";"Francisco Santos (PI)";"Urbana";"2284";"1166";"1118"
"MU";"2204204";"Francisco Santos (PI)";"Rural";"1593";"829";"764"
"MU";"2204303";"Fronteiras (PI)";"Total";"12612";"6316";"6296"
"MU";"2204303";"Fronteiras (PI)";"Urbana";"2321";"1136";"1185"
"MU";"2204303";"Fronteiras (PI)";"Rural";"10291";"5180";"5111"
"MU";"2204352";"Geminiano (PI)";"Total";"...";"...";"..."
"MU";"2204352";"Geminiano (PI)";"Urbana";"...";"...";"..."
"MU";"2204352";"Geminiano (PI)";"Rural";"...";"...";"..."
"MU";"2204402";"Gilbués (PI)";"Total";"8071";"3933";"4138"
"MU";"2204402";"Gilbués (PI)";"Urbana";"572";"240";"332"
"MU";"2204402";"Gilbués (PI)";"Rural";"7499";"3693";"3806"
"MU";"2204501";"Guadalupe (PI)";"Total";"9284";"4573";"4711"
"MU";"2204501";"Guadalupe (PI)";"Urbana";"7308";"3527";"3781"
"MU";"2204501";"Guadalupe (PI)";"Rural";"1976";"1046";"930"
"MU";"2204550";"Guaribas (PI)";"Total";"...";"...";"..."
"MU";"2204550";"Guaribas (PI)";"Urbana";"...";"...";"..."
"MU";"2204550";"Guaribas (PI)";"Rural";"...";"...";"..."
"MU";"2204600";"Hugo Napoleão (PI)";"Total";"2027";"1069";"958"
"MU";"2204600";"Hugo Napoleão (PI)";"Urbana";"871";"448";"423"
