Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Autonomia 2013;IFGF Autonomia 2013;Ranking Estadual 2014;Ranking IFGF Autonomia 2014;IFGF Autonomia 2014;Ranking Estadual 2015;Ranking IFGF Autonomia 2015;IFGF Autonomia 2015;Ranking Estadual 2016;Ranking IFGF Autonomia 2016;IFGF Autonomia 2016;Ranking Estadual 2017;Ranking IFGF Autonomia 2017;IFGF Autonomia 2017;Ranking Estadual 2018;Ranking IFGF Autonomia 2018;IFGF Autonomia 2018
350080;SP;Alfredo Marcondes;523º;2.075º;0,4391;507º;2.024º;0,4362;511º;2.166º;0,4048;507º;2.164º;0,3849;540º;2.367º;0,3740;532º;2.349º;0,3663
350090;SP;Altair;367º;1.048º;0,9004;382º;1.228º;0,7829;330º;1.021º;0,8954;363º;1.222º;0,7576;329º;1.050º;0,9248;367º;1.209º;0,8377
350100;SP;Altinópolis;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;280º;851º;0,9333;1º;1º;1,0000;1º;1º;1,0000
350110;SP;Alto Alegre;401º;1.228º;0,7992;387º;1.251º;0,7684;477º;1.837º;0,5413;290º;886º;0,9139;450º;1.740º;0,6093;415º;1.449º;0,7262
350115;SP;Alumínio;335º;884º;0,9921;nd;nd;nd;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350120;SP;Álvares Florence;477º;1.693º;0,5907;448º;1.625º;0,5906;435º;1.594º;0,6390;459º;1.816º;0,5234;418º;1.563º;0,6849;389º;1.315º;0,7882
350130;SP;Álvares Machado;452º;1.510º;0,6702;437º;1.520º;0,6411;420º;1.507º;0,6717;423º;1.585º;0,6190;425º;1.592º;0,6729;436º;1.620º;0,6544
350140;SP;Álvaro de Carvalho;610º;3.303º;0,0000;606º;3.311º;0,0000;577º;2.812º;0,1833;614º;3.432º;0,0000;610º;3.353º;0,0414;593º;3.041º;0,1305
350150;SP;Alvinlândia;604º;3.105º;0,0610;606º;3.311º;0,0000;615º;3.342º;0,0200;607º;3.211º;0,0538;600º;3.136º;0,1013;594º;3.049º;0,1271
350160;SP;Americana;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350170;SP;Américo Brasiliense;358º;1.014º;0,9176;343º;1.034º;0,8759;303º;895º;0,9689;1º;1º;1,0000;312º;951º;0,9846;321º;944º;0,9774
350180;SP;Américo de Campos;342º;931º;0,9656;396º;1.288º;0,7560;361º;1.161º;0,8251;381º;1.299º;0,7235;339º;1.087º;0,9043;403º;1.398º;0,7517
350190;SP;Amparo;1º;1º;1,0000;nd;nd;nd;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350200;SP;Analândia;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;355º;1.143º;0,8686
350210;SP;Andradina;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350220;SP;Angatuba;1º;1º;1,0000;1º;1º;1,0000;353º;1.123º;0,8466;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350230;SP;Anhembi;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;284º;862º;0,9259;1º;1º;1,0000;1º;1º;1,0000
350240;SP;Anhumas;463º;1.586º;0,6368;444º;1.590º;0,6061;474º;1.827º;0,5435;472º;1.897º;0,4922;485º;1.980º;0,5192;nd;nd;nd
350250;SP;Aparecida;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;390º;1.368º;0,6955;400º;1.405º;0,7499;1º;1º;1,0000
350260;SP;Aparecida d'Oeste;549º;2.276º;0,3607;513º;2.072º;0,4167;522º;2.255º;0,3749;527º;2.369º;0,3122;536º;2.338º;0,3840;544º;2.422º;0,3416
350270;SP;Apiaí;437º;1.417º;0,7072;430º;1.463º;0,6667;412º;1.462º;0,6941;356º;1.169º;0,7801;394º;1.364º;0,7720;479º;1.910º;0,5328
350275;SP;Araçariguama;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350280;SP;Araçatuba;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350290;SP;Araçoiaba da Serra;353º;995º;0,9269;338º;1.018º;0,8843;400º;1.383º;0,7329;329º;1.065º;0,8309;1º;1º;1,0000;1º;1º;1,0000
350300;SP;Aramina;1º;1º;1,0000;1º;1º;1,0000;383º;1.281º;0,7806;506º;2.144º;0,3912;350º;1.131º;0,8876;318º;932º;0,9831
350310;SP;Arandu;1º;1º;1,0000;328º;949º;0,9196;1º;1º;1,0000;302º;931º;0,8930;1º;1º;1,0000;1º;1º;1,0000
350315;SP;Arapeí;573º;2.562º;0,2465;554º;2.493º;0,2674;550º;2.482º;0,2936;579º;2.828º;0,1647;568º;2.712º;0,2470;576º;2.745º;0,2288
350320;SP;Araraquara;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350330;SP;Araras;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350335;SP;Arco-Íris;587º;2.688º;0,2009;582º;2.808º;0,1580;602º;3.053º;0,1076;591º;3.010º;0,1112;596º;3.030º;0,1352;596º;3.055º;0,1262
350340;SP;Arealva;1º;1º;1,0000;354º;1.080º;0,8517;326º;1.011º;0,8999;373º;1.265º;0,7369;348º;1.117º;0,8918;1º;1º;1,0000
350350;SP;Areias;521º;2.063º;0,4432;528º;2.190º;0,3775;543º;2.404º;0,3233;478º;1.936º;0,4740;546º;2.397º;0,3647;545º;2.425º;0,3408
350360;SP;Areiópolis;525º;2.085º;0,4334;540º;2.319º;0,3334;549º;2.478º;0,2952;603º;3.169º;0,0671;615º;3.512º;0,0000;613º;3.482º;0,0000
350370;SP;Ariranha;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350380;SP;Artur Nogueira;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350390;SP;Arujá;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350395;SP;Aspásia;610º;3.303º;0,0000;606º;3.311º;0,0000;616º;3.416º;0,0000;614º;3.432º;0,0000;615º;3.512º;0,0000;nd;nd;nd
350400;SP;Assis;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;270º;822º;0,9500;1º;1º;1,0000;1º;1º;1,0000
350410;SP;Atibaia;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350420;SP;Auriflama;340º;913º;0,9755;356º;1.090º;0,8484;380º;1.244º;0,7956;308º;961º;0,8802;1º;1º;1,0000;329º;991º;0,9507
350430;SP;Avaí;405º;1.242º;0,7936;401º;1.305º;0,7477;392º;1.326º;0,7576;410º;1.503º;0,6444;456º;1.767º;0,5984;407º;1.417º;0,7422
350440;SP;Avanhandava;387º;1.139º;0,8572;403º;1.313º;0,7440;324º;995º;0,9104;321º;1.038º;0,8429;1º;1º;1,0000;1º;1º;1,0000
350450;SP;Avaré;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;285º;865º;0,9235;1º;1º;1,0000;1º;1º;1,0000
350460;SP;Bady Bassitt;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;342º;1.124º;0,7958;1º;1º;1,0000;1º;1º;1,0000
350470;SP;Balbinos;568º;2.515º;0,2700;599º;3.012º;0,0927;589º;2.981º;0,1339;599º;3.104º;0,0851;603º;3.181º;0,0904;585º;2.917º;0,1692
350480;SP;Bálsamo;1º;1º;1,0000;1º;1º;1,0000;298º;874º;0,9812;353º;1.160º;0,7828;433º;1.660º;0,6396;331º;1.004º;0,9423
350490;SP;Bananal;511º;1.989º;0,4748;449º;1.630º;0,5889;476º;1.831º;0,5431;469º;1.885º;0,4972;570º;2.722º;0,2441;529º;2.323º;0,3755
350500;SP;Barão de Antonina;610º;3.303º;0,0000;606º;3.311º;0,0000;616º;3.416º;0,0000;614º;3.432º;0,0000;615º;3.512º;0,0000;613º;3.482º;0,0000
350510;SP;Barbosa;410º;1.266º;0,7830;410º;1.370º;0,7116;396º;1.367º;0,7399;409º;1.502º;0,6446;318º;991º;0,9583;319º;933º;0,9830
350520;SP;Bariri;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
350530;SP;Barra Bonita;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
