Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Investimentos 2013;IFGF Investimentos 2013;Ranking Estadual 2014;Ranking IFGF Investimentos 2014;IFGF Investimentos 2014;Ranking Estadual 2015;Ranking IFGF Investimentos 2015;IFGF Investimentos 2015;Ranking Estadual 2016;Ranking IFGF Investimentos 2016;IFGF Investimentos 2016;Ranking Estadual 2017;Ranking IFGF Investimentos 2017;IFGF Investimentos 2017;Ranking Estadual 2018;Ranking IFGF Investimentos 2018;IFGF Investimentos 2018
313505;MG;Jaíba;536º;3.774º;0,3196;192º;1.343º;0,8943;691º;4.474º;0,2107;545º;3.348º;0,3407;373º;2.649º;0,3054;106º;1.016º;0,7241
313507;MG;Jampruca;1º;1º;1,0000;797º;5.070º;0,1647;592º;3.978º;0,2749;437º;2.771º;0,4178;848º;5.415º;0,0103;335º;2.790º;0,4042
313510;MG;Janaúba;322º;2.370º;0,5219;nd;nd;nd;704º;4.573º;0,1980;710º;4.293º;0,2130;776º;4.961º;0,0916;780º;5.080º;0,1199
313520;MG;Januária;791º;5.125º;0,1006;814º;5.226º;0,0589;671º;4.356º;0,2262;426º;2.735º;0,4224;632º;4.146º;0,1669;607º;4.238º;0,2413
313530;MG;Japaraíba;96º;769º;0,9097;252º;1.686º;0,8117;180º;1.420º;0,6393;234º;1.626º;0,6103;99º;757º;0,6342;156º;1.464º;0,6192
313535;MG;Japonvar;458º;3.278º;0,3871;584º;3.529º;0,4661;441º;3.031º;0,3898;190º;1.364º;0,6685;446º;3.045º;0,2653;589º;4.154º;0,2495
313540;MG;Jeceaba;1º;1º;1,0000;1º;1º;1,0000;162º;1.318º;0,6638;1º;1º;1,0000;75º;599º;0,6948;62º;635º;0,8720
313545;MG;Jenipapo de Minas;127º;1.066º;0,8071;686º;4.297º;0,3442;630º;4.172º;0,2504;769º;4.699º;0,1518;648º;4.238º;0,1596;577º;4.085º;0,2585
313550;MG;Jequeri;622º;4.228º;0,2561;213º;1.429º;0,8725;343º;2.418º;0,4750;226º;1.576º;0,6209;131º;1.004º;0,5634;69º;726º;0,8264
313560;MG;Jequitaí;246º;1.905º;0,6135;389º;2.431º;0,6545;737º;4.763º;0,1700;580º;3.526º;0,3162;843º;5.386º;0,0221;726º;4.804º;0,1664
313570;MG;Jequitibá;64º;565º;0,9991;239º;1.581º;0,8341;262º;1.870º;0,5593;386º;2.522º;0,4522;491º;3.324º;0,2376;588º;4.153º;0,2495
313580;MG;Jequitinhonha;588º;4.074º;0,2773;649º;3.972º;0,3981;187º;1.487º;0,6252;614º;3.735º;0,2915;323º;2.395º;0,3337;359º;2.914º;0,3900
313590;MG;Jesuânia;495º;3.484º;0,3614;359º;2.261º;0,6848;789º;5.083º;0,1111;764º;4.678º;0,1552;575º;3.742º;0,2000;764º;5.013º;0,1366
313600;MG;Joaíma;709º;4.761º;0,1746;730º;4.596º;0,2883;612º;4.079º;0,2620;658º;3.959º;0,2611;476º;3.248º;0,2459;487º;3.590º;0,3162
313610;MG;Joanésia;781º;5.102º;0,1060;348º;2.184º;0,7000;152º;1.247º;0,6800;355º;2.363º;0,4779;710º;4.609º;0,1279;778º;5.067º;0,1246
313620;MG;João Monlevade;574º;3.955º;0,2953;402º;2.499º;0,6410;712º;4.608º;0,1932;679º;4.117º;0,2386;577º;3.760º;0,1984;637º;4.389º;0,2259
313630;MG;João Pinheiro;609º;4.167º;0,2643;560º;3.384º;0,4922;618º;4.105º;0,2579;566º;3.443º;0,3281;386º;2.743º;0,2965;397º;3.150º;0,3639
313640;MG;Joaquim Felício;620º;4.220º;0,2565;424º;2.622º;0,6177;720º;4.667º;0,1860;120º;921º;0,8049;429º;2.955º;0,2748;146º;1.367º;0,6419
313650;MG;Jordânia;465º;3.312º;0,3826;807º;5.126º;0,1410;541º;3.705º;0,3080;297º;2.013º;0,5336;160º;1.310º;0,4996;531º;3.807º;0,2920
313652;MG;José Gonçalves de Minas;1º;1º;1,0000;342º;2.152º;0,7083;266º;1.898º;0,5551;591º;3.571º;0,3109;699º;4.542º;0,1338;751º;4.965º;0,1444
313655;MG;José Raydan;724º;4.824º;0,1644;707º;4.449º;0,3148;692º;4.479º;0,2095;537º;3.312º;0,3453;670º;4.376º;0,1480;381º;3.053º;0,3728
313657;MG;Josenópolis;723º;4.819º;0,1654;494º;2.990º;0,5591;489º;3.354º;0,3506;266º;1.852º;0,5639;610º;4.008º;0,1795;784º;5.105º;0,1127
313660;MG;Nova União;608º;4.157º;0,2653;313º;2.008º;0,7429;360º;2.545º;0,4549;301º;2.039º;0,5292;484º;3.284º;0,2418;263º;2.285º;0,4755
313665;MG;Juatuba;725º;4.827º;0,1643;nd;nd;nd;413º;2.839º;0,4163;562º;3.412º;0,3326;270º;1.981º;0,3871;211º;1.865º;0,5399
313670;MG;Juiz de Fora;511º;3.633º;0,3380;448º;2.719º;0,6021;614º;4.087º;0,2603;624º;3.777º;0,2850;623º;4.088º;0,1715;765º;5.014º;0,1363
313680;MG;Juramento;311º;2.302º;0,5365;610º;3.696º;0,4413;366º;2.591º;0,4491;379º;2.489º;0,4564;431º;2.966º;0,2738;268º;2.321º;0,4697
313690;MG;Juruaia;1º;1º;1,0000;373º;2.336º;0,6716;401º;2.773º;0,4235;127º;964º;0,7868;466º;3.172º;0,2541;431º;3.282º;0,3466
313695;MG;Juvenília;553º;3.854º;0,3098;1º;1º;1,0000;409º;2.827º;0,4172;683º;4.148º;0,2349;784º;4.987º;0,0888;610º;4.248º;0,2402
313700;MG;Ladainha;1º;1º;1,0000;1º;1º;1,0000;398º;2.758º;0,4251;316º;2.128º;0,5130;245º;1.807º;0,4121;485º;3.579º;0,3170
313710;MG;Lagamar;160º;1.300º;0,7340;232º;1.538º;0,8443;363º;2.565º;0,4519;522º;3.240º;0,3543;312º;2.311º;0,3446;609º;4.244º;0,2406
313720;MG;Lagoa da Prata;580º;3.991º;0,2902;220º;1.454º;0,8665;1º;1º;1,0000;225º;1.568º;0,6217;315º;2.328º;0,3420;296º;2.522º;0,4391
313730;MG;Lagoa dos Patos;270º;2.065º;0,5799;796º;5.067º;0,1651;705º;4.574º;0,1979;668º;4.037º;0,2501;509º;3.385º;0,2314;749º;4.957º;0,1456
313740;MG;Lagoa Dourada;1º;1º;1,0000;1º;1º;1,0000;193º;1.522º;0,6180;1º;1º;1,0000;103º;792º;0,6245;49º;572º;0,9054
313750;MG;Lagoa Formosa;99º;785º;0,9054;1º;1º;1,0000;179º;1.419º;0,6399;81º;657º;0,9247;86º;667º;0,6665;102º;995º;0,7300
313753;MG;Lagoa Grande;394º;2.914º;0,4372;1º;1º;1,0000;242º;1.749º;0,5775;137º;1.056º;0,7597;194º;1.484º;0,4664;201º;1.750º;0,5605
313760;MG;Lagoa Santa;287º;2.149º;0,5635;408º;2.520º;0,6369;185º;1.467º;0,6294;213º;1.497º;0,6362;82º;652º;0,6716;46º;534º;0,9267
313770;MG;Lajinha;778º;5.091º;0,1080;809º;5.130º;0,1387;639º;4.227º;0,2438;366º;2.426º;0,4664;398º;2.811º;0,2880;529º;3.802º;0,2927
313780;MG;Lambari;534º;3.769º;0,3199;760º;4.745º;0,2560;414º;2.843º;0,4161;354º;2.358º;0,4787;244º;1.802º;0,4124;773º;5.048º;0,1287
313790;MG;Lamim;812º;5.250º;0,0555;nd;nd;nd;362º;2.555º;0,4537;686º;4.165º;0,2332;564º;3.687º;0,2052;60º;628º;0,8749
313800;MG;Laranjal;395º;2.919º;0,4366;495º;2.995º;0,5579;516º;3.503º;0,3318;439º;2.780º;0,4165;447º;3.047º;0,2650;616º;4.275º;0,2368
313810;MG;Lassance;158º;1.286º;0,7368;595º;3.581º;0,4586;285º;2.053º;0,5295;430º;2.746º;0,4208;744º;4.817º;0,1091;471º;3.518º;0,3231
313820;MG;Lavras;613º;4.197º;0,2599;674º;4.208º;0,3604;805º;5.180º;0,0920;714º;4.309º;0,2101;738º;4.783º;0,1117;463º;3.477º;0,3260
313830;MG;Leandro Ferreira;213º;1.692º;0,6508;781º;4.911º;0,2123;548º;3.748º;0,3017;525º;3.252º;0,3529;277º;2.055º;0,3780;451º;3.415º;0,3331
313835;MG;Leme do Prado;748º;4.971º;0,1359;1º;1º;1,0000;557º;3.791º;0,2969;476º;2.976º;0,3894;101º;771º;0,6312;208º;1.849º;0,5422
313840;MG;Leopoldina;377º;2.805º;0,4531;314º;2.013º;0,7418;222º;1.679º;0,5886;239º;1.642º;0,6080;228º;1.706º;0,4288;243º;2.119º;0,4999
313850;MG;Liberdade;634º;4.316º;0,2440;783º;4.929º;0,2078;512º;3.484º;0,3334;691º;4.186º;0,2299;685º;4.423º;0,1437;619º;4.286º;0,2358
313860;MG;Lima Duarte;683º;4.598º;0,2025;195º;1.350º;0,8929;724º;4.677º;0,1845;694º;4.194º;0,2291;366º;2.610º;0,3098;358º;2.907º;0,3908
313862;MG;Limeira do Oeste;283º;2.111º;0,5708;1º;1º;1,0000;nd;nd;nd;273º;1.890º;0,5568;416º;2.904º;0,2798;95º;941º;0,7490
313865;MG;Lontra;313º;2.304º;0,5364;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;557º;3.628º;0,2104;659º;4.494º;0,2120
313867;MG;Luisburgo;561º;3.879º;0,3063;432º;2.645º;0,6133;356º;2.496º;0,4613;64º;547º;0,9949;1º;1º;1,0000;170º;1.552º;0,5981
313868;MG;Luislândia;192º;1.553º;0,6770;265º;1.750º;0,7979;330º;2.322º;0,4874;191º;1.386º;0,6642;829º;5.317º;0,0388;652º;4.460º;0,2167
313870;MG;Luminárias;281º;2.102º;0,5731;656º;4.077º;0,3807;520º;3.543º;0,3271;1º;1º;1,0000;782º;4.981º;0,0895;424º;3.263º;0,3496
313880;MG;Luz;1º;1º;1,0000;458º;2.784º;0,5918;133º;1.108º;0,7182;274º;1.896º;0,5560;129º;984º;0,5693;252º;2.193º;0,4869
313890;MG;Machacalis;428º;3.144º;0,4053;667º;4.164º;0,3689;nd;nd;nd;338º;2.256º;0,4931;479º;3.257º;0,2448;130º;1.258º;0,6621
313900;MG;Machado;82º;674º;0,9465;437º;2.687º;0,6065;338º;2.387º;0,4794;697º;4.222º;0,2251;345º;2.514º;0,3208;288º;2.442º;0,4508
313910;MG;Madre de Deus de Minas;129º;1.071º;0,8042;752º;4.700º;0,2658;395º;2.725º;0,4299;527º;3.259º;0,3521;810º;5.144º;0,0693;377º;3.000º;0,3788
313920;MG;Malacacheta;423º;3.110º;0,4106;1º;1º;1,0000;211º;1.605º;0,6015;1º;1º;1,0000;301º;2.226º;0,3555;356º;2.905º;0,3909
313925;MG;Mamonas;1º;1º;1,0000;1º;1º;1,0000;391º;2.704º;0,4328;118º;903º;0,8101;381º;2.700º;0,3001;37º;436º;0,9908
313930;MG;Manga;412º;3.045º;0,4196;790º;5.030º;0,1745;172º;1.391º;0,6458;1º;1º;1,0000;170º;1.370º;0,4859;353º;2.884º;0,3928
313940;MG;Manhuaçu;669º;4.518º;0,2144;662º;4.126º;0,3740;646º;4.269º;0,2387;729º;4.434º;0,1917;499º;3.348º;0,2353;138º;1.338º;0,6482
313950;MG;Manhumirim;259º;2.025º;0,5888;791º;5.033º;0,1734;453º;3.112º;0,3808;761º;4.669º;0,1577;nd;nd;nd;nd;nd;nd
313960;MG;Mantena;529º;3.738º;0,3234;403º;2.505º;0,6393;422º;2.920º;0,4052;166º;1.225º;0,7024;123º;930º;0,5841;444º;3.367º;0,3385
313970;MG;Maravilhas;236º;1.831º;0,6290;180º;1.290º;0,9087;208º;1.589º;0,6053;1º;1º;1,0000;393º;2.782º;0,2913;87º;868º;0,7739
313980;MG;Mar de Espanha;nd;nd;nd;nd;nd;nd;415º;2.848º;0,4153;205º;1.447º;0,6479;111º;839º;0,6074;133º;1.313º;0,6511
313990;MG;Maria da Fé;86º;693º;0,9363;250º;1.673º;0,8139;267º;1.907º;0,5539;592º;3.577º;0,3104;132º;1.012º;0,5622;228º;1.968º;0,5238
314000;MG;Mariana;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;542º;3.343º;0,3414;773º;4.956º;0,0927;742º;4.887º;0,1537
314010;MG;Marilac;203º;1.636º;0,6624;1º;1º;1,0000;503º;3.426º;0,3405;1º;1º;1,0000;41º;334º;0,8336;561º;3.999º;0,2687
314015;MG;Mário Campos;612º;4.189º;0,2609;364º;2.303º;0,6773;124º;1.068º;0,7308;299º;2.034º;0,5297;518º;3.425º;0,2286;640º;4.409º;0,2241
314020;MG;Maripá de Minas;638º;4.339º;0,2408;528º;3.209º;0,5227;523º;3.568º;0,3242;203º;1.442º;0,6495;138º;1.070º;0,5500;733º;4.839º;0,1609
314030;MG;Marliéria;548º;3.837º;0,3122;508º;3.084º;0,5428;799º;5.150º;0,0995;754º;4.595º;0,1704;225º;1.703º;0,4293;412º;3.223º;0,3544
314040;MG;Marmelópolis;106º;844º;0,8830;1º;1º;1,0000;688º;4.460º;0,2127;431º;2.756º;0,4194;369º;2.631º;0,3071;483º;3.565º;0,3184
314050;MG;Martinho Campos;77º;632º;0,9641;276º;1.789º;0,7928;286º;2.070º;0,5265;1º;1º;1,0000;606º;3.981º;0,1818;163º;1.517º;0,6078
314053;MG;Martins Soares;619º;4.219º;0,2565;1º;1º;1,0000;205º;1.569º;0,6090;618º;3.755º;0,2876;563º;3.669º;0,2069;314º;2.644º;0,4234
314055;MG;Mata Verde;708º;4.757º;0,1752;352º;2.223º;0,6923;442º;3.044º;0,3888;484º;3.014º;0,3847;621º;4.060º;0,1742;747º;4.939º;0,1474
314060;MG;Materlândia;397º;2.930º;0,4349;451º;2.735º;0,5997;393º;2.709º;0,4323;394º;2.575º;0,4442;757º;4.897º;0,0992;799º;5.178º;0,0969
314070;MG;Mateus Leme;262º;2.034º;0,5868;421º;2.606º;0,6212;582º;3.931º;0,2801;752º;4.562º;0,1756;672º;4.379º;0,1478;417º;3.243º;0,3522
314080;MG;Matias Barbosa;688º;4.629º;0,1972;652º;4.013º;0,3922;733º;4.744º;0,1727;576º;3.480º;0,3230;146º;1.167º;0,5303;176º;1.581º;0,5930
314085;MG;Matias Cardoso;462º;3.298º;0,3843;699º;4.386º;0,3274;450º;3.089º;0,3830;461º;2.891º;0,3992;457º;3.115º;0,2588;203º;1.762º;0,5574
314090;MG;Matipó;200º;1.607º;0,6693;221º;1.469º;0,8608;1º;1º;1,0000;99º;753º;0,8770;504º;3.363º;0,2337;448º;3.378º;0,3370
314100;MG;Mato Verde;362º;2.696º;0,4691;346º;2.166º;0,7031;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
314110;MG;Matozinhos;716º;4.789º;0,1699;621º;3.778º;0,4275;404º;2.789º;0,4215;149º;1.110º;0,7417;201º;1.519º;0,4604;nd;nd;nd
314120;MG;Matutina;379º;2.810º;0,4525;322º;2.042º;0,7356;116º;1.015º;0,7416;666º;4.031º;0,2509;192º;1.478º;0,4669;422º;3.258º;0,3500
314130;MG;Medeiros;455º;3.273º;0,3885;467º;2.817º;0,5853;623º;4.123º;0,2557;808º;4.941º;0,1061;742º;4.797º;0,1105;344º;2.853º;0,3963
314140;MG;Medina;225º;1.748º;0,6419;676º;4.211º;0,3597;617º;4.104º;0,2580;313º;2.124º;0,5137;1º;1º;1,0000;159º;1.485º;0,6149
314150;MG;Mendes Pimentel;154º;1.264º;0,7451;470º;2.827º;0,5839;706º;4.577º;0,1972;376º;2.483º;0,4574;118º;895º;0,5948;128º;1.249º;0,6637
314160;MG;Mercês;153º;1.232º;0,7557;385º;2.413º;0,6567;1º;1º;1,0000;1º;1º;1,0000;25º;212º;0,9499;267º;2.313º;0,4709
314170;MG;Mesquita;343º;2.518º;0,4978;237º;1.563º;0,8378;1º;1º;1,0000;612º;3.724º;0,2933;532º;3.487º;0,2225;42º;499º;0,9487
314180;MG;Minas Novas;254º;1.976º;0,5983;588º;3.544º;0,4639;312º;2.240º;0,4987;521º;3.237º;0,3550;406º;2.845º;0,2843;322º;2.716º;0,4141
314190;MG;Minduri;607º;4.155º;0,2655;763º;4.774º;0,2512;464º;3.223º;0,3676;415º;2.685º;0,4283;658º;4.297º;0,1548;396º;3.144º;0,3646
314200;MG;Mirabela;647º;4.418º;0,2287;650º;3.986º;0,3960;432º;2.972º;0,3987;1º;1º;1,0000;529º;3.478º;0,2234;636º;4.387º;0,2261
314210;MG;Miradouro;517º;3.654º;0,3353;449º;2.729º;0,6009;72º;615º;0,9010;87º;688º;0,9115;122º;910º;0,5893;70º;727º;0,8260
314220;MG;Miraí;488º;3.448º;0,3664;nd;nd;nd;435º;2.984º;0,3967;742º;4.490º;0,1848;78º;627º;0,6821;512º;3.720º;0,3009
314225;MG;Miravânia;434º;3.167º;0,4019;281º;1.815º;0,7878;566º;3.870º;0,2871;364º;2.415º;0,4681;494º;3.332º;0,2366;558º;3.984º;0,2701
314230;MG;Moeda;nd;nd;nd;nd;nd;nd;60º;528º;0,9465;202º;1.440º;0,6498;758º;4.900º;0,0990;496º;3.639º;0,3106
314240;MG;Moema;601º;4.137º;0,2675;1º;1º;1,0000;466º;3.233º;0,3654;107º;822º;0,8478;106º;803º;0,6217;205º;1.789º;0,5513
314250;MG;Monjolos;755º;4.997º;0,1302;1º;1º;1,0000;513º;3.491º;0,3327;252º;1.726º;0,5884;412º;2.885º;0,2811;41º;488º;0,9599
314260;MG;Monsenhor Paulo;717º;4.793º;0,1692;734º;4.603º;0,2865;540º;3.701º;0,3083;133º;1.000º;0,7768;185º;1.454º;0,4727;224º;1.935º;0,5295
314270;MG;Montalvânia;681º;4.590º;0,2039;576º;3.481º;0,4754;70º;601º;0,9088;83º;668º;0,9194;389º;2.764º;0,2939;576º;4.084º;0,2585
314280;MG;Monte Alegre de Minas;85º;689º;0,9384;522º;3.186º;0,5272;531º;3.625º;0,3175;363º;2.408º;0,4695;329º;2.423º;0,3310;330º;2.772º;0,4061
314290;MG;Monte Azul;1º;1º;1,0000;540º;3.283º;0,5093;147º;1.205º;0,6921;241º;1.651º;0,6056;601º;3.961º;0,1830;755º;4.978º;0,1421
314300;MG;Monte Belo;392º;2.902º;0,4397;468º;2.824º;0,5843;808º;5.191º;0,0894;675º;4.079º;0,2450;511º;3.393º;0,2308;144º;1.361º;0,6435
314310;MG;Monte Carmelo;432º;3.164º;0,4023;716º;4.501º;0,3043;608º;4.063º;0,2636;314º;2.125º;0,5135;686º;4.428º;0,1433;275º;2.348º;0,4651
314315;MG;Monte Formoso;nd;nd;nd;775º;4.863º;0,2252;837º;5.334º;0,0111;763º;4.675º;0,1557;614º;4.018º;0,1792;680º;4.602º;0,1980
314320;MG;Monte Santo de Minas;340º;2.495º;0,5019;443º;2.698º;0,6054;213º;1.617º;0,6000;536º;3.305º;0,3463;110º;823º;0,6146;277º;2.352º;0,4644
314330;MG;Montes Claros;523º;3.703º;0,3273;647º;3.966º;0,3993;233º;1.715º;0,5827;230º;1.596º;0,6166;465º;3.160º;0,2552;533º;3.812º;0,2914
314340;MG;Monte Sião;404º;2.986º;0,4278;704º;4.426º;0,3204;494º;3.381º;0,3478;320º;2.174º;0,5057;283º;2.104º;0,3715;660º;4.496º;0,2119
314345;MG;Montezuma;1º;1º;1,0000;1º;1º;1,0000;390º;2.700º;0,4331;839º;5.189º;0,0383;154º;1.244º;0,5124;366º;2.938º;0,3878
314350;MG;Morada Nova de Minas;228º;1.771º;0,6376;720º;4.525º;0,3005;648º;4.276º;0,2371;672º;4.065º;0,2466;643º;4.209º;0,1618;785º;5.112º;0,1115
314360;MG;Morro da Garça;383º;2.828º;0,4490;171º;1.244º;0,9220;101º;839º;0,8044;526º;3.256º;0,3525;1º;1º;1,0000;113º;1.075º;0,7062
314370;MG;Morro do Pilar;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;834º;5.166º;0,0475;296º;2.207º;0,3583;1º;1º;1,0000
314380;MG;Munhoz;1º;1º;1,0000;1º;1º;1,0000;65º;575º;0,9218;153º;1.124º;0,7388;50º;396º;0,7973;1º;1º;1,0000
314390;MG;Muriaé;136º;1.105º;0,7926;168º;1.234º;0,9258;140º;1.177º;0,6986;432º;2.757º;0,4194;794º;5.074º;0,0785;572º;4.060º;0,2612
314400;MG;Mutum;277º;2.090º;0,5750;312º;2.006º;0,7432;64º;564º;0,9266;113º;877º;0,8211;61º;486º;0,7457;50º;581º;0,8984
314410;MG;Muzambinho;758º;5.014º;0,1262;810º;5.147º;0,1309;668º;4.352º;0,2271;nd;nd;nd;598º;3.941º;0,1845;414º;3.231º;0,3540
314420;MG;Nacip Raydan;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;75º;627º;0,9369;313º;2.313º;0,3444;686º;4.646º;0,1912
314430;MG;Nanuque;764º;5.052º;0,1165;nd;nd;nd;825º;5.260º;0,0599;323º;2.187º;0,5035;608º;4.001º;0,1802;793º;5.148º;0,1040
314435;MG;Naque;306º;2.245º;0,5496;581º;3.520º;0,4683;484º;3.338º;0,3524;236º;1.633º;0,6093;474º;3.243º;0,2461;752º;4.971º;0,1435
314437;MG;Natalândia;602º;4.140º;0,2671;1º;1º;1,0000;620º;4.107º;0,2578;584º;3.534º;0,3153;279º;2.078º;0,3736;507º;3.696º;0,3044
314440;MG;Natércia;565º;3.892º;0,3043;714º;4.490º;0,3065;443º;3.047º;0,3886;173º;1.261º;0,6948;34º;265º;0,8880;1º;1º;1,0000
314450;MG;Nazareno;291º;2.166º;0,5609;177º;1.269º;0,9145;340º;2.391º;0,4789;129º;983º;0,7819;150º;1.210º;0,5214;450º;3.406º;0,3342
314460;MG;Nepomuceno;84º;683º;0,9408;636º;3.905º;0,4080;545º;3.730º;0,3045;485º;3.018º;0,3838;500º;3.353º;0,2347;349º;2.873º;0,3940
314465;MG;Ninheira;1º;1º;1,0000;367º;2.312º;0,6758;320º;2.265º;0,4954;218º;1.516º;0,6336;58º;454º;0,7613;492º;3.612º;0,3142
314467;MG;Nova Belém;1º;1º;1,0000;nd;nd;nd;1º;1º;1,0000;98º;747º;0,8785;1º;1º;1,0000;1º;1º;1,0000
314470;MG;Nova Era;146º;1.197º;0,7645;413º;2.543º;0,6323;559º;3.799º;0,2952;765º;4.683º;0,1543;634º;4.164º;0,1658;517º;3.736º;0,2994
314480;MG;Nova Lima;229º;1.795º;0,6331;1º;1º;1,0000;593º;3.984º;0,2735;795º;4.841º;0,1273;571º;3.722º;0,2016;601º;4.218º;0,2436
314490;MG;Nova Módica;752º;4.985º;0,1326;169º;1.238º;0,9241;778º;5.043º;0,1209;483º;3.006º;0,3855;nd;nd;nd;35º;425º;0,9971
314500;MG;Nova Ponte;102º;818º;0,8937;344º;2.159º;0,7047;762º;4.924º;0,1444;223º;1.561º;0,6234;487º;3.295º;0,2410;669º;4.559º;0,2030
314505;MG;Nova Porteirinha;796º;5.147º;0,0927;743º;4.643º;0,2772;476º;3.301º;0,3562;737º;4.470º;0,1864;319º;2.371º;0,3374;569º;4.038º;0,2629
314510;MG;Nova Resende;292º;2.171º;0,5600;396º;2.456º;0,6503;387º;2.691º;0,4348;264º;1.831º;0,5672;153º;1.240º;0,5133;250º;2.178º;0,4900
314520;MG;Nova Serrana;400º;2.947º;0,4321;762º;4.755º;0,2543;747º;4.824º;0,1604;690º;4.183º;0,2304;694º;4.491º;0,1388;670º;4.560º;0,2028
314530;MG;Novo Cruzeiro;221º;1.732º;0,6447;455º;2.755º;0,5964;126º;1.071º;0,7295;94º;731º;0,8883;1º;1º;1,0000;59º;626º;0,8757
314535;MG;Novo Oriente de Minas;386º;2.855º;0,4452;285º;1.848º;0,7783;710º;4.599º;0,1944;311º;2.108º;0,5170;820º;5.227º;0,0556;728º;4.813º;0,1659
314537;MG;Novorizonte;170º;1.411º;0,7074;242º;1.596º;0,8300;117º;1.023º;0,7397;1º;1º;1,0000;72º;542º;0,7180;103º;997º;0,7295
314540;MG;Olaria;485º;3.390º;0,3734;201º;1.368º;0,8906;794º;5.122º;0,1038;546º;3.356º;0,3395;679º;4.399º;0,1458;88º;876º;0,7700
314545;MG;Olhos-d'Água;765º;5.053º;0,1164;693º;4.346º;0,3335;564º;3.859º;0,2886;543º;3.344º;0,3412;346º;2.516º;0,3206;99º;981º;0,7346
314550;MG;Olímpio Noronha;335º;2.450º;0,5096;1º;1º;1,0000;368º;2.606º;0,4477;361º;2.391º;0,4723;280º;2.090º;0,3728;505º;3.690º;0,3054
314560;MG;Oliveira;356º;2.627º;0,4803;434º;2.659º;0,6112;474º;3.288º;0,3573;730º;4.439º;0,1905;161º;1.314º;0,4983;1º;1º;1,0000
314570;MG;Oliveira Fortes;nd;nd;nd;351º;2.216º;0,6934;785º;5.072º;0,1143;674º;4.073º;0,2454;298º;2.215º;0,3570;nd;nd;nd
314580;MG;Onça de Pitangui;519º;3.686º;0,3298;217º;1.449º;0,8674;713º;4.620º;0,1922;456º;2.855º;0,4045;497º;3.346º;0,2353;643º;4.421º;0,2230
314585;MG;Oratórios;658º;4.484º;0,2187;nd;nd;nd;768º;4.979º;0,1346;482º;2.997º;0,3867;552º;3.592º;0,2134;78º;814º;0,7933
314587;MG;Orizânia;453º;3.261º;0,3895;1º;1º;1,0000;437º;3.008º;0,3924;743º;4.498º;0,1835;250º;1.829º;0,4089;667º;4.538º;0,2055
314590;MG;Ouro Branco;499º;3.527º;0,3544;642º;3.947º;0,4018;553º;3.777º;0,2981;436º;2.770º;0,4180;753º;4.858º;0,1036;735º;4.852º;0,1594
314600;MG;Ouro Fino;67º;574º;0,9941;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
314610;MG;Ouro Preto;159º;1.291º;0,7348;212º;1.411º;0,8776;347º;2.432º;0,4716;667º;4.036º;0,2501;813º;5.158º;0,0678;768º;5.018º;0,1350
314620;MG;Ouro Verde de Minas;568º;3.921º;0,3008;1º;1º;1,0000;386º;2.690º;0,4349;756º;4.612º;0,1670;802º;5.106º;0,0739;206º;1.811º;0,5482
314625;MG;Padre Carvalho;576º;3.961º;0,2945;433º;2.653º;0,6120;740º;4.776º;0,1676;86º;684º;0,9138;825º;5.273º;0,0473;63º;642º;0,8678
314630;MG;Padre Paraíso;310º;2.287º;0,5401;517º;3.150º;0,5321;419º;2.900º;0,4070;506º;3.162º;0,3643;752º;4.854º;0,1039;409º;3.212º;0,3556
314640;MG;Paineiras;699º;4.716º;0,1824;325º;2.052º;0,7330;811º;5.196º;0,0887;826º;5.108º;0,0647;541º;3.535º;0,2183;772º;5.031º;0,1323
314650;MG;Pains;302º;2.227º;0,5518;607º;3.679º;0,4434;365º;2.579º;0,4504;257º;1.775º;0,5786;83º;653º;0,6713;185º;1.630º;0,5828
314655;MG;Pai Pedro;180º;1.477º;0,6905;178º;1.277º;0,9127;379º;2.660º;0,4397;678º;4.112º;0,2399;508º;3.381º;0,2320;708º;4.749º;0,1765
314660;MG;Paiva;496º;3.492º;0,3598;769º;4.812º;0,2397;518º;3.521º;0,3297;766º;4.685º;0,1542;665º;4.352º;0,1506;302º;2.561º;0,4343
314670;MG;Palma;171º;1.413º;0,7069;1º;1º;1,0000;169º;1.376º;0,6488;215º;1.500º;0,6353;830º;5.319º;0,0383;665º;4.520º;0,2070
314675;MG;Palmópolis;535º;3.770º;0,3198;735º;4.611º;0,2837;308º;2.204º;0,5041;557º;3.396º;0,3341;102º;783º;0,6269;419º;3.253º;0,3508
314690;MG;Papagaios;721º;4.804º;0,1683;558º;3.373º;0,4942;495º;3.399º;0,3447;524º;3.247º;0,3536;54º;429º;0,7740;430º;3.277º;0,3471
314700;MG;Paracatu;474º;3.346º;0,3781;597º;3.592º;0,4573;352º;2.458º;0,4689;573º;3.471º;0,3244;682º;4.418º;0,1444;426º;3.265º;0,3495
