Ano,ID BRA,Renda Mensal Total,Total de Empregos,Total de Estabelecimentos,Renda Mensal Média,Média de idade,Diversidade de Atividades,Diversidade Efetiva de Atividades,Diversidade de Ocupações,Diversidade Efetiva de Ocupações,Crescimento Nominal dos Salários (1 ano),Crescimento Nominal dos Salários (5 anos),Crescimento Nominal dos Empregos (1 ano),Crescimento Nominal dos Empregos (5 anos),Índice de Gini
2005,1ac000000,1926073.740,3699,368,520.700,33.746,99,23.248,156,32.640,0.249,,0.179,,0.323
2005,1ac000001,244866.180,401,15,610.640,35.299,10,1.733,23,8.255,0.593,,0.329,,0.345
2005,1ac000002,228803.220,432,3,529.640,32.532,2,1.042,25,6.899,0.148,,0.077,,0.255
2005,1ac000003,79926.440,165,4,484.400,37.485,3,1.077,18,6.496,44.528,,32.000,,0.182
2005,1ac000004,163402.930,287,5,569.350,36.331,4,1.149,14,4.828,0.419,,0.421,,0.244
2005,1ac000100,568986.450,979,74,581.190,36.005,36,4.846,78,21.305,0.400,,0.140,,0.348
2005,1ac000101,738.750,2,1,369.380,29.000,1,1.000,1,1.000,0.201,,0.000,,
2005,1ac000102,749924.870,1220,103,614.690,34.880,38,5.181,58,13.615,0.129,,0.015,,0.339
2005,1ac010000,134626.420,190,15,708.560,37.737,13,3.252,30,6.985,0.122,,-0.152,,0.307
2005,1ac010001,348299.100,764,102,455.890,34.096,42,8.822,63,21.203,0.270,,0.155,,0.245
2005,1ac010002,431726.360,840,81,513.960,31.506,32,5.923,64,22.984,0.087,,-0.004,,0.302
2005,1ac010003,186182.990,372,52,500.490,32.570,23,8.162,36,11.520,-0.312,,-0.290,,0.345
2005,1ac010100,307554.100,542,43,567.440,32.249,24,6.599,56,19.177,0.130,,-0.108,,0.280
2005,1ac010101,240186.370,442,30,543.410,34.726,10,3.396,40,14.562,0.369,,0.208,,0.297
2005,1ac010102,222178.620,388,21,572.630,32.680,12,2.843,43,15.519,0.162,,0.062,,0.250
2005,1ac010103,346200.610,639,63,541.790,34.274,26,4.388,53,12.911,0.232,,0.055,,0.278
2005,1ac010104,163226.640,289,23,564.800,33.758,13,3.950,44,17.872,0.620,,0.410,,0.222
