Tabela 1301 - Área e Densidade demográfica da unidade territorial;;;
Variável - Densidade demográfica da unidade territorial (Habitante por quilômetro quadrado);;;
Nível;Cód.;Município;Ano
MU;3514205;Dolcinópolis (SP);26,76
MU;3514304;Dourado (SP);41,82
MU;3514403;Dracena (SP);88,64
MU;3514502;Duartina (SP);46,31
MU;3514601;Dumont (SP);73,19
MU;3514700;Echaporã (SP);12,26
MU;3514809;Eldorado (SP);8,85
MU;3514908;Elias Fausto (SP);77,83
MU;3514924;Elisiário (SP);33,2
MU;3514957;Embaúba (SP);29,15
MU;3515004;Embu das Artes (SP);3412,5
MU;3515103;Embu-Guaçu (SP);405,11
MU;3515129;Emilianópolis (SP);13,45
MU;3515152;Engenheiro Coelho (SP);142,99
MU;3515186;Espírito Santo do Pinhal (SP);107,61
MU;3515194;Espírito Santo do Turvo (SP);21,92
MU;3515202;Estrela d'Oeste (SP);27,69
MU;3515301;Estrela do Norte (SP);10,09
MU;3515350;Euclides da Cunha Paulista (SP);16,66
MU;3515400;Fartura (SP);35,7
MU;3515509;Fernandópolis (SP);117,62
MU;3515608;Fernando Prestes (SP);32,43
MU;3515657;Fernão (SP);15,51
MU;3515707;Ferraz de Vasconcelos (SP);5624,82
MU;3515806;Flora Rica (SP);7,78
MU;3515905;Floreal (SP);14,7
MU;3516002;Flórida Paulista (SP);24,47
MU;3516101;Florínea (SP);12,54
MU;3516200;Franca (SP);526,09
MU;3516309;Francisco Morato (SP);3130,45
MU;3516408;Franco da Rocha (SP);981,28
MU;3516507;Gabriel Monteiro (SP);19,55
MU;3516606;Gália (SP);19,69
MU;3516705;Garça (SP);77,6
MU;3516804;Gastão Vidigal (SP);23,17
MU;3516853;Gavião Peixoto (SP);18,13
MU;3516903;General Salgado (SP);21,63
MU;3517000;Getulina (SP);15,86
MU;3517109;Glicério (SP);16,69
MU;3517208;Guaiçara (SP);39,48
MU;3517307;Guaimbê (SP);24,88
MU;3517406;Guaíra (SP);29,72
MU;3517505;Guapiaçu (SP);54,81
MU;3517604;Guapiara (SP);44,08
MU;3517703;Guará (SP);54,78
MU;3517802;Guaraçaí (SP);14,8
MU;3517901;Guaraci (SP);15,55
MU;3518008;Guarani d'Oeste (SP);23,03
MU;3518107;Guarantã (SP);13,89
MU;3518206;Guararapes (SP);31,99
MU;3518305;Guararema (SP);95,5
MU;3518404;Guaratinguetá (SP);148,95
MU;3518503;Guareí (SP);25,72
MU;3518602;Guariba (SP);131,29
MU;3518701;Guarujá (SP);2034,91
MU;3518800;Guarulhos (SP);3828,36
MU;3518859;Guatapará (SP);16,86
MU;3518909;Guzolândia (SP);18,86
MU;3519006;Herculândia (SP);23,85
MU;3519055;Holambra (SP);172,3
MU;3519071;Hortolândia (SP);3082,92
MU;3519105;Iacanga (SP);18,29
MU;3519204;Iacri (SP);19,9
MU;3519253;Iaras (SP);15,89
MU;3519303;Ibaté (SP);105,74
MU;3519402;Ibirá (SP);40,07
MU;3519501;Ibirarema (SP);29,45
MU;3519600;Ibitinga (SP);77,12
MU;3519709;Ibiúna (SP);67,34
MU;3519808;Icém (SP);20,58
MU;3519907;Iepê (SP);12,81
MU;3520004;Igaraçu do Tietê (SP);239,07
MU;3520103;Igarapava (SP);59,7
MU;3520202;Igaratá (SP);30,14
MU;3520301;Iguape (SP);14,59
MU;3520400;Ilhabela (SP);81,13
MU;3520426;Ilha Comprida (SP);47,9
MU;3520442;Ilha Solteira (SP);38,19
MU;3520509;Indaiatuba (SP);647,54
MU;3520608;Indiana (SP);38,1
MU;3520707;Indiaporã (SP);13,96
MU;3520806;Inúbia Paulista (SP);41,53
MU;3520905;Ipaussu (SP);65,17
MU;3521002;Iperó (SP);166,42
MU;3521101;Ipeúna (SP);31,66
MU;3521150;Ipiguá (SP);32,62
MU;3521200;Iporanga (SP);3,73
MU;3521309;Ipuã (SP);30,37
MU;3521408;Iracemápolis (SP);173,99
MU;3521507;Irapuã (SP);28,21
MU;3521606;Irapuru (SP);36,24
MU;3521705;Itaberá (SP);16,5
MU;3521804;Itaí (SP);21,61
MU;3521903;Itajobi (SP);28,99
MU;3522000;Itaju (SP);14,12
MU;3522109;Itanhaém (SP);145,2
MU;3522158;Itaoca (SP);17,64
MU;3522208;Itapecerica da Serra (SP);1015,41
MU;3522307;Itapetininga (SP);80,65
MU;3522406;Itapeva (SP);48,05
MU;3522505;Itapevi (SP);2415,79
MU;3522604;Itapira (SP);132,21
MU;3522653;Itapirapuã Paulista (SP);9,55
MU;3522703;Itápolis (SP);40,18
MU;3522802;Itaporanga (SP);28,66
MU;3522901;Itapuí (SP);86,46
MU;3523008;Itapura (SP);14,46
MU;3523107;Itaquaquecetuba (SP);3877,73
MU;3523206;Itararé (SP);47,76
MU;3523305;Itariri (SP);56,5
MU;3523404;Itatiba (SP);314,92
MU;3523503;Itatinga (SP);18,42
MU;3523602;Itirapina (SP);27,52
MU;3523701;Itirapuã (SP);36,71
MU;3523800;Itobi (SP);54,2
MU;3523909;Itu (SP);240,57
MU;3524006;Itupeva (SP);223,46
MU;3524105;Ituverava (SP);54,87
MU;3524204;Jaborandi (SP);24,11
MU;3524303;Jaboticabal (SP);101,42
MU;3524402;Jacareí (SP);459,48
MU;3524501;Jaci (SP);38,87
MU;3524600;Jacupiranga (SP);24,44
MU;3524709;Jaguariúna (SP);312,56
MU;3524808;Jales (SP);127,57
MU;3524907;Jambeiro (SP);29,03
MU;3525003;Jandira (SP);6124,59
MU;3525102;Jardinópolis (SP);74,95
MU;3525201;Jarinu (SP);114,85
MU;3525300;Jaú (SP);191,09
MU;3525409;Jeriquara (SP);22,26
MU;3525508;Joanópolis (SP);31,37
MU;3525607;João Ramalho (SP);9,99
MU;3525706;José Bonifácio (SP);38,1
MU;3525805;Júlio Mesquita (SP);34,55
MU;3525854;Jumirim (SP);49,36
MU;3525904;Jundiaí (SP);857,77
MU;3526001;Junqueirópolis (SP);32,12
MU;3526100;Juquiá (SP);23,41
MU;3526209;Juquitiba (SP);55,04
MU;3526308;Lagoinha (SP);18,95
MU;3526407;Laranjal Paulista (SP);65,75
MU;3526506;Lavínia (SP);16,33
MU;3526605;Lavrinhas (SP);39,45
MU;3526704;Leme (SP);227,75
MU;3526803;Lençóis Paulista (SP);75,88
MU;3526902;Limeira (SP);475,08
MU;3527009;Lindóia (SP);137,67
MU;3527108;Lins (SP);125,27
MU;3527207;Lorena (SP);199,19
MU;3527256;Lourdes (SP);18,71
MU;3527306;Louveira (SP);673,37
MU;3527405;Lucélia (SP);63,16
MU;3527504;Lucianópolis (SP);11,85
MU;3527603;Luís Antônio (SP);18,86
MU;3527702;Luiziânia (SP);30,2
MU;3527801;Lupércio (SP);28,18
MU;3527900;Lutécia (SP);5,71
MU;3528007;Macatuba (SP);72,19
MU;3528106;Macaubal (SP);30,88
MU;3528205;Macedônia (SP);11,18
MU;3528304;Magda (SP);10,27
MU;3528403;Mairinque (SP);206,18
MU;3528502;Mairiporã (SP);252,25
MU;3528601;Manduri (SP);39,26
MU;3528700;Marabá Paulista (SP);5,24
MU;3528809;Maracaí (SP);24,97
MU;3528858;Marapoama (SP);23,66
MU;3528908;Mariápolis (SP);21,07
MU;3529005;Marília (SP);185,21
MU;3529104;Marinópolis (SP);27,15
MU;3529203;Martinópolis (SP);19,33
MU;3529302;Matão (SP);146,3
MU;3529401;Mauá (SP);6803,54
MU;3529500;Mendonça (SP);23,79
MU;3529609;Meridiano (SP);16,82
MU;3529658;Mesópolis (SP);12,67
MU;3529708;Miguelópolis (SP);24,88
MU;3529807;Mineiros do Tietê (SP);56,45
MU;3529906;Miracatu (SP);20,56
MU;3530003;Mira Estrela (SP);13,01
MU;3530102;Mirandópolis (SP);29,91
MU;3530201;Mirante do Paranapanema (SP);13,77
MU;3530300;Mirassol (SP);221,22
MU;3530409;Mirassolândia (SP);25,85
MU;3530508;Mococa (SP);77,55
MU;3530607;Mogi das Cruzes (SP);543,65
MU;3530706;Mogi Guaçu (SP);168,98
MU;3530805;Mogi Mirim (SP);173,78
MU;3530904;Mombuca (SP);24,43
MU;3531001;Monções (SP);20,45
MU;3531100;Mongaguá (SP);325,72
MU;3531209;Monte Alegre do Sul (SP);64,84
MU;3531308;Monte Alto (SP);134,61
MU;3531407;Monte Aprazível (SP);43,76
MU;3531506;Monte Azul Paulista (SP);71,86
MU;3531605;Monte Castelo (SP);17,47
MU;3531704;Monteiro Lobato (SP);12,36
MU;3531803;Monte Mor (SP);203,55
MU;3531902;Morro Agudo (SP);20,97
MU;3532009;Morungaba (SP);80,14
MU;3532058;Motuca (SP);18,76
MU;3532108;Murutinga do Sul (SP);16,69
MU;3532157;Nantes (SP);9,46
MU;3532207;Narandiba (SP);11,98
MU;3532306;Natividade da Serra (SP);8,01
MU;3532405;Nazaré Paulista (SP);50,36
MU;3532504;Neves Paulista (SP);40,18
MU;3532603;Nhandeara (SP);24,61
MU;3532702;Nipoã (SP);31,01
MU;3532801;Nova Aliança (SP);27,11
MU;3532827;Nova Campina (SP);22,1
MU;3532843;Nova Canaã Paulista (SP);16,99
MU;3532868;Nova Castilho (SP);6,14
MU;3532900;Nova Europa (SP);58
MU;3533007;Nova Granada (SP);36,06
MU;3533106;Nova Guataporanga (SP);63,81
MU;3533205;Nova Independência (SP);11,54
MU;3533254;Novais (SP);38,99
MU;3533304;Nova Luzitânia (SP);46,46
MU;3533403;Nova Odessa (SP);694,34
MU;3533502;Novo Horizonte (SP);39,28
MU;3533601;Nuporanga (SP);19,57
MU;3533700;Ocauçu (SP);13,86
MU;3533809;Óleo (SP);13,49
MU;3533908;Olímpia (SP);62,32
MU;3534005;Onda Verde (SP);15,98
MU;3534104;Oriente (SP);27,89
MU;3534203;Orindiúva (SP);22,87
MU;3534302;Orlândia (SP);136,34
MU;3534401;Osasco (SP);10411,79
MU;3534500;Oscar Bressane (SP);11,46
MU;3534609;Osvaldo Cruz (SP);124,47
MU;3534708;Ourinhos (SP);347,78
MU;3534757;Ouroeste (SP);29,1
MU;3534807;Ouro Verde (SP);29,15
MU;3534906;Pacaembu (SP);39,07
MU;3535002;Palestina (SP);15,89
MU;3535101;Palmares Paulista (SP);133,14
MU;3535200;Palmeira d'Oeste (SP);30,02
MU;3535309;Palmital (SP);38,67
MU;3535408;Panorama (SP);40,93
MU;3535507;Paraguaçu Paulista (SP);42,28
MU;3535606;Paraibuna (SP);21,48
MU;3535705;Paraíso (SP);37,85
MU;3535804;Paranapanema (SP);17,48
MU;3535903;Paranapuã (SP);27,16
MU;3536000;Parapuã (SP);29,65
MU;3536109;Pardinho (SP);26,59
MU;3536208;Pariquera-Açu (SP);51,34
MU;3536257;Parisi (SP);24,04
MU;3536307;Patrocínio Paulista (SP);21,56
MU;3536406;Paulicéia (SP);16,97
MU;3536505;Paulínia (SP);591,72
MU;3536570;Paulistânia (SP);6,93
MU;3536604;Paulo de Faria (SP);11,63
MU;3536703;Pederneiras (SP);56,92
MU;3536802;Pedra Bela (SP);36,45
MU;3536901;Pedranópolis (SP);9,83
MU;3537008;Pedregulho (SP);22,03
MU;3537107;Pedreira (SP);380,45
MU;3537156;Pedrinhas Paulista (SP);19,28
MU;3537206;Pedro de Toledo (SP);15,22
MU;3537305;Penápolis (SP);82,31
MU;3537404;Pereira Barreto (SP);25,5
MU;3537503;Pereiras (SP);33,38
MU;3537602;Peruíbe (SP);191,95
MU;3537701;Piacatu (SP);22,75
MU;3537800;Piedade (SP);69,82
MU;3537909;Pilar do Sul (SP);38,77
MU;3538006;Pindamonhangaba (SP);201,39
MU;3538105;Pindorama (SP);81,37
MU;3538204;Pinhalzinho (SP);84,8
MU;3538303;Piquerobi (SP);7,33
MU;3538501;Piquete (SP);80,16
MU;3538600;Piracaia (SP);65,23
MU;3538709;Piracicaba (SP);264,77
MU;3538808;Piraju (SP);56,44
MU;3538907;Pirajuí (SP);27,55
MU;3539004;Pirangi (SP);49,3
MU;3539103;Pirapora do Bom Jesus (SP);144,63
MU;3539202;Pirapozinho (SP);51,49
MU;3539301;Pirassununga (SP);96,38
MU;3539400;Piratininga (SP);30
MU;3539509;Pitangueiras (SP);81,99
MU;3539608;Planalto (SP);15,38
MU;3539707;Platina (SP);9,77
MU;3539806;Poá (SP);6211,94
MU;3539905;Poloni (SP);40,4
MU;3540002;Pompéia (SP);25,46
MU;3540101;Pongaí (SP);18,99
MU;3540200;Pontal (SP);112,94
MU;3540259;Pontalinda (SP);19,38
MU;3540309;Pontes Gestal (SP);11,58
MU;3540408;Populina (SP);13,37
MU;3540507;Porangaba (SP);31,34
MU;3540606;Porto Feliz (SP);87,76
MU;3540705;Porto Ferreira (SP);209,88
MU;3540754;Potim (SP);436,22
MU;3540804;Potirendaba (SP);45,12
MU;3540853;Pracinha (SP);45,48
MU;3540903;Pradópolis (SP);103,73
MU;3541000;Praia Grande (SP);1776,09
MU;3541059;Pratânia (SP);26,26
MU;3541109;Presidente Alves (SP);14,36
MU;3541208;Presidente Bernardes (SP);18,04
MU;3541307;Presidente Epitácio (SP);32,82
MU;3541406;Presidente Prudente (SP);368,89
MU;3541505;Presidente Venceslau (SP);50,1
MU;3541604;Promissão (SP);45,65
MU;3541653;Quadra (SP);15,73
MU;3541703;Quatá (SP);19,64
MU;3541802;Queiroz (SP);12,01
MU;3541901;Queluz (SP);45,27
MU;3542008;Quintana (SP);18,79
MU;3542107;Rafard (SP);70,93
MU;3542206;Rancharia (SP);18,14
MU;3542305;Redenção da Serra (SP);12,52
MU;3542404;Regente Feijó (SP);69,76
MU;3542503;Reginópolis (SP);17,83
MU;3542602;Registro (SP);75,11
MU;3542701;Restinga (SP);26,8
MU;3542800;Ribeira (SP);10
MU;3542909;Ribeirão Bonito (SP);25,73
MU;3543006;Ribeirão Branco (SP);26,19
MU;3543105;Ribeirão Corrente (SP);28,81
MU;3543204;Ribeirão do Sul (SP);21,83
MU;3543238;Ribeirão dos Índios (SP);11,14
MU;3543253;Ribeirão Grande (SP);22,26
MU;3543303;Ribeirão Pires (SP);1144,99
MU;3543402;Ribeirão Preto (SP);928,46
MU;3543501;Riversul (SP);15,96
MU;3543600;Rifaina (SP);21,14
MU;3543709;Rincão (SP);32,97
MU;3543808;Rinópolis (SP);27,73
MU;3543907;Rio Claro (SP);373,47
MU;3544004;Rio das Pedras (SP);130,16
MU;3544103;Rio Grande da Serra (SP);1192,45
MU;3544202;Riolândia (SP);16,7
MU;3544251;Rosana (SP);26,51
MU;3544301;Roseira (SP);73,47
MU;3544400;Rubiácea (SP);11,52
MU;3544509;Rubinéia (SP);12,08
MU;3544608;Sabino (SP);16,78
MU;3544707;Sagres (SP);16,2
MU;3544806;Sales (SP);17,67
MU;3544905;Sales Oliveira (SP);34,58
MU;3545001;Salesópolis (SP);36,79
MU;3545100;Salmourão (SP);27,96
MU;3545159;Saltinho (SP);70,77
MU;3545209;Salto (SP);792,17
MU;3545308;Salto de Pirapora (SP);143,07
MU;3545407;Salto Grande (SP);46,64
MU;3545506;Sandovalina (SP);8,13
MU;3545605;Santa Adélia (SP);43,32
MU;3545704;Santa Albertina (SP);20,98
MU;3545803;Santa Bárbara d'Oeste (SP);663,08
MU;3546009;Santa Branca (SP);50
MU;3546108;Santa Clara d'Oeste (SP);11,36
MU;3546207;Santa Cruz da Conceição (SP);26,66
MU;3546256;Santa Cruz da Esperança (SP);13,19
MU;3546306;Santa Cruz das Palmeiras (SP);101,35
MU;3546405;Santa Cruz do Rio Pardo (SP);39,44
MU;3546504;Santa Ernestina (SP);41,42
MU;3546603;Santa Fé do Sul (SP);140,43
MU;3546702;Santa Gertrudes (SP);220,74
MU;3546801;Santa Isabel (SP);139,09
MU;3546900;Santa Lúcia (SP);53,55
MU;3547007;Santa Maria da Serra (SP);21,05
MU;3547106;Santa Mercedes (SP);16,96
MU;3547205;Santana da Ponte Pensa (SP);12,6
MU;3547304;Santana de Parnaíba (SP);605,17
MU;3547403;Santa Rita d'Oeste (SP);12,1
MU;3547502;Santa Rita do Passa Quatro (SP);35,11
MU;3547601;Santa Rosa de Viterbo (SP);82,69
MU;3547650;Santa Salete (SP);18,23
MU;3547700;Santo Anastácio (SP);37,06
MU;3547809;Santo André (SP);3866,35
MU;3547908;Santo Antônio da Alegria (SP);20,31
MU;3548005;Santo Antônio de Posse (SP);134,09
MU;3548054;Santo Antônio do Aracanguá (SP);5,83
MU;3548104;Santo Antônio do Jardim (SP);54,05
MU;3548203;Santo Antônio do Pinhal (SP);48,76
MU;3548302;Santo Expedito (SP);29,68
MU;3548401;Santópolis do Aguapeí (SP);33,44
MU;3548500;Santos (SP);1492,23
MU;3548609;São Bento do Sapucaí (SP);41,44
MU;3548708;São Bernardo do Campo (SP);1872,59
MU;3548807;São Caetano do Sul (SP);9708,79
MU;3548906;São Carlos (SP);195,15
MU;3549003;São Francisco (SP);36,94
MU;3549102;São João da Boa Vista (SP);161,96
MU;3549201;São João das Duas Pontes (SP);19,84
MU;3549250;São João de Iracema (SP);9,97
MU;3549300;São João do Pau d'Alho (SP);17,86
MU;3549409;São Joaquim da Barra (SP);113,28
MU;3549508;São José da Bela Vista (SP);30,35
MU;3549607;São José do Barreiro (SP);7,14
MU;3549706;São José do Rio Pardo (SP);123,81
MU;3549805;São José do Rio Preto (SP);946,53
MU;3549904;São José dos Campos (SP);572,77
MU;3549953;São Lourenço da Serra (SP);74,96
MU;3550001;São Luiz do Paraitinga (SP);16,84
MU;3550100;São Manuel (SP);58,92
MU;3550209;São Miguel Arcanjo (SP);33,8
MU;3550308;São Paulo (SP);7387,69
MU;3550407;São Pedro (SP);51,82
MU;3550506;São Pedro do Turvo (SP);9,84
MU;3550605;São Roque (SP);257,3
MU;3550704;São Sebastião (SP);184,68
MU;3550803;São Sebastião da Grama (SP);47,94
MU;3550902;São Simão (SP);23,24
MU;3551009;São Vicente (SP);2232,28
MU;3551108;Sarapuí (SP);25,6
MU;3551207;Sarutaiá (SP);25,58
MU;3551306;Sebastianópolis do Sul (SP);18,61
MU;3551405;Serra Azul (SP);39,77
MU;3551504;Serrana (SP);309,68
MU;3551603;Serra Negra (SP);129,52
MU;3551702;Sertãozinho (SP);273,43
MU;3551801;Sete Barras (SP);12,34
MU;3551900;Severínia (SP);110,38
MU;3552007;Silveiras (SP);13,96
MU;3552106;Socorro (SP);81,7
MU;3552205;Sorocaba (SP);1306,55
MU;3552304;Sud Mennucci (SP);12,57
MU;3552403;Sumaré (SP);1577,14
MU;3552502;Suzano (SP);1270,37
MU;3552551;Suzanápolis (SP);10,3
MU;3552601;Tabapuã (SP);32,88
MU;3552700;Tabatinga (SP);39,74
MU;3552809;Taboão da Serra (SP);12049,87
MU;3552908;Taciba (SP);9,41
MU;3553005;Taguaí (SP);74,51
MU;3553104;Taiaçu (SP);55,27
MU;3553203;Taiúva (SP);41,12
MU;3553302;Tambaú (SP);39,88
MU;3553401;Tanabi (SP);32,25
MU;3553500;Tapiraí (SP);10,61
MU;3553609;Tapiratiba (SP);57,23
MU;3553658;Taquaral (SP);50,58
MU;3553708;Taquaritinga (SP);90,95
MU;3553807;Taquarituba (SP);49,71
MU;3553856;Taquarivaí (SP);22,22
MU;3553906;Tarabai (SP);33,57
MU;3553955;Tarumã (SP);42,5
MU;3554003;Tatuí (SP);205,03
MU;3554102;Taubaté (SP);445,98
MU;3554201;Tejupá (SP);16,23
MU;3554300;Teodoro Sampaio (SP);13,74
MU;3554409;Terra Roxa (SP);38,39
MU;3554508;Tietê (SP);91
MU;3554607;Timburi (SP);13,45
MU;3554656;Torre de Pedra (SP);31,59
MU;3554706;Torrinha (SP);30,03
MU;3554755;Trabiju (SP);24,35
MU;3554805;Tremembé (SP);214,17
MU;3554904;Três Fronteiras (SP);35,45
MU;3554953;Tuiuti (SP);46,8
MU;3555000;Tupã (SP);100,99
MU;3555109;Tupi Paulista (SP);58,16
MU;3555208;Turiúba (SP);12,6
MU;3555307;Turmalina (SP);13,37
MU;3555356;Ubarana (SP);25,23
MU;3555406;Ubatuba (SP);110,87
MU;3555505;Ubirajara (SP);15,68
MU;3555604;Uchoa (SP);37,51
MU;3555703;União Paulista (SP);20,21
MU;3555802;Urânia (SP);42,29
MU;3555901;Uru (SP);8,51
MU;3556008;Urupês (SP);39,27
MU;3556107;Valentim Gentil (SP);73,72
MU;3556206;Valinhos (SP);721,02
MU;3556305;Valparaíso (SP);26,33
MU;3556354;Vargem (SP);61,64
MU;3556404;Vargem Grande do Sul (SP);146,94
MU;3556453;Vargem Grande Paulista (SP);1021,79
MU;3556503;Várzea Paulista (SP);3076,65
MU;3556602;Vera Cruz (SP);43,41
MU;3556701;Vinhedo (SP);779,51
MU;3556800;Viradouro (SP);79,44
MU;3556909;Vista Alegre do Alto (SP);72,5
MU;3556958;Vitória Brasil (SP);34,95
MU;3557006;Votorantim (SP);592,47
MU;3557105;Votuporanga (SP);199,69
MU;3557154;Zacarias (SP);7,32
MU;3557204;Chavantes (SP);64,4
MU;3557303;Estiva Gerbi (SP);135,35
MU;4100103;Abatiá (PR);33,95
MU;4100202;Adrianópolis (PR);4,73
MU;4100301;Agudos do Sul (PR);43,02
MU;4100400;Almirante Tamandaré (PR);529,94
MU;4100459;Altamira do Paraná (PR);11,13
MU;4100509;Altônia (PR);31,01
MU;4100608;Alto Paraná (PR);33,51
MU;4100707;Alto Piquiri (PR);22,74
MU;4100806;Alvorada do Sul (PR);24,24
MU;4100905;Amaporã (PR);14,15
MU;4101002;Ampére (PR);58,01
MU;4101051;Anahy (PR);28
MU;4101101;Andirá (PR);87,3
MU;4101150;Ângulo (PR);26,97
MU;4101200;Antonina (PR);21,41
MU;4101309;Antônio Olinto (PR);15,65
MU;4101408;Apucarana (PR);216,55
MU;4101507;Arapongas (PR);273,3
MU;4101606;Arapoti (PR);19
MU;4101655;Arapuã (PR);16,34
MU;4101705;Araruna (PR);27,21
MU;4101804;Araucária (PR);253,9
MU;4101853;Ariranha do Ivaí (PR);10,24
MU;4101903;Assaí (PR);37,14
MU;4102000;Assis Chateaubriand (PR);34,06
MU;4102109;Astorga (PR);56,8
MU;4102208;Atalaia (PR);28,42
MU;4102307;Balsa Nova (PR);32,38
MU;4102406;Bandeirantes (PR);72,29
MU;4102505;Barbosa Ferraz (PR);23,5
MU;4102604;Barracão (PR);56,67
MU;4102703;Barra do Jacaré (PR);23,56
MU;4102752;Bela Vista da Caroba (PR);26,64
MU;4102802;Bela Vista do Paraíso (PR);62,13
MU;4102901;Bituruna (PR);13,07
MU;4103008;Boa Esperança (PR);14,86
MU;4103024;Boa Esperança do Iguaçu (PR);18,21
MU;4103040;Boa Ventura de São Roque (PR);10,53
MU;4103057;Boa Vista da Aparecida (PR);30,87
MU;4103107;Bocaiúva do Sul (PR);13,3
MU;4103156;Bom Jesus do Sul (PR);21,82
MU;4103206;Bom Sucesso (PR);20,33
MU;4103222;Bom Sucesso do Sul (PR);16,81
MU;4103305;Borrazópolis (PR);23,56
MU;4103354;Braganey (PR);16,7
MU;4103370;Brasilândia do Sul (PR);11,03
MU;4103404;Cafeara (PR);14,5
MU;4103453;Cafelândia (PR);53,96
MU;4103479;Cafezal do Sul (PR);12,79
MU;4103503;Califórnia (PR);56,9
MU;4103602;Cambará (PR);65,23
MU;4103701;Cambé (PR);195,54
MU;4103800;Cambira (PR);44,29
MU;4103909;Campina da Lagoa (PR);19,32
MU;4103958;Campina do Simão (PR);9,09
MU;4104006;Campina Grande do Sul (PR);71,93
MU;4104055;Campo Bonito (PR);10,16
MU;4104105;Campo do Tenente (PR);23,4
MU;4104204;Campo Largo (PR);89,94
MU;4104253;Campo Magro (PR);90,15
MU;4104303;Campo Mourão (PR);115,05
MU;4104402;Cândido de Abreu (PR);11,03
MU;4104428;Candói (PR);9,9
MU;4104451;Cantagalo (PR);22,2
MU;4104501;Capanema (PR);44,25
MU;4104600;Capitão Leônidas Marques (PR);54,29
MU;4104659;Carambeí (PR);29,5
MU;4104709;Carlópolis (PR);30,36
MU;4104808;Cascavel (PR);136,23
MU;4104907;Castro (PR);26,5
MU;4105003;Catanduvas (PR);17,54
MU;4105102;Centenário do Sul (PR);30,09
MU;4105201;Cerro Azul (PR);12,63
MU;4105300;Céu Azul (PR);9,35
MU;4105409;Chopinzinho (PR);20,51
MU;4105508;Cianorte (PR);86,19
MU;4105607;Cidade Gaúcha (PR);27,45
MU;4105706;Clevelândia (PR);24,47
MU;4105805;Colombo (PR);1079,08
MU;4105904;Colorado (PR);55,41
MU;4106001;Congonhinhas (PR);15,45
MU;4106100;Conselheiro Mairinck (PR);17,76
MU;4106209;Contenda (PR);53,14
MU;4106308;Corbélia (PR);30,81
MU;4106407;Cornélio Procópio (PR);73,89
MU;4106456;Coronel Domingos Soares (PR);4,59
MU;4106506;Coronel Vivida (PR);31,78
MU;4106555;Corumbataí do Sul (PR);24,35
MU;4106571;Cruzeiro do Iguaçu (PR);26,43
MU;4106605;Cruzeiro do Oeste (PR);26,2
MU;4106704;Cruzeiro do Sul (PR);17,61
MU;4106803;Cruz Machado (PR);12,2
MU;4106852;Cruzmaltina (PR);10,12
MU;4106902;Curitiba (PR);4024,84
MU;4107009;Curiúva (PR);24,16
MU;4107108;Diamante do Norte (PR);22,71
MU;4107124;Diamante do Sul (PR);9,75
MU;4107157;Diamante D'Oeste (PR);16,26
MU;4107207;Dois Vizinhos (PR);86,42
MU;4107256;Douradina (PR);17,73
MU;4107306;Doutor Camargo (PR);49,27
MU;4107405;Enéas Marques (PR);31,75
MU;4107504;Engenheiro Beltrão (PR);29,75
MU;4107520;Esperança Nova (PR);14,22
MU;4107538;Entre Rios do Oeste (PR);32,16
MU;4107546;Espigão Alto do Iguaçu (PR);14,33
MU;4107553;Farol (PR);12
MU;4107603;Faxinal (PR);22,79
MU;4107652;Fazenda Rio Grande (PR);700,02
MU;4107702;Fênix (PR);20,51
MU;4107736;Fernandes Pinheiro (PR);14,59
MU;4107751;Figueira (PR);63,91
MU;4107801;Floraí (PR);26,42
MU;4107850;Flor da Serra do Sul (PR);19,75
MU;4107900;Floresta (PR);37,48
MU;4108007;Florestópolis (PR);45,56
MU;4108106;Flórida (PR);30,62
MU;4108205;Formosa do Oeste (PR);27,35
MU;4108304;Foz do Iguaçu (PR);414,58
MU;4108320;Francisco Alves (PR);19,94
MU;4108403;Francisco Beltrão (PR);107,39
MU;4108452;Foz do Jordão (PR);23,03
MU;4108502;General Carneiro (PR);12,77
MU;4108551;Godoy Moreira (PR);25,47
MU;4108601;Goioerê (PR);51,44
MU;4108650;Goioxim (PR);10,68
MU;4108700;Grandes Rios (PR);21,09
MU;4108809;Guaíra (PR);54,78
MU;4108908;Guairaçá (PR);12,55
MU;4108957;Guamiranga (PR);32,27
MU;4109005;Guapirama (PR);20,58
MU;4109104;Guaporema (PR);11,08
MU;4109203;Guaraci (PR);24,69
MU;4109302;Guaraniaçu (PR);11,9
MU;4109401;Guarapuava (PR);53,69
MU;4109500;Guaraqueçaba (PR);3,9
MU;4109609;Guaratuba (PR);24,21
MU;4109658;Honório Serpa (PR);11,86
MU;4109708;Ibaiti (PR);32,03
MU;4109757;Ibema (PR);41,71
MU;4109807;Ibiporã (PR);161,88
MU;4109906;Icaraíma (PR);13,09
MU;4110003;Iguaraçu (PR);24,14
MU;4110052;Iguatu (PR);20,89
MU;4110078;Imbaú (PR);34,03
MU;4110102;Imbituva (PR);37,61
MU;4110201;Inácio Martins (PR);11,68
MU;4110300;Inajá (PR);15,35
MU;4110409;Indianópolis (PR);35,06
MU;4110508;Ipiranga (PR);15,26
MU;4110607;Iporã (PR);23,12
MU;4110656;Iracema do Oeste (PR);31,62
MU;4110706;Irati (PR);56,23
MU;4110805;Iretama (PR);18,62
MU;4110904;Itaguajé (PR);24
MU;4110953;Itaipulândia (PR);27,25
MU;4111001;Itambaracá (PR);32,6
