Ano,ID BRA,Renda Mensal Total,Total de Empregos,Total de Estabelecimentos,Renda Mensal Média,Média de idade,Diversidade de Atividades,Diversidade Efetiva de Atividades,Diversidade de Ocupações,Diversidade Efetiva de Ocupações,Crescimento Nominal dos Salários (1 ano),Crescimento Nominal dos Salários (5 anos),Crescimento Nominal dos Empregos (1 ano),Crescimento Nominal dos Empregos (5 anos),Índice de Gini,Ano,ID BRA,Renda Mensal Total,Total de Empregos,Total de Estabelecimentos,Renda Mensal Média,Média de idade,Diversidade de Atividades,Diversidade Efetiva de Atividades,Diversidade de Ocupações,Diversidade Efetiva de Ocupações,Crescimento Nominal dos Salários (1 ano),Crescimento Nominal dos Salários (5 anos),Crescimento Nominal dos Empregos (1 ano),Crescimento Nominal dos Empregos (5 anos),Índice de Gini
2014,2ce060301,2164370.640,1725,76,1254.710,37.194,44,3.207,103,21.466,1.048,0.043,-0.101,0.006,,2014,2ce060301,2164370.640,1725,76,1254.710,37.194,44,3.207,103,21.466,1.048,0.043,-0.101,0.006,
2014,2ce060302,1192552.930,1034,53,1153.340,41.790,31,2.611,65,18.905,0.552,0.019,-0.024,-0.004,,2014,2ce060302,1192552.930,1034,53,1153.340,41.790,31,2.611,65,18.905,0.552,0.019,-0.024,-0.004,
2014,2ce060303,352500.470,357,4,987.400,40.515,3,1.055,24,3.257,2.935,-0.055,1.076,-0.085,,2014,2ce060303,352500.470,357,4,987.400,40.515,3,1.055,24,3.257,2.935,-0.055,1.076,-0.085,
2014,2ce060400,1421539.930,1009,45,1408.860,39.044,26,2.095,64,15.890,0.923,0.011,0.015,-0.013,,2014,2ce060400,1421539.930,1009,45,1408.860,39.044,26,2.095,64,15.890,0.923,0.011,0.015,-0.013,
2014,2ce060401,1493233.430,1334,72,1119.370,37.915,40,3.186,58,3.379,0.814,0.022,-0.013,0.010,,2014,2ce060401,1493233.430,1334,72,1119.370,37.915,40,3.186,58,3.379,0.814,0.022,-0.013,0.010,
2014,2ce060402,2077583.870,2041,147,1017.920,39.508,54,5.103,99,18.454,0.718,0.004,0.090,-0.015,,2014,2ce060402,2077583.870,2041,147,1017.920,39.508,54,5.103,99,18.454,0.718,0.004,0.090,-0.015,
2014,2ce060403,1146539.900,846,47,1355.250,39.194,24,3.072,81,28.312,2.038,0.152,0.290,0.065,,2014,2ce060403,1146539.900,846,47,1355.250,39.194,24,3.072,81,28.312,2.038,0.152,0.290,0.065,
2014,2ce060404,1477978.360,1738,17,850.390,36.318,13,1.117,47,12.060,1.144,0.013,0.393,0.007,,2014,2ce060404,1477978.360,1738,17,850.390,36.318,13,1.117,47,12.060,1.144,0.013,0.393,0.007,
2014,2ma000000,1106819.120,844,49,1311.400,37.309,29,3.969,60,14.951,2.920,0.025,0.867,-0.013,,2014,2ma000000,1106819.120,844,49,1311.400,37.309,29,3.969,60,14.951,2.920,0.025,0.867,-0.013,
2014,2ma000001,5018321.660,3741,392,1341.440,36.551,100,17.635,165,31.587,0.766,0.017,0.055,0.000,,2014,2ma000001,5018321.660,3741,392,1341.440,36.551,100,17.635,165,31.587,0.766,0.017,0.055,0.000,
2014,2ma000002,329323.180,274,5,1201.910,38.872,4,1.337,26,8.437,2.598,0.036,0.608,0.020,,2014,2ma000002,329323.180,274,5,1201.910,38.872,4,1.337,26,8.437,2.598,0.036,0.608,0.020,
2014,2ma000003,1021919.080,781,40,1308.480,37.412,26,3.087,62,12.356,3.043,0.001,0.446,-0.030,,2014,2ma000003,1021919.080,781,40,1308.480,37.412,26,3.087,62,12.356,3.043,0.001,0.446,-0.030,
2014,2ma000004,9776911.760,6541,445,1494.710,35.298,121,17.898,215,51.604,2.287,0.030,0.540,-0.027,,2014,2ma000004,9776911.760,6541,445,1494.710,35.298,121,17.898,215,51.604,2.287,0.030,0.540,-0.027,
2014,2ma000005,211083.060,186,5,1134.860,41.328,4,1.217,24,6.996,2.492,0.009,0.661,0.009,,2014,2ma000005,211083.060,186,5,1134.860,41.328,4,1.217,24,6.996,2.492,0.009,0.661,0.009,
2014,2ma000006,395381.110,466,5,848.460,38.290,5,1.102,19,7.567,1.608,0.040,0.484,0.007,,2014,2ma000006,395381.110,466,5,848.460,38.290,5,1.102,19,7.567,1.608,0.040,0.484,0.007,
2014,2ma000007,561581.820,493,20,1139.110,39.191,12,1.732,27,9.074,0.680,0.670,-0.004,0.601,,2014,2ma000007,561581.820,493,20,1139.110,39.191,12,1.732,27,9.074,0.680,0.670,-0.004,0.601,
2014,2ma000008,345582.080,211,4,1637.830,41.483,4,1.241,24,8.245,370.594,0.044,104.500,0.005,,2014,2ma000008,345582.080,211,4,1637.830,41.483,4,1.241,24,8.245,370.594,0.044,104.500,0.005,
2014,2ma000009,1592663.240,973,38,1636.860,39.236,21,2.424,66,16.352,1.564,0.087,0.240,0.015,,2014,2ma000009,1592663.240,973,38,1636.860,39.236,21,2.424,66,16.352,1.564,0.087,0.240,0.015,
2014,2ma000010,650902.410,765,105,850.850,38.259,41,14.001,81,26.602,0.843,0.029,0.110,0.014,,2014,2ma000010,650902.410,765,105,850.850,38.259,41,14.001,81,26.602,0.843,0.029,0.110,0.014,
2014,2ma000100,10792570.750,8473,920,1273.760,34.832,168,58.551,259,51.441,1.330,0.018,0.342,0.002,,2014,2ma000100,10792570.750,8473,920,1273.760,34.832,168,58.551,259,51.441,1.330,0.018,0.342,0.002,
2014,2ma000101,283489.830,200,13,1417.450,39.460,12,2.305,26,11.016,1.184,0.021,0.106,0.008,,2014,2ma000101,283489.830,200,13,1417.450,39.460,12,2.305,26,11.016,1.184,0.021,0.106,0.008,
2014,2ma000102,296094.680,280,15,1057.480,40.054,9,2.266,35,12.133,1.640,0.033,0.186,0.030,,2014,2ma000102,296094.680,280,15,1057.480,40.054,9,2.266,35,12.133,1.640,0.033,0.186,0.030,
2014,2ma000103,812521.750,747,69,1087.710,37.598,35,4.716,54,13.532,0.904,0.041,0.114,0.009,,2014,2ma000103,812521.750,747,69,1087.710,37.598,35,4.716,54,13.532,0.904,0.041,0.114,0.009,
2014,2ma000104,642878.190,461,23,1394.530,38.603,16,3.705,51,15.382,1.069,0.025,0.150,0.022,,2014,2ma000104,642878.190,461,23,1394.530,38.603,16,3.705,51,15.382,1.069,0.025,0.150,0.022,
2014,2ma000105,405223.730,325,11,1246.840,41.591,8,1.566,30,6.373,1.345,0.008,0.066,-0.021,,2014,2ma000105,405223.730,325,11,1246.840,41.591,8,1.566,30,6.373,1.345,0.008,0.066,-0.021,
2014,2ma000106,367278.210,443,23,829.070,39.819,15,1.959,32,7.200,1.242,0.031,0.318,0.015,,2014,2ma000106,367278.210,443,23,829.070,39.819,15,1.959,32,7.200,1.242,0.031,0.318,0.015,
2014,2ma000107,684504.630,605,27,1131.410,38.260,14,1.901,39,8.092,19.234,0.034,8.607,0.023,,2014,2ma000107,684504.630,605,27,1131.410,38.260,14,1.901,39,8.092,19.234,0.034,8.607,0.023,
2014,2ma000108,868642.990,683,34,1271.810,40.423,23,3.218,43,13.181,1.356,0.019,0.164,-0.002,,2014,2ma000108,868642.990,683,34,1271.810,40.423,23,3.218,43,13.181,1.356,0.019,0.164,-0.002,
2014,2ma000109,807363.740,1007,47,801.750,42.408,24,2.682,79,22.257,0.669,0.038,0.095,0.022,,2014,2ma000109,807363.740,1007,47,801.750,42.408,24,2.682,79,22.257,0.669,0.038,0.095,0.022,
2014,2ma000110,5211516.620,4555,486,1144.130,36.241,126,23.989,185,39.279,0.987,0.029,0.283,0.022,,2014,2ma000110,5211516.620,4555,486,1144.130,36.241,126,23.989,185,39.279,0.987,0.029,0.283,0.022,
2014,2ma000111,1588161.020,1465,53,1084.070,40.684,29,3.017,78,12.749,1.380,0.034,0.213,0.005,,2014,2ma000111,1588161.020,1465,53,1084.070,40.684,29,3.017,78,12.749,1.380,0.034,0.213,0.005,
2014,2ma000112,1297277.780,876,37,1480.910,40.919,25,2.147,55,12.725,0.792,0.020,0.012,0.022,,2014,2ma000112,1297277.780,876,37,1480.910,40.919,25,2.147,55,12.725,0.792,0.020,0.012,0.022,
2014,2ma000113,3826240.440,1323,54,2892.090,35.973,31,5.433,110,37.143,20.811,0.006,3.561,-0.014,,2014,2ma000113,3826240.440,1323,54,2892.090,35.973,31,5.433,110,37.143,20.811,0.006,3.561,-0.014,
2014,2ma000114,804918.960,863,46,932.700,41.368,19,2.223,53,17.017,1.431,0.022,0.372,0.009,,2014,2ma000114,804918.960,863,46,932.700,41.368,19,2.223,53,17.017,1.431,0.022,0.372,0.009,
2014,2ma000115,2315214.400,1762,125,1313.970,36.682,46,5.631,104,23.315,2.371,0.018,0.735,0.004,,2014,2ma000115,2315214.400,1762,125,1313.970,36.682,46,5.631,104,23.315,2.371,0.018,0.735,0.004,
2014,2ma000116,291850.660,247,3,1181.580,41.279,2,1.027,20,7.462,0.689,1.590,-0.202,1.412,,2014,2ma000116,291850.660,247,3,1181.580,41.279,2,1.027,20,7.462,0.689,1.590,-0.202,1.412,
2014,2ma000117,223285.680,140,4,1594.900,40.707,3,1.124,16,6.081,,0.057,,0.020,,2014,2ma000117,223285.680,140,4,1594.900,40.707,3,1.124,16,6.081,,0.057,,0.020,
2014,2ma000118,473397.420,458,6,1033.620,36.891,6,1.148,39,14.763,4.743,-0.004,2.250,-0.011,,2014,2ma000118,473397.420,458,6,1033.620,36.891,6,1.148,39,14.763,4.743,-0.004,2.250,-0.011,
2014,2ma000119,1404879.960,1469,136,956.350,38.950,61,9.849,114,21.982,1.218,0.005,0.284,-0.010,,2014,2ma000119,1404879.960,1469,136,956.350,38.950,61,9.849,114,21.982,1.218,0.005,0.284,-0.010,
2014,2ma000200,2197651.670,1852,147,1186.640,36.725,56,13.017,100,23.498,1.842,0.016,0.590,-0.006,,2014,2ma000200,2197651.670,1852,147,1186.640,36.725,56,13.017,100,23.498,1.842,0.016,0.590,-0.006,
2014,2ma000201,787732.460,549,24,1434.850,40.619,16,2.239,44,9.728,24.198,0.049,10.438,0.003,,2014,2ma000201,787732.460,549,24,1434.850,40.619,16,2.239,44,9.728,24.198,0.049,10.438,0.003,
2014,2ma000202,714630.780,555,31,1287.620,39.638,17,2.199,46,14.251,1.774,0.022,0.648,0.022,,2014,2ma000202,714630.780,555,31,1287.620,39.638,17,2.199,46,14.251,1.774,0.022,0.648,0.022,
2014,2ma000203,201025.940,185,12,1086.630,39.043,10,3.534,29,13.843,0.337,-0.034,-0.312,-0.010,,2014,2ma000203,201025.940,185,12,1086.630,39.043,10,3.534,29,13.843,0.337,-0.034,-0.312,-0.010,
2014,2ma000204,798732.090,580,20,1377.120,40.214,15,1.969,37,9.984,1.407,0.019,0.016,-0.004,,2014,2ma000204,798732.090,580,20,1377.120,40.214,15,1.969,37,9.984,1.407,0.019,0.016,-0.004,
2014,2ma000205,419592.780,356,11,1178.630,38.112,7,1.613,21,4.446,199.559,0.035,80.750,0.013,,2014,2ma000205,419592.780,356,11,1178.630,38.112,7,1.613,21,4.446,199.559,0.035,80.750,0.013,
2014,2ma000206,321968.260,234,10,1375.930,39.979,8,1.733,18,7.433,66.455,0.024,32.286,0.010,,2014,2ma000206,321968.260,234,10,1375.930,39.979,8,1.733,18,7.433,66.455,0.024,32.286,0.010,
2014,2ma000207,5253655.450,3583,406,1466.270,35.283,116,30.588,187,47.611,1.023,0.011,0.200,-0.013,,2014,2ma000207,5253655.450,3583,406,1466.270,35.283,116,30.588,187,47.611,1.023,0.011,0.200,-0.013,
2014,2ma000208,1827807.360,1404,81,1301.860,37.322,44,3.479,88,14.622,1.176,0.040,0.325,0.011,,2014,2ma000208,1827807.360,1404,81,1301.860,37.322,44,3.479,88,14.622,1.176,0.040,0.325,0.011,
2014,2ma000209,357942.080,246,8,1455.050,40.402,8,1.411,24,8.090,2.000,0.018,0.339,0.003,,2014,2ma000209,357942.080,246,8,1455.050,40.402,8,1.411,24,8.090,2.000,0.018,0.339,0.003,
2014,2ma000210,336635.560,264,13,1275.140,39.303,12,1.544,32,17.144,0.748,-0.002,-0.033,-0.010,,2014,2ma000210,336635.560,264,13,1275.140,39.303,12,1.544,32,17.144,0.748,-0.002,-0.033,-0.010,
2014,2ma010000,480055.090,450,22,1066.790,38.967,13,2.197,42,13.732,9.573,0.004,6.226,-0.002,,2014,2ma010000,480055.090,450,22,1066.790,38.967,13,2.197,42,13.732,9.573,0.004,6.226,-0.002,
2014,2ma010001,2199040.990,1766,95,1245.210,40.078,42,2.843,69,9.178,1.083,0.020,0.089,0.005,,2014,2ma010001,2199040.990,1766,95,1245.210,40.078,42,2.843,69,9.178,1.083,0.020,0.089,0.005,
2014,2ma010002,882990.740,900,43,981.100,38.921,19,2.862,62,17.071,1.031,-0.011,0.175,-0.032,,2014,2ma010002,882990.740,900,43,981.100,38.921,19,2.862,62,17.071,1.031,-0.011,0.175,-0.032,
2014,2ma010003,302873.370,286,48,1059.000,37.322,28,10.809,41,15.143,0.700,0.043,0.063,0.015,,2014,2ma010003,302873.370,286,48,1059.000,37.322,28,10.809,41,15.143,0.700,0.043,0.063,0.015,
2014,2ma010004,468416.160,405,13,1156.580,34.454,11,1.801,42,13.291,2.154,0.048,1.005,0.048,,2014,2ma010004,468416.160,405,13,1156.580,34.454,11,1.801,42,13.291,2.154,0.048,1.005,0.048,
2014,2ma010005,1368926.240,1206,92,1135.100,38.903,46,9.164,83,26.346,1.334,0.053,0.110,0.027,,2014,2ma010005,1368926.240,1206,92,1135.100,38.903,46,9.164,83,26.346,1.334,0.053,0.110,0.027,
2014,2ma010100,678946.180,637,47,1065.850,37.042,30,8.271,69,25.507,0.679,0.041,0.206,0.006,,2014,2ma010100,678946.180,637,47,1065.850,37.042,30,8.271,69,25.507,0.679,0.041,0.206,0.006,
2014,2ma010101,17817694.240,15217,932,1170.910,37.873,194,18.447,304,49.224,1.450,0.043,0.295,0.027,,2014,2ma010101,17817694.240,15217,932,1170.910,37.873,194,18.447,304,49.224,1.450,0.043,0.295,0.027,
2014,2ma010102,1866650.150,1508,54,1237.830,38.745,29,2.168,80,10.926,1.017,0.045,0.104,0.029,,2014,2ma010102,1866650.150,1508,54,1237.830,38.745,29,2.168,80,10.926,1.017,0.045,0.104,0.029,
2014,2ma010103,2731644.190,2214,79,1233.810,37.961,35,2.627,98,19.822,1.590,0.020,0.155,0.002,,2014,2ma010103,2731644.190,2214,79,1233.810,37.961,35,2.627,98,19.822,1.590,0.020,0.155,0.002,
2014,2ma010104,437375.630,378,13,1157.080,37.767,11,1.509,29,5.992,1.430,0.010,-0.028,0.004,,2014,2ma010104,437375.630,378,13,1157.080,37.767,11,1.509,29,5.992,1.430,0.010,-0.028,0.004,
2014,2ma010105,17481167.760,12847,876,1360.720,36.585,189,28.769,283,62.676,0.730,0.020,0.110,0.001,,2014,2ma010105,17481167.760,12847,876,1360.720,36.585,189,28.769,283,62.676,0.730,0.020,0.110,0.001,
2014,2ma010200,1181369.860,1044,88,1131.580,36.661,49,12.620,103,35.118,0.960,0.113,0.249,0.058,,2014,2ma010200,1181369.860,1044,88,1131.580,36.661,49,12.620,103,35.118,0.960,0.113,0.249,0.058,
2014,2ma010201,2474879.180,2138,170,1157.570,36.156,62,8.311,114,28.095,1.578,0.027,0.704,0.001,,2014,2ma010201,2474879.180,2138,170,1157.570,36.156,62,8.311,114,28.095,1.578,0.027,0.704,0.001,
2014,2ma010202,477756.950,396,2,1206.460,40.149,2,1.018,24,9.884,1.755,0.024,0.384,0.011,,2014,2ma010202,477756.950,396,2,1206.460,40.149,2,1.018,24,9.884,1.755,0.024,0.384,0.011,
2014,2ma010203,484967.950,364,12,1332.330,37.695,10,1.545,35,11.692,1.999,0.050,0.439,0.008,,2014,2ma010203,484967.950,364,12,1332.330,37.695,10,1.545,35,11.692,1.999,0.050,0.439,0.008,
2014,2ma010204,693502.730,639,40,1085.290,40.914,27,3.311,47,11.717,16.560,0.023,13.860,0.002,,2014,2ma010204,693502.730,639,40,1085.290,40.914,27,3.311,47,11.717,16.560,0.023,13.860,0.002,
2014,2ma010205,87354.530,61,9,1432.040,34.984,7,1.963,15,7.882,-0.383,0.093,-0.808,-0.065,,2014,2ma010205,87354.530,61,9,1432.040,34.984,7,1.963,15,7.882,-0.383,0.093,-0.808,-0.065,
2014,2ma010206,1074033.850,895,72,1200.040,39.725,37,4.216,71,15.977,1.482,0.042,0.365,0.026,,2014,2ma010206,1074033.850,895,72,1200.040,39.725,37,4.216,71,15.977,1.482,0.042,0.365,0.026,
2014,2ma010207,598821.720,596,52,1004.730,37.933,30,5.619,60,21.421,1.743,0.018,0.708,-0.001,,2014,2ma010207,598821.720,596,52,1004.730,37.933,30,5.619,60,21.421,1.743,0.018,0.708,-0.001,
2014,2ma010208,1002314.000,1006,55,996.340,37.924,32,5.821,86,25.434,2.591,0.286,0.961,0.275,,2014,2ma010208,1002314.000,1006,55,996.340,37.924,32,5.821,86,25.434,2.591,0.286,0.961,0.275,
2014,2ma010209,678006.480,509,19,1332.040,42.749,18,1.477,39,12.856,1.262,0.034,0.162,0.005,,2014,2ma010209,678006.480,509,19,1332.040,42.749,18,1.477,39,12.856,1.262,0.034,0.162,0.005,
2014,2ma010210,2352684.200,1735,225,1356.010,35.822,82,24.059,135,35.094,1.502,0.019,0.321,-0.006,,2014,2ma010210,2352684.200,1735,225,1356.010,35.822,82,24.059,135,35.094,1.502,0.019,0.321,-0.006,
2014,2ma010211,396858.280,392,20,1012.390,39.684,9,1.907,34,10.499,1.837,0.020,0.346,-0.002,,2014,2ma010211,396858.280,392,20,1012.390,39.684,9,1.907,34,10.499,1.837,0.020,0.346,-0.002,
2014,2ma010212,153260.880,181,11,846.750,38.895,8,1.826,41,18.358,0.889,0.037,0.552,0.044,,2014,2ma010212,153260.880,181,11,846.750,38.895,8,1.826,41,18.358,0.889,0.037,0.552,0.044,
2014,2ma010300,1023855.300,1090,51,939.320,38.394,28,4.924,54,18.497,5.751,0.060,3.448,0.041,,2014,2ma010300,1023855.300,1090,51,939.320,38.394,28,4.924,54,18.497,5.751,0.060,3.448,0.041,
2014,2ma010301,478091.110,371,3,1288.660,36.973,3,1.069,27,12.580,6.066,-0.064,3.603,-0.024,,2014,2ma010301,478091.110,371,3,1288.660,36.973,3,1.069,27,12.580,6.066,-0.064,3.603,-0.024,
2014,2ma010302,2108916.360,1604,125,1314.790,40.489,49,7.281,90,18.855,1.539,0.001,0.274,-0.008,,2014,2ma010302,2108916.360,1604,125,1314.790,40.489,49,7.281,90,18.855,1.539,0.001,0.274,-0.008,
2014,2ma010303,1511602.600,902,43,1675.830,42.980,23,2.340,47,8.210,2.888,0.017,0.913,0.002,,2014,2ma010303,1511602.600,902,43,1675.830,42.980,23,2.340,47,8.210,2.888,0.017,0.913,0.002,
2014,2ma010305,6244232.530,4493,380,1389.770,36.936,101,15.107,162,34.360,0.816,0.022,0.078,0.005,,2014,2ma010305,6244232.530,4493,380,1389.770,36.936,101,15.107,162,34.360,0.816,0.022,0.078,0.005,
2014,2ma010306,1100651.570,839,38,1311.860,38.667,21,3.530,51,16.243,0.968,0.014,-0.053,-0.028,,2014,2ma010306,1100651.570,839,38,1311.860,38.667,21,3.530,51,16.243,0.968,0.014,-0.053,-0.028,
2014,2ma010307,352555.920,334,6,1055.560,38.314,5,1.239,41,15.400,1.950,0.042,0.645,0.030,,2014,2ma010307,352555.920,334,6,1055.560,38.314,5,1.239,41,15.400,1.950,0.042,0.645,0.030,
2014,2ma010308,682277.520,473,28,1442.450,42.626,20,2.560,48,12.035,2.614,0.023,0.122,-0.008,,2014,2ma010308,682277.520,473,28,1442.450,42.626,20,2.560,48,12.035,2.614,0.023,0.122,-0.008,
2014,2ma010309,7429463.140,2143,75,3466.850,35.498,37,6.054,92,31.467,5.710,0.053,0.438,0.009,,2014,2ma010309,7429463.140,2143,75,3466.850,35.498,37,6.054,92,31.467,5.710,0.053,0.438,0.009,
2014,2ma010400,675331.250,677,57,997.540,35.112,29,7.795,66,23.630,0.289,0.062,-0.222,0.045,,2014,2ma010400,675331.250,677,57,997.540,35.112,29,7.795,66,23.630,0.289,0.062,-0.222,0.045,
2014,2ma010401,777035.550,667,26,1164.970,38.874,17,3.146,39,7.599,1.311,0.031,0.333,0.027,,2014,2ma010401,777035.550,667,26,1164.970,38.874,17,3.146,39,7.599,1.311,0.031,0.333,0.027,
2014,2ma010402,11558839.270,8871,485,1302.990,36.697,126,20.441,261,50.581,1.225,0.024,0.430,0.008,,2014,2ma010402,11558839.270,8871,485,1302.990,36.697,126,20.441,261,50.581,1.225,0.024,0.430,0.008,
2014,2ma010403,3901855.720,2985,207,1307.150,36.755,69,9.481,122,20.742,1.149,-0.003,0.075,-0.025,,2014,2ma010403,3901855.720,2985,207,1307.150,36.755,69,9.481,122,20.742,1.149,-0.003,0.075,-0.025,
2014,2ma010404,1421244.330,992,69,1432.710,37.902,29,4.732,55,5.496,1.022,0.027,0.195,0.008,,2014,2ma010404,1421244.330,992,69,1432.710,37.902,29,4.732,55,5.496,1.022,0.027,0.195,0.008,
2014,2ma010405,590263.500,673,46,877.060,38.663,26,3.752,53,13.827,-0.136,0.040,-0.188,0.021,,2014,2ma010405,590263.500,673,46,877.060,38.663,26,3.752,53,13.827,-0.136,0.040,-0.188,0.021,
2014,2ma010500,278901.910,197,4,1415.750,37.604,4,1.478,24,6.583,20.060,0.725,18.700,0.815,,2014,2ma010500,278901.910,197,4,1415.750,37.604,4,1.478,24,6.583,20.060,0.725,18.700,0.815,
2014,2ma010501,1720214.520,1511,39,1138.460,38.833,23,3.367,113,24.124,0.090,-0.011,-0.374,-0.019,,2014,2ma010501,1720214.520,1511,39,1138.460,38.833,23,3.367,113,24.124,0.090,-0.011,-0.374,-0.019,
2014,2ma010502,4947392.490,3985,206,1241.500,38.905,76,10.966,176,31.154,0.655,-0.001,0.196,0.002,,2014,2ma010502,4947392.490,3985,206,1241.500,38.905,76,10.966,176,31.154,0.655,-0.001,0.196,0.002,
2014,2ma010503,689353.520,495,13,1392.630,40.071,12,1.703,57,21.596,0.533,0.018,-0.061,0.012,,2014,2ma010503,689353.520,495,13,1392.630,40.071,12,1.703,57,21.596,0.533,0.018,-0.061,0.012,
2014,2ma020000,7539655.850,5788,453,1302.640,36.864,147,31.448,235,63.303,1.840,0.010,0.601,-0.001,,2014,2ma020000,7539655.850,5788,453,1302.640,36.864,147,31.448,235,63.303,1.840,0.010,0.601,-0.001,
2014,2ma020001,2371537.040,1957,140,1211.820,35.914,71,14.750,127,35.908,3.533,0.035,1.577,0.016,,2014,2ma020001,2371537.040,1957,140,1211.820,35.914,71,14.750,127,35.908,3.533,0.035,1.577,0.016,
2014,2ma020002,21918728.090,16043,1020,1366.250,35.770,209,37.252,293,61.500,1.890,0.012,0.734,-0.001,,2014,2ma020002,21918728.090,16043,1020,1366.250,35.770,209,37.252,293,61.500,1.890,0.012,0.734,-0.001,
2014,2ma020003,803918364.200,354124,14204,2270.160,38.307,436,54.662,526,64.487,0.968,0.020,0.283,0.002,,2014,2ma020003,803918364.200,354124,14204,2270.160,38.307,436,54.662,526,64.487,0.968,0.020,0.283,0.002,
2014,2ma020100,1377979.340,777,29,1773.460,40.555,20,2.440,71,16.631,2.000,0.017,0.327,-0.010,,2014,2ma020100,1377979.340,777,29,1773.460,40.555,20,2.440,71,16.631,2.000,0.017,0.327,-0.010,
2014,2ma020101,1732602.800,1373,80,1261.910,41.589,43,4.109,104,16.376,2.312,0.036,0.437,0.004,,2014,2ma020101,1732602.800,1373,80,1261.910,41.589,43,4.109,104,16.376,2.312,0.036,0.437,0.004,
2014,2ma020102,336641.930,268,15,1256.130,38.593,12,2.963,41,13.213,6.933,0.132,3.393,0.107,,2014,2ma020102,336641.930,268,15,1256.130,38.593,12,2.963,41,13.213,6.933,0.132,3.393,0.107,
2014,2ma020103,712599.790,664,5,1073.190,40.288,5,1.131,27,6.064,1.809,0.063,0.488,0.040,,2014,2ma020103,712599.790,664,5,1073.190,40.288,5,1.131,27,6.064,1.809,0.063,0.488,0.040,
2014,2ma020104,1123716.280,911,15,1233.500,36.647,6,1.357,58,10.812,3.369,0.094,1.080,0.092,,2014,2ma020104,1123716.280,911,15,1233.500,36.647,6,1.357,58,10.812,3.369,0.094,1.080,0.092,
2014,2ma020105,1129977.500,928,25,1217.650,35.856,17,3.502,97,30.205,1.645,0.043,0.361,0.017,,2014,2ma020105,1129977.500,928,25,1217.650,35.856,17,3.502,97,30.205,1.645,0.043,0.361,0.017,
2014,2ma020106,1160717.200,1171,39,991.220,40.829,27,2.730,73,16.317,0.868,0.026,0.085,-0.001,,2014,2ma020106,1160717.200,1171,39,991.220,40.829,27,2.730,73,16.317,0.868,0.026,0.085,-0.001,
2014,2ma020107,920340.980,1219,25,755.000,37.541,15,1.496,49,10.949,3.716,0.019,2.494,0.003,,2014,2ma020107,920340.980,1219,25,755.000,37.541,15,1.496,49,10.949,3.716,0.019,2.494,0.003,
2014,2ma020108,562799.800,528,14,1065.910,40.318,10,1.612,33,7.814,1.007,0.021,0.138,0.009,,2014,2ma020108,562799.800,528,14,1065.910,40.318,10,1.612,33,7.814,1.007,0.021,0.138,0.009,
2014,2ma020109,594227.290,685,14,867.490,40.653,12,1.249,37,7.458,32.455,0.044,21.733,0.032,,2014,2ma020109,594227.290,685,14,867.490,40.653,12,1.249,37,7.458,32.455,0.044,21.733,0.032,
2014,2ma020110,758892.080,569,9,1333.730,40.141,6,1.160,24,5.028,1.309,0.036,0.256,0.016,,2014,2ma020110,758892.080,569,9,1333.730,40.141,6,1.160,24,5.028,1.309,0.036,0.256,0.016,
2014,2ma020111,1486328.390,1143,41,1300.380,40.091,24,3.193,40,7.912,0.439,0.014,-0.219,0.000,,2014,2ma020111,1486328.390,1143,41,1300.380,40.091,24,3.193,40,7.912,0.439,0.014,-0.219,0.000,
2014,2ma020112,501221.820,402,7,1246.820,39.468,5,1.176,31,7.395,3.634,0.752,1.831,0.729,,2014,2ma020112,501221.820,402,7,1246.820,39.468,5,1.176,31,7.395,3.634,0.752,1.831,0.729,
2014,2ma020113,6123954.360,4715,348,1298.820,36.571,92,20.854,176,32.481,0.937,0.048,0.236,0.014,,2014,2ma020113,6123954.360,4715,348,1298.820,36.571,92,20.854,176,32.481,0.937,0.048,0.236,0.014,
2014,2ma020114,37598.050,27,10,1392.520,34.037,7,6.552,15,10.851,-0.583,-0.383,-0.827,-0.421,,2014,2ma020114,37598.050,27,10,1392.520,34.037,7,6.552,15,10.851,-0.583,-0.383,-0.827,-0.421,
2014,2ma020115,1862502.530,1412,68,1319.050,39.387,36,2.677,76,12.145,1.944,0.012,0.450,0.001,,2014,2ma020115,1862502.530,1412,68,1319.050,39.387,36,2.677,76,12.145,1.944,0.012,0.450,0.001,
2014,2ma020116,1146561.980,948,70,1209.450,38.400,38,6.605,70,20.114,1.094,0.048,0.156,-0.006,,2014,2ma020116,1146561.980,948,70,1209.450,38.400,38,6.605,70,20.114,1.094,0.048,0.156,-0.006,
2014,2ma020117,757895.360,465,14,1629.880,42.039,11,1.732,30,4.767,3.621,0.089,0.386,0.061,,2014,2ma020117,757895.360,465,14,1629.880,42.039,11,1.732,30,4.767,3.621,0.089,0.386,0.061,
2014,2ma020118,672523.490,529,21,1271.310,44.454,16,2.195,44,10.720,1.935,0.034,0.117,0.024,,2014,2ma020118,672523.490,529,21,1271.310,44.454,16,2.195,44,10.720,1.935,0.034,0.117,0.024,
2014,2ma020119,2451095.910,1900,168,1290.050,36.313,59,9.538,110,24.484,1.657,0.220,0.324,0.154,,2014,2ma020119,2451095.910,1900,168,1290.050,36.313,59,9.538,110,24.484,1.657,0.220,0.324,0.154,
