"Tabela 202 - População residente, por sexo e situação do domicílio"
"Variável - População residente (Pessoas)"
"Nível";"Cód.";"Município";"Situação do domicílio";"Ano x Sexo"
"Nível";"Cód.";"Município";"Situação do domicílio";"1991"
"Nível";"Cód.";"Município";"Situação do domicílio";"Total";"Homens";"Mulheres"
"MU";"2304707";"Granja (CE)";"Total";"41501";"20982";"20519"
"MU";"2304707";"Granja (CE)";"Urbana";"15897";"7721";"8176"
"MU";"2304707";"Granja (CE)";"Rural";"25604";"13261";"12343"
"MU";"2304806";"Granjeiro (CE)";"Total";"4743";"2331";"2412"
"MU";"2304806";"Granjeiro (CE)";"Urbana";"871";"415";"456"
"MU";"2304806";"Granjeiro (CE)";"Rural";"3872";"1916";"1956"
"MU";"2304905";"Groaíras (CE)";"Total";"8079";"3963";"4116"
"MU";"2304905";"Groaíras (CE)";"Urbana";"4620";"2191";"2429"
"MU";"2304905";"Groaíras (CE)";"Rural";"3459";"1772";"1687"
"MU";"2304954";"Guaiúba (CE)";"Total";"17562";"8899";"8663"
"MU";"2304954";"Guaiúba (CE)";"Urbana";"10048";"5020";"5028"
"MU";"2304954";"Guaiúba (CE)";"Rural";"7514";"3879";"3635"
"MU";"2305001";"Guaraciaba do Norte (CE)";"Total";"30312";"15077";"15235"
"MU";"2305001";"Guaraciaba do Norte (CE)";"Urbana";"9285";"4521";"4764"
"MU";"2305001";"Guaraciaba do Norte (CE)";"Rural";"21027";"10556";"10471"
"MU";"2305100";"Guaramiranga (CE)";"Total";"5293";"2757";"2536"
"MU";"2305100";"Guaramiranga (CE)";"Urbana";"1572";"811";"761"
"MU";"2305100";"Guaramiranga (CE)";"Rural";"3721";"1946";"1775"
"MU";"2305209";"Hidrolândia (CE)";"Total";"17900";"8915";"8985"
"MU";"2305209";"Hidrolândia (CE)";"Urbana";"6763";"3255";"3508"
"MU";"2305209";"Hidrolândia (CE)";"Rural";"11137";"5660";"5477"
"MU";"2305233";"Horizonte (CE)";"Total";"18283";"9317";"8966"
"MU";"2305233";"Horizonte (CE)";"Urbana";"10786";"5393";"5393"
"MU";"2305233";"Horizonte (CE)";"Rural";"7497";"3924";"3573"
"MU";"2305266";"Ibaretama (CE)";"Total";"11253";"5735";"5518"
"MU";"2305266";"Ibaretama (CE)";"Urbana";"2004";"966";"1038"
"MU";"2305266";"Ibaretama (CE)";"Rural";"9249";"4769";"4480"
"MU";"2305308";"Ibiapina (CE)";"Total";"20031";"9937";"10094"
"MU";"2305308";"Ibiapina (CE)";"Urbana";"6009";"2885";"3124"
"MU";"2305308";"Ibiapina (CE)";"Rural";"14022";"7052";"6970"
"MU";"2305332";"Ibicuitinga (CE)";"Total";"8598";"4453";"4145"
"MU";"2305332";"Ibicuitinga (CE)";"Urbana";"2424";"1224";"1200"
"MU";"2305332";"Ibicuitinga (CE)";"Rural";"6174";"3229";"2945"
"MU";"2305357";"Icapuí (CE)";"Total";"13661";"6975";"6686"
"MU";"2305357";"Icapuí (CE)";"Urbana";"5100";"2570";"2530"
"MU";"2305357";"Icapuí (CE)";"Rural";"8561";"4405";"4156"
"MU";"2305407";"Icó (CE)";"Total";"60466";"29522";"30944"
"MU";"2305407";"Icó (CE)";"Urbana";"22513";"10474";"12039"
"MU";"2305407";"Icó (CE)";"Rural";"37953";"19048";"18905"
"MU";"2305506";"Iguatu (CE)";"Total";"75649";"36220";"39429"
"MU";"2305506";"Iguatu (CE)";"Urbana";"53123";"24704";"28419"
"MU";"2305506";"Iguatu (CE)";"Rural";"22526";"11516";"11010"
"MU";"2305605";"Independência (CE)";"Total";"24031";"11938";"12093"
"MU";"2305605";"Independência (CE)";"Urbana";"8086";"3755";"4331"
"MU";"2305605";"Independência (CE)";"Rural";"15945";"8183";"7762"
"MU";"2305654";"Ipaporanga (CE)";"Total";"10849";"5326";"5523"
"MU";"2305654";"Ipaporanga (CE)";"Urbana";"1821";"872";"949"
"MU";"2305654";"Ipaporanga (CE)";"Rural";"9028";"4454";"4574"
"MU";"2305704";"Ipaumirim (CE)";"Total";"11284";"5563";"5721"
"MU";"2305704";"Ipaumirim (CE)";"Urbana";"5240";"2493";"2747"
"MU";"2305704";"Ipaumirim (CE)";"Rural";"6044";"3070";"2974"
"MU";"2305803";"Ipu (CE)";"Total";"35689";"17381";"18308"
"MU";"2305803";"Ipu (CE)";"Urbana";"17736";"8295";"9441"
"MU";"2305803";"Ipu (CE)";"Rural";"17953";"9086";"8867"
"MU";"2305902";"Ipueiras (CE)";"Total";"35099";"16972";"18127"
"MU";"2305902";"Ipueiras (CE)";"Urbana";"12931";"6144";"6787"
"MU";"2305902";"Ipueiras (CE)";"Rural";"22168";"10828";"11340"
"MU";"2306009";"Iracema (CE)";"Total";"14015";"6892";"7123"
"MU";"2306009";"Iracema (CE)";"Urbana";"6862";"3155";"3707"
"MU";"2306009";"Iracema (CE)";"Rural";"7153";"3737";"3416"
"MU";"2306108";"Irauçuba (CE)";"Total";"17155";"8660";"8495"
"MU";"2306108";"Irauçuba (CE)";"Urbana";"7704";"3781";"3923"
"MU";"2306108";"Irauçuba (CE)";"Rural";"9451";"4879";"4572"
"MU";"2306207";"Itaiçaba (CE)";"Total";"5701";"2783";"2918"
"MU";"2306207";"Itaiçaba (CE)";"Urbana";"3210";"1524";"1686"
"MU";"2306207";"Itaiçaba (CE)";"Rural";"2491";"1259";"1232"
"MU";"2306256";"Itaitinga (CE)";"Total";"...";"...";"..."
"MU";"2306256";"Itaitinga (CE)";"Urbana";"...";"...";"..."
"MU";"2306256";"Itaitinga (CE)";"Rural";"...";"...";"..."
"MU";"2306306";"Itapajé (CE)";"Total";"33645";"16868";"16777"
"MU";"2306306";"Itapajé (CE)";"Urbana";"18970";"9246";"9724"
"MU";"2306306";"Itapajé (CE)";"Rural";"14675";"7622";"7053"
"MU";"2306405";"Itapipoca (CE)";"Total";"77263";"38815";"38448"
"MU";"2306405";"Itapipoca (CE)";"Urbana";"34670";"16683";"17987"
"MU";"2306405";"Itapipoca (CE)";"Rural";"42593";"22132";"20461"
"MU";"2306504";"Itapiúna (CE)";"Total";"12854";"6510";"6344"
"MU";"2306504";"Itapiúna (CE)";"Urbana";"4966";"2405";"2561"
"MU";"2306504";"Itapiúna (CE)";"Rural";"7888";"4105";"3783"
"MU";"2306553";"Itarema (CE)";"Total";"25548";"13235";"12313"
"MU";"2306553";"Itarema (CE)";"Urbana";"7719";"3851";"3868"
"MU";"2306553";"Itarema (CE)";"Rural";"17829";"9384";"8445"
"MU";"2306603";"Itatira (CE)";"Total";"13853";"7031";"6822"
"MU";"2306603";"Itatira (CE)";"Urbana";"3996";"1969";"2027"
"MU";"2306603";"Itatira (CE)";"Rural";"9857";"5062";"4795"
"MU";"2306702";"Jaguaretama (CE)";"Total";"17580";"8814";"8766"
"MU";"2306702";"Jaguaretama (CE)";"Urbana";"5436";"2570";"2866"
"MU";"2306702";"Jaguaretama (CE)";"Rural";"12144";"6244";"5900"
"MU";"2306801";"Jaguaribara (CE)";"Total";"7718";"3841";"3877"
"MU";"2306801";"Jaguaribara (CE)";"Urbana";"2878";"1330";"1548"
"MU";"2306801";"Jaguaribara (CE)";"Rural";"4840";"2511";"2329"
"MU";"2306900";"Jaguaribe (CE)";"Total";"32340";"15720";"16620"
"MU";"2306900";"Jaguaribe (CE)";"Urbana";"17158";"7950";"9208"
"MU";"2306900";"Jaguaribe (CE)";"Rural";"15182";"7770";"7412"
"MU";"2307007";"Jaguaruana (CE)";"Total";"25917";"12885";"13032"
"MU";"2307007";"Jaguaruana (CE)";"Urbana";"11734";"5585";"6149"
"MU";"2307007";"Jaguaruana (CE)";"Rural";"14183";"7300";"6883"
"MU";"2307106";"Jardim (CE)";"Total";"23964";"11627";"12337"
"MU";"2307106";"Jardim (CE)";"Urbana";"5226";"2401";"2825"
"MU";"2307106";"Jardim (CE)";"Rural";"18738";"9226";"9512"
"MU";"2307205";"Jati (CE)";"Total";"6863";"3274";"3589"
"MU";"2307205";"Jati (CE)";"Urbana";"2455";"1134";"1321"
"MU";"2307205";"Jati (CE)";"Rural";"4408";"2140";"2268"
"MU";"2307254";"Jijoca de Jericoacoara (CE)";"Total";"...";"...";"..."
"MU";"2307254";"Jijoca de Jericoacoara (CE)";"Urbana";"...";"...";"..."
"MU";"2307254";"Jijoca de Jericoacoara (CE)";"Rural";"...";"...";"..."
"MU";"2307304";"Juazeiro do Norte (CE)";"Total";"173566";"80361";"93205"
"MU";"2307304";"Juazeiro do Norte (CE)";"Urbana";"164922";"76097";"88825"
"MU";"2307304";"Juazeiro do Norte (CE)";"Rural";"8644";"4264";"4380"
"MU";"2307403";"Jucás (CE)";"Total";"21100";"10456";"10644"
"MU";"2307403";"Jucás (CE)";"Urbana";"7585";"3551";"4034"
"MU";"2307403";"Jucás (CE)";"Rural";"13515";"6905";"6610"
"MU";"2307502";"Lavras da Mangabeira (CE)";"Total";"30751";"14985";"15766"
"MU";"2307502";"Lavras da Mangabeira (CE)";"Urbana";"14758";"6903";"7855"
"MU";"2307502";"Lavras da Mangabeira (CE)";"Rural";"15993";"8082";"7911"
"MU";"2307601";"Limoeiro do Norte (CE)";"Total";"41700";"20411";"21289"
"MU";"2307601";"Limoeiro do Norte (CE)";"Urbana";"23342";"11000";"12342"
"MU";"2307601";"Limoeiro do Norte (CE)";"Rural";"18358";"9411";"8947"
"MU";"2307635";"Madalena (CE)";"Total";"12660";"6561";"6099"
"MU";"2307635";"Madalena (CE)";"Urbana";"3645";"1816";"1829"
"MU";"2307635";"Madalena (CE)";"Rural";"9015";"4745";"4270"
"MU";"2307650";"Maracanaú (CE)";"Total";"157151";"77597";"79554"
"MU";"2307650";"Maracanaú (CE)";"Urbana";"156410";"77213";"79197"
"MU";"2307650";"Maracanaú (CE)";"Rural";"741";"384";"357"
"MU";"2307700";"Maranguape (CE)";"Total";"71705";"35241";"36464"
"MU";"2307700";"Maranguape (CE)";"Urbana";"51954";"25016";"26938"
"MU";"2307700";"Maranguape (CE)";"Rural";"19751";"10225";"9526"
"MU";"2307809";"Marco (CE)";"Total";"20704";"10384";"10320"
"MU";"2307809";"Marco (CE)";"Urbana";"8545";"4139";"4406"
"MU";"2307809";"Marco (CE)";"Rural";"12159";"6245";"5914"
"MU";"2307908";"Martinópole (CE)";"Total";"6447";"3178";"3269"
"MU";"2307908";"Martinópole (CE)";"Urbana";"4319";"2089";"2230"
"MU";"2307908";"Martinópole (CE)";"Rural";"2128";"1089";"1039"
"MU";"2308005";"Massapê (CE)";"Total";"23689";"11492";"12197"
"MU";"2308005";"Massapê (CE)";"Urbana";"12758";"5986";"6772"
"MU";"2308005";"Massapê (CE)";"Rural";"10931";"5506";"5425"
"MU";"2308104";"Mauriti (CE)";"Total";"37153";"18231";"18922"
"MU";"2308104";"Mauriti (CE)";"Urbana";"14270";"6700";"7570"
"MU";"2308104";"Mauriti (CE)";"Rural";"22883";"11531";"11352"
"MU";"2308203";"Meruoca (CE)";"Total";"10446";"5183";"5263"
"MU";"2308203";"Meruoca (CE)";"Urbana";"3890";"1859";"2031"
"MU";"2308203";"Meruoca (CE)";"Rural";"6556";"3324";"3232"
"MU";"2308302";"Milagres (CE)";"Total";"24187";"11796";"12391"
"MU";"2308302";"Milagres (CE)";"Urbana";"9389";"4415";"4974"
"MU";"2308302";"Milagres (CE)";"Rural";"14798";"7381";"7417"
"MU";"2308351";"Milhã (CE)";"Total";"12019";"6067";"5952"
"MU";"2308351";"Milhã (CE)";"Urbana";"3775";"1795";"1980"
"MU";"2308351";"Milhã (CE)";"Rural";"8244";"4272";"3972"
"MU";"2308377";"Miraíma (CE)";"Total";"10052";"5105";"4947"
"MU";"2308377";"Miraíma (CE)";"Urbana";"3810";"1858";"1952"
"MU";"2308377";"Miraíma (CE)";"Rural";"6242";"3247";"2995"
"MU";"2308401";"Missão Velha (CE)";"Total";"29228";"14160";"15068"
"MU";"2308401";"Missão Velha (CE)";"Urbana";"10944";"5111";"5833"
"MU";"2308401";"Missão Velha (CE)";"Rural";"18284";"9049";"9235"
"MU";"2308500";"Mombaça (CE)";"Total";"40833";"20113";"20720"
"MU";"2308500";"Mombaça (CE)";"Urbana";"13638";"6364";"7274"
"MU";"2308500";"Mombaça (CE)";"Rural";"27195";"13749";"13446"
"MU";"2308609";"Monsenhor Tabosa (CE)";"Total";"15527";"7753";"7774"
"MU";"2308609";"Monsenhor Tabosa (CE)";"Urbana";"5652";"2676";"2976"
"MU";"2308609";"Monsenhor Tabosa (CE)";"Rural";"9875";"5077";"4798"
"MU";"2308708";"Morada Nova (CE)";"Total";"58912";"29756";"29156"
"MU";"2308708";"Morada Nova (CE)";"Urbana";"26499";"12872";"13627"
"MU";"2308708";"Morada Nova (CE)";"Rural";"32413";"16884";"15529"
"MU";"2308807";"Moraújo (CE)";"Total";"6272";"3111";"3161"
"MU";"2308807";"Moraújo (CE)";"Urbana";"2333";"1115";"1218"
"MU";"2308807";"Moraújo (CE)";"Rural";"3939";"1996";"1943"
"MU";"2308906";"Morrinhos (CE)";"Total";"14526";"7378";"7148"
"MU";"2308906";"Morrinhos (CE)";"Urbana";"5623";"2795";"2828"
"MU";"2308906";"Morrinhos (CE)";"Rural";"8903";"4583";"4320"
"MU";"2309003";"Mucambo (CE)";"Total";"11952";"5671";"6281"
"MU";"2309003";"Mucambo (CE)";"Urbana";"5136";"2294";"2842"
"MU";"2309003";"Mucambo (CE)";"Rural";"6816";"3377";"3439"
"MU";"2309102";"Mulungu (CE)";"Total";"7842";"4054";"3788"
"MU";"2309102";"Mulungu (CE)";"Urbana";"3023";"1508";"1515"
"MU";"2309102";"Mulungu (CE)";"Rural";"4819";"2546";"2273"
"MU";"2309201";"Nova Olinda (CE)";"Total";"11354";"5546";"5808"
"MU";"2309201";"Nova Olinda (CE)";"Urbana";"4802";"2251";"2551"
"MU";"2309201";"Nova Olinda (CE)";"Rural";"6552";"3295";"3257"
"MU";"2309300";"Nova Russas (CE)";"Total";"37832";"18347";"19485"
"MU";"2309300";"Nova Russas (CE)";"Urbana";"20526";"9722";"10804"
"MU";"2309300";"Nova Russas (CE)";"Rural";"17306";"8625";"8681"
"MU";"2309409";"Novo Oriente (CE)";"Total";"26318";"13052";"13266"
"MU";"2309409";"Novo Oriente (CE)";"Urbana";"9251";"4452";"4799"
"MU";"2309409";"Novo Oriente (CE)";"Rural";"17067";"8600";"8467"
"MU";"2309458";"Ocara (CE)";"Total";"19828";"10190";"9638"
"MU";"2309458";"Ocara (CE)";"Urbana";"5182";"2584";"2598"
"MU";"2309458";"Ocara (CE)";"Rural";"14646";"7606";"7040"
"MU";"2309508";"Orós (CE)";"Total";"22014";"10598";"11416"
"MU";"2309508";"Orós (CE)";"Urbana";"14222";"6630";"7592"
"MU";"2309508";"Orós (CE)";"Rural";"7792";"3968";"3824"
"MU";"2309607";"Pacajus (CE)";"Total";"31800";"15652";"16148"
"MU";"2309607";"Pacajus (CE)";"Urbana";"22650";"10946";"11704"
"MU";"2309607";"Pacajus (CE)";"Rural";"9150";"4706";"4444"
"MU";"2309706";"Pacatuba (CE)";"Total";"60148";"29801";"30347"
"MU";"2309706";"Pacatuba (CE)";"Urbana";"53626";"26478";"27148"
"MU";"2309706";"Pacatuba (CE)";"Rural";"6522";"3323";"3199"
"MU";"2309805";"Pacoti (CE)";"Total";"10100";"5249";"4851"
"MU";"2309805";"Pacoti (CE)";"Urbana";"3179";"1601";"1578"
"MU";"2309805";"Pacoti (CE)";"Rural";"6921";"3648";"3273"
"MU";"2309904";"Pacujá (CE)";"Total";"5006";"2416";"2590"
"MU";"2309904";"Pacujá (CE)";"Urbana";"2292";"1069";"1223"
"MU";"2309904";"Pacujá (CE)";"Rural";"2714";"1347";"1367"
"MU";"2310001";"Palhano (CE)";"Total";"7946";"3918";"4028"
"MU";"2310001";"Palhano (CE)";"Urbana";"3525";"1681";"1844"
"MU";"2310001";"Palhano (CE)";"Rural";"4421";"2237";"2184"
"MU";"2310100";"Palmácia (CE)";"Total";"10236";"5251";"4985"
"MU";"2310100";"Palmácia (CE)";"Urbana";"3725";"1828";"1897"
"MU";"2310100";"Palmácia (CE)";"Rural";"6511";"3423";"3088"
"MU";"2310209";"Paracuru (CE)";"Total";"20942";"10632";"10310"
"MU";"2310209";"Paracuru (CE)";"Urbana";"11147";"5442";"5705"
"MU";"2310209";"Paracuru (CE)";"Rural";"9795";"5190";"4605"
"MU";"2310258";"Paraipaba (CE)";"Total";"19791";"10187";"9604"
"MU";"2310258";"Paraipaba (CE)";"Urbana";"7841";"3910";"3931"
"MU";"2310258";"Paraipaba (CE)";"Rural";"11950";"6277";"5673"
"MU";"2310308";"Parambu (CE)";"Total";"30079";"14779";"15300"
"MU";"2310308";"Parambu (CE)";"Urbana";"8248";"3837";"4411"
"MU";"2310308";"Parambu (CE)";"Rural";"21831";"10942";"10889"
"MU";"2310407";"Paramoti (CE)";"Total";"10447";"5370";"5077"
"MU";"2310407";"Paramoti (CE)";"Urbana";"2803";"1367";"1436"
"MU";"2310407";"Paramoti (CE)";"Rural";"7644";"4003";"3641"
"MU";"2310506";"Pedra Branca (CE)";"Total";"38800";"19216";"19584"
"MU";"2310506";"Pedra Branca (CE)";"Urbana";"12320";"5785";"6535"
"MU";"2310506";"Pedra Branca (CE)";"Rural";"26480";"13431";"13049"
"MU";"2310605";"Penaforte (CE)";"Total";"6435";"3116";"3319"
"MU";"2310605";"Penaforte (CE)";"Urbana";"2697";"1240";"1457"
"MU";"2310605";"Penaforte (CE)";"Rural";"3738";"1876";"1862"
"MU";"2310704";"Pentecoste (CE)";"Total";"32252";"16310";"15942"
"MU";"2310704";"Pentecoste (CE)";"Urbana";"16591";"8040";"8551"
"MU";"2310704";"Pentecoste (CE)";"Rural";"15661";"8270";"7391"
"MU";"2310803";"Pereiro (CE)";"Total";"14792";"7201";"7591"
"MU";"2310803";"Pereiro (CE)";"Urbana";"4067";"1870";"2197"
"MU";"2310803";"Pereiro (CE)";"Rural";"10725";"5331";"5394"
"MU";"2310852";"Pindoretama (CE)";"Total";"12442";"6332";"6110"
"MU";"2310852";"Pindoretama (CE)";"Urbana";"4185";"2025";"2160"
"MU";"2310852";"Pindoretama (CE)";"Rural";"8257";"4307";"3950"
"MU";"2310902";"Piquet Carneiro (CE)";"Total";"13097";"6538";"6559"
"MU";"2310902";"Piquet Carneiro (CE)";"Urbana";"4329";"2052";"2277"
"MU";"2310902";"Piquet Carneiro (CE)";"Rural";"8768";"4486";"4282"
"MU";"2310951";"Pires Ferreira (CE)";"Total";"9472";"4742";"4730"
"MU";"2310951";"Pires Ferreira (CE)";"Urbana";"1562";"755";"807"
"MU";"2310951";"Pires Ferreira (CE)";"Rural";"7910";"3987";"3923"
"MU";"2311009";"Poranga (CE)";"Total";"11057";"5538";"5519"
"MU";"2311009";"Poranga (CE)";"Urbana";"4486";"2211";"2275"
"MU";"2311009";"Poranga (CE)";"Rural";"6571";"3327";"3244"
"MU";"2311108";"Porteiras (CE)";"Total";"15027";"7284";"7743"
"MU";"2311108";"Porteiras (CE)";"Urbana";"3374";"1586";"1788"
"MU";"2311108";"Porteiras (CE)";"Rural";"11653";"5698";"5955"
"MU";"2311207";"Potengi (CE)";"Total";"8148";"3930";"4218"
"MU";"2311207";"Potengi (CE)";"Urbana";"3321";"1542";"1779"
"MU";"2311207";"Potengi (CE)";"Rural";"4827";"2388";"2439"
"MU";"2311231";"Potiretama (CE)";"Total";"5784";"2950";"2834"
"MU";"2311231";"Potiretama (CE)";"Urbana";"1443";"675";"768"
"MU";"2311231";"Potiretama (CE)";"Rural";"4341";"2275";"2066"
"MU";"2311264";"Quiterianópolis (CE)";"Total";"17345";"8573";"8772"
"MU";"2311264";"Quiterianópolis (CE)";"Urbana";"2595";"1242";"1353"
"MU";"2311264";"Quiterianópolis (CE)";"Rural";"14750";"7331";"7419"
"MU";"2311306";"Quixadá (CE)";"Total";"72224";"35564";"36660"
"MU";"2311306";"Quixadá (CE)";"Urbana";"39404";"18549";"20855"
"MU";"2311306";"Quixadá (CE)";"Rural";"32820";"17015";"15805"
"MU";"2311355";"Quixelô (CE)";"Total";"15679";"8020";"7659"
"MU";"2311355";"Quixelô (CE)";"Urbana";"2575";"1271";"1304"
"MU";"2311355";"Quixelô (CE)";"Rural";"13104";"6749";"6355"
"MU";"2311405";"Quixeramobim (CE)";"Total";"59100";"29492";"29608"
"MU";"2311405";"Quixeramobim (CE)";"Urbana";"25759";"12132";"13627"
"MU";"2311405";"Quixeramobim (CE)";"Rural";"33341";"17360";"15981"
"MU";"2311504";"Quixeré (CE)";"Total";"13801";"6881";"6920"
"MU";"2311504";"Quixeré (CE)";"Urbana";"6692";"3240";"3452"
"MU";"2311504";"Quixeré (CE)";"Rural";"7109";"3641";"3468"
"MU";"2311603";"Redenção (CE)";"Total";"22757";"11373";"11384"
"MU";"2311603";"Redenção (CE)";"Urbana";"10718";"5257";"5461"
"MU";"2311603";"Redenção (CE)";"Rural";"12039";"6116";"5923"
"MU";"2311702";"Reriutaba (CE)";"Total";"17305";"8401";"8904"
"MU";"2311702";"Reriutaba (CE)";"Urbana";"8120";"3821";"4299"
"MU";"2311702";"Reriutaba (CE)";"Rural";"9185";"4580";"4605"
"MU";"2311801";"Russas (CE)";"Total";"46566";"22849";"23717"
"MU";"2311801";"Russas (CE)";"Urbana";"27055";"12834";"14221"
"MU";"2311801";"Russas (CE)";"Rural";"19511";"10015";"9496"
"MU";"2311900";"Saboeiro (CE)";"Total";"15461";"7507";"7954"
"MU";"2311900";"Saboeiro (CE)";"Urbana";"5486";"2491";"2995"
"MU";"2311900";"Saboeiro (CE)";"Rural";"9975";"5016";"4959"
"MU";"2311959";"Salitre (CE)";"Total";"12645";"6289";"6356"
"MU";"2311959";"Salitre (CE)";"Urbana";"3321";"1624";"1697"
"MU";"2311959";"Salitre (CE)";"Rural";"9324";"4665";"4659"
"MU";"2312007";"Santana do Acaraú (CE)";"Total";"22447";"11294";"11153"
"MU";"2312007";"Santana do Acaraú (CE)";"Urbana";"8729";"4172";"4557"
"MU";"2312007";"Santana do Acaraú (CE)";"Rural";"13718";"7122";"6596"
"MU";"2312106";"Santana do Cariri (CE)";"Total";"15403";"7661";"7742"
"MU";"2312106";"Santana do Cariri (CE)";"Urbana";"5699";"2734";"2965"
"MU";"2312106";"Santana do Cariri (CE)";"Rural";"9704";"4927";"4777"
"MU";"2312205";"Santa Quitéria (CE)";"Total";"49343";"24639";"24704"
"MU";"2312205";"Santa Quitéria (CE)";"Urbana";"15856";"7504";"8352"
"MU";"2312205";"Santa Quitéria (CE)";"Rural";"33487";"17135";"16352"
"MU";"2312304";"São Benedito (CE)";"Total";"36700";"18056";"18644"
"MU";"2312304";"São Benedito (CE)";"Urbana";"15258";"7326";"7932"
"MU";"2312304";"São Benedito (CE)";"Rural";"21442";"10730";"10712"
"MU";"2312403";"São Gonçalo do Amarante (CE)";"Total";"29286";"15107";"14179"
"MU";"2312403";"São Gonçalo do Amarante (CE)";"Urbana";"17999";"9076";"8923"
"MU";"2312403";"São Gonçalo do Amarante (CE)";"Rural";"11287";"6031";"5256"
"MU";"2312502";"São João do Jaguaribe (CE)";"Total";"8018";"3911";"4107"
"MU";"2312502";"São João do Jaguaribe (CE)";"Urbana";"2519";"1129";"1390"
"MU";"2312502";"São João do Jaguaribe (CE)";"Rural";"5499";"2782";"2717"
"MU";"2312601";"São Luís do Curu (CE)";"Total";"10609";"5382";"5227"
"MU";"2312601";"São Luís do Curu (CE)";"Urbana";"6934";"3388";"3546"
"MU";"2312601";"São Luís do Curu (CE)";"Rural";"3675";"1994";"1681"
"MU";"2312700";"Senador Pompeu (CE)";"Total";"26597";"12872";"13725"
"MU";"2312700";"Senador Pompeu (CE)";"Urbana";"14580";"6700";"7880"
"MU";"2312700";"Senador Pompeu (CE)";"Rural";"12017";"6172";"5845"
"MU";"2312809";"Senador Sá (CE)";"Total";"5175";"2603";"2572"
"MU";"2312809";"Senador Sá (CE)";"Urbana";"3105";"1539";"1566"
"MU";"2312809";"Senador Sá (CE)";"Rural";"2070";"1064";"1006"
"MU";"2312908";"Sobral (CE)";"Total";"127489";"60987";"66502"
"MU";"2312908";"Sobral (CE)";"Urbana";"103868";"49007";"54861"
"MU";"2312908";"Sobral (CE)";"Rural";"23621";"11980";"11641"
"MU";"2313005";"Solonópole (CE)";"Total";"15831";"8010";"7821"
"MU";"2313005";"Solonópole (CE)";"Urbana";"5623";"2678";"2945"
"MU";"2313005";"Solonópole (CE)";"Rural";"10208";"5332";"4876"
"MU";"2313104";"Tabuleiro do Norte (CE)";"Total";"25106";"12406";"12700"
"MU";"2313104";"Tabuleiro do Norte (CE)";"Urbana";"12687";"5978";"6709"
"MU";"2313104";"Tabuleiro do Norte (CE)";"Rural";"12419";"6428";"5991"
"MU";"2313203";"Tamboril (CE)";"Total";"26260";"13089";"13171"
"MU";"2313203";"Tamboril (CE)";"Urbana";"8533";"4101";"4432"
"MU";"2313203";"Tamboril (CE)";"Rural";"17727";"8988";"8739"
"MU";"2313252";"Tarrafas (CE)";"Total";"10113";"5092";"5021"
"MU";"2313252";"Tarrafas (CE)";"Urbana";"1155";"561";"594"
"MU";"2313252";"Tarrafas (CE)";"Rural";"8958";"4531";"4427"
"MU";"2313302";"Tauá (CE)";"Total";"51339";"25208";"26131"
"MU";"2313302";"Tauá (CE)";"Urbana";"22619";"10496";"12123"
"MU";"2313302";"Tauá (CE)";"Rural";"28720";"14712";"14008"
"MU";"2313351";"Tejuçuoca (CE)";"Total";"11805";"6086";"5719"
"MU";"2313351";"Tejuçuoca (CE)";"Urbana";"2213";"1110";"1103"
"MU";"2313351";"Tejuçuoca (CE)";"Rural";"9592";"4976";"4616"
"MU";"2313401";"Tianguá (CE)";"Total";"44005";"21665";"22340"
"MU";"2313401";"Tianguá (CE)";"Urbana";"25413";"12197";"13216"
"MU";"2313401";"Tianguá (CE)";"Rural";"18592";"9468";"9124"
"MU";"2313500";"Trairi (CE)";"Total";"36344";"18675";"17669"
"MU";"2313500";"Trairi (CE)";"Urbana";"7661";"3798";"3863"
"MU";"2313500";"Trairi (CE)";"Rural";"28683";"14877";"13806"
"MU";"2313559";"Tururu (CE)";"Total";"9916";"5038";"4878"
"MU";"2313559";"Tururu (CE)";"Urbana";"3650";"1834";"1816"
"MU";"2313559";"Tururu (CE)";"Rural";"6266";"3204";"3062"
"MU";"2313609";"Ubajara (CE)";"Total";"23374";"11550";"11824"
"MU";"2313609";"Ubajara (CE)";"Urbana";"9113";"4294";"4819"
"MU";"2313609";"Ubajara (CE)";"Rural";"14261";"7256";"7005"
"MU";"2313708";"Umari (CE)";"Total";"7896";"3926";"3970"
"MU";"2313708";"Umari (CE)";"Urbana";"2675";"1271";"1404"
"MU";"2313708";"Umari (CE)";"Rural";"5221";"2655";"2566"
"MU";"2313757";"Umirim (CE)";"Total";"15331";"7833";"7498"
"MU";"2313757";"Umirim (CE)";"Urbana";"7745";"3891";"3854"
"MU";"2313757";"Umirim (CE)";"Rural";"7586";"3942";"3644"
"MU";"2313807";"Uruburetama (CE)";"Total";"13518";"6732";"6786"
"MU";"2313807";"Uruburetama (CE)";"Urbana";"8293";"3965";"4328"
"MU";"2313807";"Uruburetama (CE)";"Rural";"5225";"2767";"2458"
"MU";"2313906";"Uruoca (CE)";"Total";"10220";"5135";"5085"
"MU";"2313906";"Uruoca (CE)";"Urbana";"4420";"2170";"2250"
"MU";"2313906";"Uruoca (CE)";"Rural";"5800";"2965";"2835"
"MU";"2313955";"Varjota (CE)";"Total";"13465";"6530";"6935"
"MU";"2313955";"Varjota (CE)";"Urbana";"9973";"4785";"5188"
"MU";"2313955";"Varjota (CE)";"Rural";"3492";"1745";"1747"
