Ano,ID BRA,Renda Mensal Total,Total de Empregos,Total de Estabelecimentos,Renda Mensal Média,Média de idade,Diversidade de Atividades,Diversidade Efetiva de Atividades,Diversidade de Ocupações,Diversidade Efetiva de Ocupações,Crescimento Nominal dos Salários (1 ano),Crescimento Nominal dos Salários (5 anos),Crescimento Nominal dos Empregos (1 ano),Crescimento Nominal dos Empregos (5 anos),Índice de Gini
2003,1ac000000,1298495.460,2874,309,451.810,34.365,95,24.744,152,33.525,0.145,,0.076,,0.350
2003,1ac000001,105639.420,210,9,503.050,39.043,8,1.719,12,1.844,0.209,,-0.041,,0.277
2003,1ac000002,180555.070,368,2,490.640,31.476,1,1.000,30,9.287,0.002,,0.028,,0.216
2003,1ac000003,78925.170,283,4,278.890,33.767,3,1.068,9,3.253,-0.071,,0.007,,0.114
2003,1ac000004,109289.080,200,5,546.450,35.850,4,1.183,13,4.295,0.976,,0.515,,0.243
2003,1ac000100,376584.150,819,57,459.810,36.254,30,3.492,52,16.857,0.259,,0.154,,0.328
2003,1ac000101,15613.280,65,1,240.200,40.477,1,1.000,7,4.712,0.030,,-0.058,,0.040
2003,1ac000102,573888.340,1114,98,515.160,34.096,40,4.920,57,12.914,0.257,,0.278,,0.331
2003,1ac010000,96760.450,185,16,523.030,37.395,10,3.301,17,4.887,0.140,,0.115,,0.275
2003,1ac010001,210501.440,523,65,402.490,35.132,33,8.237,54,20.818,0.233,,0.228,,0.293
2003,1ac010002,243028.080,596,54,407.770,34.003,30,7.137,62,22.702,0.665,,0.465,,0.276
2003,1ac010003,208181.880,480,40,433.710,39.442,20,3.744,53,29.568,0.013,,-0.022,,0.235
2003,1ac010100,224042.670,537,32,417.210,30.836,17,4.631,54,19.311,0.140,,0.169,,0.270
2003,1ac010101,156451.300,370,15,422.840,34.751,6,2.582,32,13.119,0.031,,-0.174,,0.263
2003,1ac010102,120896.540,287,13,421.240,31.864,9,2.703,39,9.314,0.506,,0.270,,0.287
2003,1ac010103,252432.270,576,41,438.250,33.295,18,2.791,46,11.163,0.140,,0.002,,0.291
2003,1ac010104,31493.630,78,14,403.760,31.564,8,6.659,28,20.712,-0.591,,-0.587,,0.262
2003,1ac010105,54903900.700,57061,2445,962.200,37.570,244,19.695,397,44.144,0.023,,-0.006,,0.484
2003,1ac010106,343659.580,732,71,469.480,35.366,32,9.872,71,15.090,0.191,,0.043,,0.283
2003,1ac010200,92386.470,128,3,721.770,38.375,2,1.118,13,4.977,0.404,,0.155,,0.273
2003,1ac010201,58262.790,81,2,719.290,35.247,1,1.000,3,1.200,0.211,,0.000,,0.312
2003,1ac010202,478158.770,933,102,512.500,35.681,37,6.728,74,15.288,0.216,,0.087,,0.372
2003,1am000000,9503.050,10,2,950.310,38.200,2,1.649,5,3.893,0.363,,0.111,,0.213
2003,1am000001,13613.870,13,2,1047.220,41.000,2,1.716,5,4.389,0.281,,0.083,,0.222
2003,1am000002,9981.370,12,2,831.780,35.167,2,1.569,6,4.871,0.315,,0.200,,0.164
2003,1am000003,156900.020,414,4,378.990,37.824,4,1.138,28,4.784,0.342,,0.075,,0.304
2003,1am000004,5922210.180,3217,66,1840.910,37.588,37,7.834,133,29.869,0.231,,0.121,,0.682
2003,1am000005,120368.150,241,6,499.450,39.004,5,1.848,23,9.574,0.286,,0.282,,0.379
2003,1am000100,3194201.160,6330,219,504.610,34.233,79,9.493,221,35.537,0.296,,0.241,,0.386
2003,1am000101,86279.100,238,6,362.520,36.878,6,1.706,15,5.752,0.145,,-0.088,,0.238
2003,1am000102,188614.850,527,11,357.900,38.068,11,1.531,36,11.782,0.104,,-0.015,,0.194
2003,1am000103,26987.000,51,3,529.160,32.882,3,1.686,18,9.424,0.057,,-0.150,,0.348
2003,1am000104,14035.880,20,4,701.790,37.950,3,2.526,5,4.131,-0.130,,-0.286,,0.304
2003,1am000200,123626.050,338,6,365.760,37.512,5,1.546,27,10.343,0.201,,0.050,,0.232
2003,1am000201,332083.130,732,18,453.670,34.910,15,1.966,47,12.377,0.908,,0.651,,0.271
2003,1am000202,13084.880,13,3,1006.530,38.615,3,1.988,6,4.883,-0.016,,-0.133,,0.339
2003,1am000203,526384.300,1459,79,360.780,35.429,31,7.600,109,37.404,0.237,,0.127,,0.271
2003,1am000204,602550.030,1441,123,418.150,33.991,60,25.901,111,33.130,0.223,,0.143,,0.316
2003,1am000205,11275.500,12,3,939.630,41.917,3,2.057,5,4.154,0.251,,-0.077,,0.249
2003,1am000206,286089815.700,282703,9609,1011.980,35.196,383,64.018,526,69.523,0.175,,0.083,,0.481
2003,1am000300,184525.030,463,6,398.540,33.819,5,1.270,34,9.737,-0.057,,-0.264,,0.212
2003,1am000301,105085.670,229,8,458.890,39.983,7,2.800,27,5.665,0.996,,0.279,,0.314
2003,1am000302,592627.510,1115,43,531.500,38.009,29,3.070,66,14.279,0.772,,0.487,,0.333
2003,1am000303,249242.960,533,9,467.620,34.966,6,1.312,54,12.881,0.451,,0.185,,0.264
2003,1am000304,1248275.320,3311,153,377.010,35.514,55,6.505,125,20.956,0.294,,0.227,,0.310
2003,1am000305,66647.960,164,6,406.390,35.476,5,1.826,20,10.435,0.296,,0.147,,0.217
2003,1am000306,224279.640,409,8,548.360,38.741,7,1.471,29,9.388,0.474,,0.094,,0.305
2003,1am000400,2248593.710,2737,62,821.550,35.653,39,8.238,167,50.933,0.315,,0.208,,0.432
2003,1am000401,269709.000,599,43,450.270,33.419,24,4.287,68,21.340,0.493,,0.297,,0.296
2003,1am000500,7979.510,8,2,997.440,38.125,2,1.458,5,4.000,0.155,,0.000,,
2003,1am000501,547625.820,955,117,573.430,33.206,44,22.349,107,37.800,0.191,,0.076,,0.442
2003,1am000502,9950.360,12,3,829.200,33.500,3,2.505,8,6.735,0.782,,0.714,,0.240
2003,1am010000,5441.330,8,3,680.170,34.250,3,2.460,3,2.460,-0.627,,-0.619,,
2003,1am010001,10671.540,14,4,762.250,35.429,4,3.225,5,4.017,0.142,,0.273,,0.306
2003,1am010100,154866.720,217,12,713.670,42.152,11,2.008,48,19.373,0.772,,0.217,,0.432
2003,1am010101,50173.450,84,10,597.300,34.548,7,3.328,25,14.734,0.301,,0.217,,0.355
2003,1am010102,46013.110,135,6,340.840,36.170,6,1.797,21,5.551,3.935,,6.500,,0.233
2003,1am010103,680426.780,743,49,915.780,34.822,24,5.245,87,30.128,0.294,,0.279,,0.510
2003,1am020000,87770.210,193,3,454.770,37.067,3,1.207,16,7.592,9.764,,20.444,,0.332
2003,1am020001,50855.020,48,2,1059.480,33.125,2,1.515,15,9.230,0.181,,-0.059,,0.408
2003,1am020002,334891.300,742,22,451.340,36.792,16,3.280,57,15.792,0.139,,0.113,,0.339
2003,1am020003,109260.880,268,4,407.690,40.022,4,1.275,30,6.920,-0.077,,0.015,,0.342
2003,1am020004,8243.860,10,2,824.390,37.300,2,1.649,4,3.789,-0.143,,-0.231,,0.137
2003,1am020005,28313.490,41,5,690.570,38.049,5,2.695,12,7.433,-0.029,,0.025,,0.266
2003,1am020006,43513.660,55,7,791.160,39.836,6,3.435,19,10.631,0.824,,0.774,,0.342
2003,1am020007,304481.730,522,93,583.300,31.527,45,28.933,62,23.407,0.088,,0.108,,0.493
2003,1am020008,8610.190,9,2,956.690,40.111,2,1.698,4,3.572,0.137,,0.125,,
2003,1am020100,352985.110,767,12,460.220,36.615,8,1.875,44,9.451,0.486,,0.311,,0.377
2003,1am020101,241590.900,563,25,429.110,37.197,15,3.015,33,6.381,0.281,,0.163,,0.335
2003,1am020102,180985.120,416,14,435.060,38.113,12,2.042,24,9.262,0.163,,0.059,,0.328
2003,1am020103,26600.640,58,8,458.630,35.741,6,3.058,16,8.615,0.155,,0.018,,0.299
2003,1am020104,48640.840,126,5,386.040,39.357,4,1.533,7,2.500,-0.275,,-0.119,,0.289
