IBGE;TSE;MUNICIPIO;UF;PIP
2108801;8737;PIRAPEMAS;MA;2340
2108900;8753;POÇÃO DE PEDRAS;MA;2351
2109007;8770;PORTO FRANCO;MA;3850
2109056;8109;PORTO RICO DO MARANHÃO;MA;1945
2109106;8796;PRESIDENTE DUTRA;MA;5981
2109205;8818;PRESIDENTE JUSCELINO;MA;2098
2109239;8125;PRESIDENTE MÉDICI;MA;1112
2109270;8141;PRESIDENTE SARNEY;MA;1102
2109304;8834;PRESIDENTE VARGAS;MA;1397
2109403;8850;PRIMEIRA CRUZ;MA;1350
2109452;8168;RAPOSA;MA;4711
2109502;8877;RIACHÃO;MA;2178
2109551;8184;RIBAMAR FIQUENE;MA;986
2109601;8915;ROSÁRIO;MA;5006
2109700;8931;SAMBAÍBA;MA;680
2109759;8206;SANTA FILOMENA DO MARANHÃO;MA;1016
2109809;8958;SANTA HELENA;MA;5454
2109908;9571;SANTA INÊS;MA;9991
2110005;8974;SANTA LUZIA;MA;7017
2110039;9652;SANTA LUZIA DO PARUÁ;MA;3399
2110104;8990;SANTA QUITÉRIA DO MARANHÃO;MA;3807
2110203;9016;SANTA RITA;MA;5775
2110237;8222;SANTANA DO MARANHÃO;MA;2448
2110278;8249;SANTO AMARO DO MARANHÃO;MA;1206
2110302;9032;SANTO ANTÔNIO DOS LOPES;MA;2353
2110401;9059;SÃO BENEDITO DO RIO PRETO;MA;2726
2110500;9075;SÃO BENTO;MA;5340
2110609;9091;SÃO BERNARDO;MA;3928
2110658;8265;SÃO DOMINGOS DO AZEITÃO;MA;378
2110708;9113;SÃO DOMINGOS DO MARANHÃO;MA;5039
2110807;9130;SÃO FÉLIX DE BALSAS;MA;855
2110856;8281;SÃO FRANCISCO DO BREJÃO;MA;1191
2110906;9156;SÃO FRANCISCO DO MARANHÃO;MA;1531
2111003;9172;SÃO JOÃO BATISTA;MA;1396
2111029;8303;SÃO JOÃO DO CARÚ;MA;968
2111052;8320;SÃO JOÃO DO PARAÍSO;MA;992
2111078;8346;SÃO JOÃO DO SOTER;MA;1676
2111102;9199;SÃO JOÃO DOS PATOS;MA;2930
2111201;8893;SÃO JOSÉ DE RIBAMAR;MA;12054
2111250;8362;SÃO JOSÉ DOS BASÍLIOS;MA;1025
2111300;9210;SÃO LUÍS;MA;62379
2111409;8052;SÃO LUÍS GONZAGA DO MARANHÃO;MA;3124
2111508;9237;SÃO MATEUS DO MARANHÃO;MA;2897
2111532;8389;SÃO PEDRO DA ÁGUA BRANCA;MA;1572
2111573;8400;SÃO PEDRO DOS CRENTES;MA;208
2111607;9253;SÃO RAIMUNDO DAS MANGABEIRAS;MA;1365
2111631;8427;SÃO RAIMUNDO DO DOCA BEZERRA;MA;649
2111672;8443;SÃO ROBERTO;MA;769
2111706;9270;SÃO VICENTE FERRER;MA;3152
2111722;8460;SATUBINHA;MA;1682
2111748;8486;SENADOR ALEXANDRE COSTA;MA;1249
2111763;8508;SENADOR LA ROCQUE;MA;1407
2111789;8524;SERRANO DO MARANHÃO;MA;790
2111805;9296;SÍTIO NOVO;MA;1291
2111904;9318;SUCUPIRA DO NORTE;MA;736
2111953;8540;SUCUPIRA DO RIACHÃO;MA;902
2112001;9334;TASSO FRAGOSO;MA;1006
2112100;9350;TIMBIRAS;MA;3127
2112209;9377;TIMON;MA;24024
2112233;8567;TRIZIDELA DO VALE;MA;2045
2112274;8583;TUFILÂNDIA;MA;1145
2112308;9393;TUNTUM;MA;2360
2112407;9415;TURIAÇU;MA;3012
2112456;8605;TURILÂNDIA;MA;1240
2112506;9431;TUTÓIA;MA;2689
2112605;9458;URBANO SANTOS;MA;1525
2112704;9474;VARGEM GRANDE;MA;4598
2112803;9490;VIANA;MA;6103
2112852;8621;VILA NOVA DOS MARTÍRIOS;MA;1243
2112902;9512;VITÓRIA DO MEARIM;MA;1803
2113009;9539;VITORINO FREIRE;MA;4503
2114007;9717;ZÉ DOCA;MA;2464
2200053;12327;ACAUÃ;PI;273
2200103;10014;AGRICOLÂNDIA;PI;895
2200202;10030;ÁGUA BRANCA;PI;1975
2200251;12319;ALAGOINHA DO PIAUÍ;PI;728
2200277;10022;ALEGRETE DO PIAUÍ;PI;342
2200301;10057;ALTO LONGÁ;PI;1066
2200400;10073;ALTOS;PI;4859
2200459;12084;ALVORADA DO GURGUÉIA;PI;772
2200509;10090;AMARANTE;PI;1540
2200608;10111;ANGICAL DO PIAUÍ;PI;894
2200707;10138;ANÍSIO DE ABREU;PI;966
2200806;10154;ANTÔNIO ALMEIDA;PI;392
2200905;10170;AROAZES;PI;833
2200954;12734;AROEIRAS DO ITAIM;PI;131
2201002;10197;ARRAIAL;PI;389
2201051;12106;ASSUNÇÃO DO PIAUÍ;PI;269
2201101;10219;AVELINO LOPES;PI;616
2201150;10049;BAIXA GRANDE DO RIBEIRO;PI;636
2201176;10600;BARRA D'ALCÂNTARA;PI;668
2201200;10235;BARRAS;PI;3444
2201309;10251;BARREIRAS DO PIAUÍ;PI;165
2201408;10278;BARRO DURO;PI;762
2201507;10294;BATALHA;PI;2493
2201556;10626;BELA VISTA DO PIAUÍ;PI;330
2201572;12335;BELÉM DO PIAUÍ;PI;329
2201606;10316;BENEDITINOS;PI;1225
2201705;10332;BERTOLÍNIA;PI;678
2201739;12122;BETÂNIA DO PIAUÍ;PI;348
2201770;10669;BOA HORA;PI;301
2201804;10359;BOCAINA;PI;486
2201903;10375;BOM JESUS;PI;2363
2201919;10065;BOM PRINCÍPIO DO PIAUÍ;PI;655
2201929;10081;BONFIM DO PIAUÍ;PI;475
2201945;12149;BOQUEIRÃO DO PIAUÍ;PI;488
2201960;10006;BRASILEIRA;PI;1118
2201988;10642;BREJO DO PIAUÍ;PI;318
2202000;10391;BURITI DOS LOPES;PI;1590
2202026;10103;BURITI DOS MONTES;PI;703
2202059;10120;CABECEIRAS DO PIAUÍ;PI;485
2202075;12343;CAJAZEIRAS DO PIAUÍ;PI;306
2202083;12572;CAJUEIRO DA PRAIA;PI;786
2202091;10146;CALDEIRÃO GRANDE DO PIAUÍ;PI;264
2202109;10413;CAMPINAS DO PIAUÍ;PI;251
2202117;12351;CAMPO ALEGRE DO FIDALGO;PI;229
2202133;10723;CAMPO GRANDE DO PIAUÍ;PI;459
2202174;10740;CAMPO LARGO DO PIAUÍ;PI;429
2202208;10430;CAMPO MAIOR;PI;4215
2202251;10162;CANAVIEIRA;PI;351
2202307;10456;CANTO DO BURITI;PI;1616
2202406;10472;CAPITÃO DE CAMPOS;PI;1247
2202455;10707;CAPITÃO GERVÁSIO OLIVEIRA;PI;214
2202505;10499;CARACOL;PI;1044
2202539;12670;CARAÚBAS DO PIAUÍ;PI;297
2202554;12165;CARIDADE DO PIAUÍ;PI;280
2202604;10510;CASTELO DO PIAUÍ;PI;1493
2202653;12688;CAXINGÓ;PI;257
2202703;10537;COCAL;PI;2091
2202711;12360;COCAL DE TELHA;PI;439
2202729;12696;COCAL DOS ALVES;PI;371
2202737;10189;COIVARAS;PI;341
2202752;10200;COLÔNIA DO GURGUÉIA;PI;1000
2202778;10227;COLÔNIA DO PIAUÍ;PI;703
2202802;10553;CONCEIÇÃO DO CANINDÉ;PI;424
2202851;10243;CORONEL JOSÉ DIAS;PI;303
2202901;10570;CORRENTE;PI;2277
2203008;10596;CRISTALÂNDIA DO PIAUÍ;PI;412
2203107;10618;CRISTINO CASTRO;PI;648
2203206;10634;CURIMATÁ;PI;894
2203230;10766;CURRAIS;PI;121
2203255;12580;CURRALINHOS;PI;318
2203271;12181;CURRAL NOVO DO PIAUÍ;PI;169
2203305;10650;DEMERVAL LOBÃO;PI;1510
2203354;12297;DIRCEU ARCOVERDE;PI;350
2203404;10677;DOM EXPEDITO LOPES;PI;836
2203420;11410;DOMINGOS MOURÃO;PI;576
2203453;10685;DOM INOCÊNCIO;PI;485
2203503;10693;ELESBÃO VELOSO;PI;1319
2203602;10715;ELISEU MARTINS;PI;763
2203701;10731;ESPERANTINA;PI;4039
2203750;10260;FARTURA DO PIAUÍ;PI;168
2203800;10758;FLORES DO PIAUÍ;PI;455
2203859;12637;FLORESTA DO PIAUÍ;PI;93
2203909;10774;FLORIANO;PI;6406
2204006;10790;FRANCINÓPOLIS;PI;547
2204105;10812;FRANCISCO AYRES;PI;306
2204154;12378;FRANCISCO MACEDO;PI;163
2204204;10839;FRANCISCO SANTOS;PI;695
2204303;10855;FRONTEIRAS;PI;1833
2204352;10782;GEMINIANO;PI;957
2204402;10871;GILBUÉS;PI;673
2204501;10898;GUADALUPE;PI;1490
2204550;10804;GUARIBAS;PI;250
2204600;10910;HUGO NAPOLEÃO;PI;371
2204659;10820;ILHA GRANDE;PI;789
2204709;10936;INHUMA;PI;1679
2204808;10952;IPIRANGA DO PIAUÍ;PI;980
2204907;10979;ISAÍAS COELHO;PI;231
2205003;10995;ITAINÓPOLIS;PI;658
2205102;11010;ITAUEIRA;PI;783
2205151;10286;JACOBINA DO PIAUÍ;PI;379
2205201;11037;JAICÓS;PI;1332
2205250;10308;JARDIM DO MULATO;PI;346
2205276;12394;JATOBÁ DO PIAUÍ;PI;316
2205300;11053;JERUMENHA;PI;454
2205359;12386;JOÃO COSTA;PI;126
2205409;11070;JOAQUIM PIRES;PI;875
2205458;12408;JOCA MARQUES;PI;746
2205508;11096;JOSÉ DE FREITAS;PI;3378
2205516;12416;JUAZEIRO DO PIAUÍ;PI;633
2205524;12203;JÚLIO BORGES;PI;255
2205532;10847;JUREMA;PI;430
2205540;12432;LAGOINHA DO PIAUÍ;PI;531
2205557;10324;LAGOA ALEGRE;PI;563
2205565;10340;LAGOA DO BARRO DO PIAUÍ;PI;287
2205573;10863;LAGOA DE SÃO FRANCISCO;PI;814
2205581;12424;LAGOA DO PIAUÍ;PI;604
2205599;12220;LAGOA DO SÍTIO;PI;690
2205607;11118;LANDRI SALES;PI;997
2205706;11134;LUIS CORREIA;PI;4718
2205805;11150;LUZILÂNDIA;PI;2232
2205854;12440;MADEIRO;PI;565
2205904;11177;MANOEL EMÍDIO;PI;697
2205953;10367;MARCOLÂNDIA;PI;445
2206001;11193;MARCOS PARENTE;PI;502
2206050;12467;MASSAPÊ DO PIAUÍ;PI;319
2206100;11215;MATIAS OLÍMPIO;PI;958
2206209;11231;MIGUEL ALVES;PI;910
2206308;11258;MIGUEL LEÃO;PI;138
2206357;12246;MILTON BRANDÃO;PI;471
2206407;11274;MONSENHOR GIL;PI;1648
2206506;11290;MONSENHOR HIPÓLITO;PI;642
2206605;11312;MONTE ALEGRE DO PIAUÍ;PI;428
2206654;10880;MORRO CABEÇA NO TEMPO;PI;264
2206670;12459;MORRO DO CHAPÉU DO PIAUÍ;PI;610
2206696;12475;MURICI DOS PORTELAS;PI;469
2206704;11339;NAZARÉ DO PIAUÍ;PI;683
2206720;12726;NAZÁRIA;PI;1045
2206753;10928;NOSSA SENHORA DE NAZARÉ;PI;432
2206803;11355;NOSSA SENHORA DOS REMÉDIOS;PI;611
2206902;11371;NOVO ORIENTE DO PIAUÍ;PI;762
2206951;10901;NOVO SANTO ANTÔNIO;PI;101
2207009;11398;OEIRAS;PI;3464
2207108;12483;OLHO D'ÁGUA DO PIAUÍ;PI;398
2207207;11436;PADRE MARCOS;PI;478
2207306;11452;PAES LANDIM;PI;241
2207355;12262;PAJEÚ DO PIAUÍ;PI;193
2207405;11479;PALMEIRA DO PIAUÍ;PI;317
2207504;11495;PALMEIRAIS;PI;1326
2207553;10944;PAQUETÁ;PI;415
2207603;11517;PARNAGUÁ;PI;616
2207702;11533;PARNAÍBA;PI;14687
2207751;10405;PASSAGEM FRANCA DO PIAUÍ;PI;420
2207777;10383;PATOS DO PIAUÍ;PI;475
2207793;12718;PAU D'ARCO DO PIAUÍ;PI;481
2207801;11550;PAULISTANA;PI;1931
2207850;12289;PAVUSSU;PI;256
2207900;11576;PEDRO II;PI;3462
2207934;12491;PEDRO LAURENTINO;PI;168
2207959;10960;NOVA SANTA RITA;PI;313
2208007;11592;PICOS;PI;8475
2208106;11614;PIMENTEIRAS;PI;741
2208205;11630;PIO IX;PI;1510
2208304;11657;PIRACURUCA;PI;4168
2208403;11673;PIRIPIRI;PI;8466
2208502;11690;PORTO;PI;951
2208551;12599;PORTO ALEGRE DO PIAUÍ;PI;440
2208601;11711;PRATA DO PIAUÍ;PI;325
2208650;10421;QUEIMADA NOVA;PI;584
2208700;11738;REDENÇÃO DO GURGUÉIA;PI;473
2208809;11754;REGENERAÇÃO;PI;1944
2208858;12300;RIACHO FRIO;PI;122
2208874;12602;RIBEIRA DO PIAUÍ;PI;268
2208908;11770;RIBEIRO GONÇALVES;PI;402
2209005;11797;RIO GRANDE DO PIAUÍ;PI;808
2209104;11819;SANTA CRUZ DO PIAUÍ;PI;395
2209153;10448;SANTA CRUZ DOS MILAGRES;PI;256
2209203;11835;SANTA FILOMENA;PI;369
2209302;11851;SANTA LUZ;PI;359
2209351;10480;SANTANA DO PIAUÍ;PI;607
2209377;10464;SANTA ROSA DO PIAUÍ;PI;630
2209401;11878;SANTO ANTÔNIO DE LISBOA;PI;695
2209450;12653;SANTO ANTÔNIO DOS MILAGRES;PI;231
2209500;11894;SANTO INÁCIO DO PIAUÍ;PI;257
2209559;10502;SÃO BRAZ DO PIAUÍ;PI;537
2209609;11916;SÃO FÉLIX DO PIAUÍ;PI;608
2209658;12505;SÃO FRANCISCO DE ASSIS DO PIAUÍ;PI;239
2209708;11932;SÃO FRANCISCO DO PIAUÍ;PI;547
2209757;12610;SÃO GONÇALO DO GURGUÉIA;PI;137
2209807;11959;SÃO GONÇALO DO PIAUÍ;PI;392
2209856;11088;SÃO JOÃO DA CANABRAVA;PI;368
2209872;12009;SÃO JOÃO DA FRONTEIRA;PI;608
2209906;11975;SÃO JOÃO DA SERRA;PI;558
2209955;12025;SÃO JOÃO DA VARJOTA;PI;492
2209971;10987;SÃO JOÃO DO ARRAIAL;PI;737
2210003;11991;SÃO JOÃO DO PIAUÍ;PI;1745
2210052;10529;SÃO JOSÉ DO DIVINO;PI;792
2210102;12017;SÃO JOSÉ DO PEIXE;PI;656
2210201;12033;SÃO JOSÉ DO PIAUÍ;PI;713
2210300;12050;SÃO JULIÃO;PI;700
2210359;10561;SÃO LOURENÇO DO PIAUÍ;PI;281
2210375;12629;SÃO LUIS DO PIAUÍ;PI;241
2210383;12661;SÃO MIGUEL DA BAIXA GRANDE;PI;271
2210391;12700;SÃO MIGUEL DO FIDALGO;PI;344
2210409;12076;SÃO MIGUEL DO TAPUIO;PI;1132
2210508;12092;SÃO PEDRO DO PIAUÍ;PI;1431
2210607;12114;SÃO RAIMUNDO NONATO;PI;4090
2210623;12041;SEBASTIÃO BARROS;PI;139
2210631;12068;SEBASTIÃO LEAL;PI;434
2210656;10545;SIGEFREDO PACHECO;PI;535
2210706;12130;SIMÕES;PI;833
2210805;12157;SIMPLÍCIO MENDES;PI;1026
2210904;12173;SOCORRO DO PIAUÍ;PI;275
2210938;12513;SUSSUAPARA;PI;884
2210953;12530;TAMBORIL DO PIAUÍ;PI;239
2210979;12521;TANQUE DO PIAUÍ;PI;372
2211001;12190;TERESINA;PI;68650
2211100;12211;UNIÃO;PI;3525
2211209;12238;URUÇUÍ;PI;2816
2211308;12254;VALENÇA DO PIAUÍ;PI;3113
2211357;10588;VÁRZEA BRANCA;PI;152
2211407;12270;VÁRZEA GRANDE;PI;581
2211506;12556;VERA MENDES;PI;313
2211605;12548;VILA NOVA DO PIAUÍ;PI;194
2211704;12564;WALL FERRAZ;PI;296
2300101;13013;ABAIARA;CE;680
2300150;13145;ACARAPE;CE;1531
2300200;13030;ACARAÚ;CE;5700
2300309;13056;ACOPIARA;CE;3227
2300408;13072;AIUABA;CE;1201
2300507;13099;ALCÂNTARAS;CE;1444
2300606;13110;ALTANEIRA;CE;922
2300705;13137;ALTO SANTO;CE;1259
2300754;15873;AMONTADA;CE;3367
2300804;13153;ANTONINA DO NORTE;CE;710
2300903;13170;APUIARÉS;CE;2706
2301000;13196;AQUIRAZ;CE;17076
2301109;13218;ARACATI;CE;8725
2301208;13234;ARACOIABA;CE;2962
2301257;13420;ARARENDÁ;CE;824
2301307;13250;ARARIPE;CE;1447
2301406;13277;ARATUBA;CE;841
2301505;13293;ARNEIROZ;CE;623
2301604;13315;ASSARÉ;CE;2114
2301703;13331;AURORA;CE;1442
2301802;13358;BAIXIO;CE;713
2301851;13382;BANABUIÚ;CE;1600
2301901;13374;BARBALHA;CE;5267
2301950;13129;BARREIRA;CE;1509
2302008;13390;BARRO;CE;1984
2302057;13404;BARROQUINHA;CE;1468
2302107;13412;BATURITÉ;CE;2811
2302206;13439;BEBERIBE;CE;8947
2302305;13455;BELA CRUZ;CE;1991
2302404;13471;BOA VIAGEM;CE;4322
2302503;13498;BREJO SANTO;CE;3316
2302602;13510;CAMOCIM;CE;5846
2302701;13536;CAMPOS SALES;CE;3179
2302800;13552;CANINDÉ;CE;5092
2302909;13579;CAPISTRANO;CE;2033
2303006;13595;CARIDADE;CE;2103
2303105;13617;CARIRÉ;CE;3107
2303204;13633;CARIRIAÇU;CE;3047
2303303;13650;CARIÚS;CE;1164
2303402;13676;CARNAUBAL;CE;1569
2303501;13692;CASCAVEL;CE;6517
2303600;13714;CATARINA;CE;728
2303659;13447;CATUNDA;CE;859
2303709;13730;CAUCAIA;CE;29068
2303808;13757;CEDRO;CE;1854
2303907;13773;CHAVAL;CE;1504
2303931;13463;CHORÓ;CE;635
2303956;13161;CHOROZINHO;CE;1686
2304004;13811;COREAÚ;CE;1742
2304103;13838;CRATEÚS;CE;7011
2304202;13854;CRATO;CE;12029
2304236;15881;CROATÁ;CE;1350
2304251;15890;CRUZ;CE;2912
2304269;15989;DEPUTADO IRAPUAN PINHEIRO;CE;643
2304277;13200;ERERÊ;CE;790
2304285;13226;EUSÉBIO;CE;9452
2304301;13870;FARIAS BRITO;CE;2277
2304350;15911;FORQUILHA;CE;2355
2304400;13897;FORTALEZA;CE;184739
2304459;13501;FORTIM;CE;2222
2304509;13919;FRECHEIRINHA;CE;1404
2304608;13935;GENERAL SAMPAIO;CE;599
2304657;13064;GRAÇA;CE;1011
2304707;13951;GRANJA;CE;4418
2304806;13978;GRANJEIRO;CE;341
2304905;13994;GROAÍRAS;CE;1327
2304954;13242;GUAIÚBA;CE;2011
2305001;14010;GUARACIABA DO NORTE;CE;2829
2305100;14036;GUARAMIRANGA;CE;553
2305209;14052;HIDROLÂNDIA;CE;1606
2305233;13188;HORIZONTE;CE;13832
2305266;14060;IBARETAMA;CE;918
2305308;14079;IBIAPINA;CE;1711
2305332;15920;IBICUITINGA;CE;1040
2305357;15938;ICAPUÍ;CE;3310
2305407;14095;ICÓ;CE;5631
2305506;14117;IGUATU;CE;9478
2305605;14133;INDEPENDÊNCIA;CE;1758
2305654;13340;IPAPORANGA;CE;1407
2305704;14150;IPAUMIRIM;CE;954
2305803;14176;IPU;CE;3923
2305902;14192;IPUEIRAS;CE;4820
2306009;14214;IRACEMA;CE;1625
2306108;14230;IRAUÇUBA;CE;2091
2306207;14257;ITAIÇABA;CE;1018
2306256;13480;ITAITINGA;CE;4927
2306306;14273;ITAPAGÉ;CE;4164
2306405;14290;ITAPIPOCA;CE;10198
2306504;14311;ITAPIÚNA;CE;1237
2306553;15954;ITAREMA;CE;2380
2306603;14338;ITATIRA;CE;32
2306702;14354;JAGUARETAMA;CE;1396
2306801;14370;JAGUARIBARA;CE;1981
2306900;14397;JAGUARIBE;CE;3456
2307007;14419;JAGUARUANA;CE;3274
2307106;14435;JARDIM;CE;464
2307205;14451;JATI;CE;777
2307254;13005;JIJOCA DE JERICOACOARA;CE;1818
2307304;14478;JUAZEIRO DO NORTE;CE;20909
2307403;14494;JUCÁS;CE;1755
2307502;14516;LAVRAS DA MANGABEIRA;CE;1695
2307601;14532;LIMOEIRO DO NORTE;CE;7326
2307635;13021;MADALENA;CE;1319
2307650;15857;MARACANAÚ;CE;22667
2307700;14559;MARANGUAPE;CE;9105
2307809;14575;MARCO;CE;2241
2307908;14591;MARTINÓPOLE;CE;1323
2308005;14613;MASSAPÊ;CE;3869
2308104;14630;MAURITI;CE;4167
2308203;14656;MERUOCA;CE;1845
2308302;14672;MILAGRES;CE;2592
2308351;15970;MILHÃ;CE;1066
2308377;14680;MIRAÍMA;CE;1175
2308401;14699;MISSÃO VELHA;CE;2724
2308500;14710;MOMBAÇA;CE;2860
2308609;14737;MONSENHOR TABOSA;CE;1349
2308708;14753;MORADA NOVA;CE;6157
2308807;14770;MORAÚJO;CE;727
2308906;14796;MORRINHOS;CE;1257
2309003;14818;MUCAMBO;CE;1321
2309102;14834;MULUNGU;CE;1031
2309201;14850;NOVA OLINDA;CE;2069
2309300;14877;NOVA RUSSAS;CE;3632
2309409;14893;NOVO ORIENTE;CE;1803
2309458;13307;OCARA;CE;3169
2309508;14915;ORÓS;CE;1656
2309607;14931;PACAJUS;CE;5873
2309706;14958;PACATUBA;CE;6411
2309805;14974;PACOTI;CE;945
2309904;14990;PACUJÁ;CE;509
2310001;15016;PALHANO;CE;1331
2310100;15032;PALMÁCIA;CE;1082
2310209;15059;PARACURU;CE;4707
2310258;15997;PARAIPABA;CE;3013
2310308;15075;PARAMBU;CE;2175
2310407;15091;PARAMOTI;CE;877
2310506;15113;PEDRA BRANCA;CE;2480
2310605;15130;PENAFORTE;CE;993
2310704;15156;PENTECOSTE;CE;3635
2310803;15172;PEREIRO;CE;1659
2310852;13285;PINDORETAMA;CE;2774
2310902;15199;PIQUET CARNEIRO;CE;1152
2310951;13048;PIRES FERREIRA;CE;1043
2311009;15210;PORANGA;CE;212
2311108;15237;PORTEIRAS;CE;1682
2311207;15253;POTENGI;CE;704
2311231;13269;POTIRETAMA;CE;510
2311264;13102;QUITERIANÓPOLIS;CE;972
2311306;15270;QUIXADÁ;CE;6324
2311355;98531;QUIXELÔ;CE;1168
2311405;15296;QUIXERAMOBIM;CE;4421
2311504;15318;QUIXERÉ;CE;2438
2311603;15334;REDENÇÃO;CE;2954
2311702;15350;RERIUTABA;CE;4878
2311801;15377;RUSSAS;CE;9077
2311900;15393;SABOEIRO;CE;409
2311959;15440;SALITRE;CE;655
2312007;15415;SANTANA DO ACARAÚ;CE;1821
2312106;15431;SANTANA DO CARIRI;CE;1223
2312205;15458;SANTA QUITÉRIA;CE;3227
2312304;15474;SÃO BENEDITO;CE;3111
2312403;15490;SÃO GONÇALO DO AMARANTE;CE;6942
2312502;15512;SÃO JOÃO DO JAGUARIBE;CE;659
2312601;15539;SÃO LUÍS DO CURU;CE;1179
2312700;15555;SENADOR POMPEU;CE;1909
2312809;15571;SENADOR SÁ;CE;864
2312908;15598;SOBRAL;CE;22114
2313005;15610;SOLONÓPOLE;CE;1170
2313104;15636;TABULEIRO DO NORTE;CE;2982
2313203;15652;TAMBORIL;CE;2975
2313252;13366;TARRAFAS;CE;536
2313302;15679;TAUÁ;CE;5721
2313351;13323;TEJUÇUOCA;CE;1356
2313401;15695;TIANGUÁ;CE;4895
2313500;15717;TRAIRI;CE;5860
2313559;13080;TURURU;CE;1664
2313609;15733;UBAJARA;CE;2555
2313708;15750;UMARI;CE;629
2313757;98558;UMIRIM;CE;1614
2313807;15776;URUBURETAMA;CE;1411
2313906;15792;URUOCA;CE;1009
2313955;98574;VARJOTA;CE;1753
2314003;15814;VÁRZEA ALEGRE;CE;2852
2314102;15830;VIÇOSA DO CEARÁ;CE;3399
2400109;16012;ACARI;RN;890
2400208;16039;ASSÚ;RN;3984
2400307;16055;AFONSO BEZERRA;RN;1200
2400406;16071;ÁGUA NOVA;RN;225
2400505;16098;ALEXANDRIA;RN;1316
2400604;16110;ALMINO AFONSO;RN;485
2400703;16136;ALTO DO RODRIGUES;RN;1160
2400802;16152;ANGICOS;RN;852
2400901;16179;ANTÔNIO MARTINS;RN;671
2401008;16195;APODI;RN;3844
2401107;16217;AREIA BRANCA;RN;2158
2401206;16233;ARÊS;RN;1100
2401305;16250;CAMPO GRANDE;RN;896
2401404;16276;BAÍA FORMOSA;RN;637
2401453;30031;BARAÚNA;RN;2157
2401503;16292;BARCELONA;RN;386
2401602;16314;BENTO FERNANDES;RN;518
2401651;16101;BODÓ;RN;109
2401701;16330;BOM JESUS;RN;799
2401800;16357;BREJINHO;RN;1188
2401859;16047;CAIÇARA DO NORTE;RN;480
2401909;16373;CAIÇARA DO RIO DO VENTO;RN;322
2402006;16390;CAICÓ;RN;3570
2402105;16411;CAMPO REDONDO;RN;837
2402204;16438;CANGUARETAMA;RN;2292
2402303;16454;CARAÚBAS;RN;2022
2402402;16470;CARNAÚBA DOS DANTAS;RN;637
2402501;16497;CARNAUBAIS;RN;1181
2402600;16519;CEARÁ-MIRIM;RN;5558
2402709;16535;CERRO CORÁ;RN;904
2402808;16551;CORONEL EZEQUIEL;RN;575
2402907;16578;CORONEL JOÃO PESSOA;RN;461
2403004;16594;CRUZETA;RN;519
2403103;16616;CURRAIS NOVOS;RN;2712
2403202;16632;DOUTOR SEVERIANO;RN;464
2403251;17795;PARNAMIRIM;RN;12486
2403301;16659;ENCANTO;RN;502
2403400;16675;EQUADOR;RN;473
2403509;16691;ESPÍRITO SANTO;RN;1216
2403608;16713;EXTREMOZ;RN;6266
2403707;16730;FELIPE GUERRA;RN;735
2403756;16144;FERNANDO PEDROZA;RN;258
2403806;16756;FLORÂNIA;RN;363
2403905;16772;FRANCISCO DANTAS;RN;330
2404002;17515;FRUTUOSO GOMES;RN;445
2404101;16799;GALINHOS;RN;187
2404200;16810;GOIANINHA;RN;1381
2404309;16837;GOVERNADOR DIX-SEPT ROSADO;RN;1495
2404408;16853;GROSSOS;RN;844
2404507;16870;GUAMARÉ;RN;1240
2404606;16896;IELMO MARINHO;RN;1464
2404705;16918;IPANGUAÇU;RN;1437
2404804;16934;IPUEIRA;RN;206
2404853;16080;ITAJÁ;RN;709
2404903;16950;ITAÚ;RN;596
2405009;16977;JAÇANÃ;RN;689
2405108;16993;JANDAÍRA;RN;465
2405207;17019;JANDUÍS;RN;472
2405306;17035;BOA SAÚDE;RN;839
2405405;17051;JAPI;RN;604
2405504;17078;JARDIM DE ANGICOS;RN;410
2405603;17094;JARDIM DE PIRANHAS;RN;1004
2405702;17116;JARDIM DO SERIDÓ;RN;1060
2405801;17132;JOÃO CÂMARA;RN;2488
2405900;17159;JOÃO DIAS;RN;179
2406007;17175;JOSÉ DA PENHA;RN;719
2406106;17191;JUCURUTU;RN;1685
2406155;16306;JUNDIÁ;RN;552
2406205;17230;LAGOA D'ANTA;RN;744
2406304;17256;LAGOA DE PEDRAS;RN;661
2406403;17272;LAGOA DE VELHOS;RN;251
2406502;17299;LAGOA NOVA;RN;903
2406601;17310;LAGOA SALGADA;RN;824
2406700;17337;LAJES;RN;795
2406809;17353;LAJES PINTADAS;RN;357
2406908;17370;LUCRÉCIA;RN;336
2407005;17396;LUÍS GOMES;RN;840
2407104;17418;MACAÍBA;RN;7523
2407203;17434;MACAU;RN;2233
2407252;16160;MAJOR SALES;RN;326
2407302;17450;MARCELINO VIEIRA;RN;554
2407401;17477;MARTINS;RN;876
2407500;17493;MAXARANGUAPE;RN;1363
2407609;17213;MESSIAS TARGINO;RN;350
2407708;17531;MONTANHAS;RN;1033
2407807;17558;MONTE ALEGRE;RN;1886
2407906;17574;MONTE DAS GAMELEIRAS;RN;291
2408003;17590;MOSSORÓ;RN;11975
2408102;17612;NATAL;RN;42977
2408201;17639;NÍSIA FLORESTA;RN;5230
2408300;17655;NOVA CRUZ;RN;3239
2408409;17671;OLHO D'ÁGUA DO BORGES;RN;421
2408508;17698;OURO BRANCO;RN;615
2408607;17710;PARANÁ;RN;526
2408706;17736;PARAÚ;RN;413
2408805;17752;PARAZINHO;RN;343
